Variable,Description
censustract,census tract number
state,state name
county,county name
urban,flag for urban tract
pop2010,population count from 2010 census
ohu2010,occupied housing unit count from 2010 census
groupquartersflag,flag for tract where >=67%
numgqtrs,count of tract population residing in group quarters
pctgqtrs,percent of tract population residing in group quarters
lilatracts_1and10,flag for low-income and low access when considering low accessibilty at 1 and 10 miles
lilatracts_halfand10,flag for low-income and low access when considering low accessibilty at 1/2 and 10 miles
lilatracts_1and20,flag for low-income and low access when considering low accessibilty at 1 and 20 miles
lilatracts_vehicle,flag for low-income and low access when considering vehicle access or at 20 miles
hunvflag,"flag for tract where >= 100 of households do not have a vehicle, and beyond 1/2 mile from supermarket"
lowincometracts,flag for low income tract
povertyrate,share of the tract population living with income at or below the federal poverty thresholds for family size
medianfamilyincome,tract median family income
la1and10,flag for low access tract at 1 mile for urban areas or 10 miles for rural areas
lahalfand10,flag for low access tract at 1/2 mile for urban areas or 10 miles for rural areas
la1and20,flag for low access tract at 1 mile for urban areas or 20 miles for rural areas
latracts_half,flag for low access tract when considering 1/2 mile distance
latracts1,flag for low access tract when considering 1 mile distance
latracts10,flag for low access tract when considering 10 mile distance
latracts20,flag for low access tract when considering 20 mile distance
latractsvehicle_20,"flag for tract where >= 100 of households do not have a vehicle, and beyond 1/2 mile from supermarket; or >= 500 individuals are beyond 20 miles from supermarket ; or >= 33% of individuals are beyond 20 miles from supermarket"
lapop1_10,population count beyond 1 mile for urban areas or 10 miles for rural areas from supermarket
lapop05_10,population count beyond 1/2 mile for urban areas or 10 miles for rural areas from supermarket
lapop1_20,population count beyond 1 mile for urban areas or 20 miles for rural areas from supermarket
lalowi1_10,low income population count beyond 1 mile for urban areas or 10 miles for rural areas from supermarket
lalowi05_10,low income population count beyond 1/2 mile for urban areas or 10 miles for rural areas from supermarket
lalowi1_20,low income population count beyond 1 mile for urban areas or 20 miles for rural areas from supermarket
lapophalf,population count beyond 1/2 mile from supermarket
lapophalfshare,share of tract population that are beyond 1/2 mile from supermarket
lalowihalf,low income population count beyond 1/2 mile from supermarket
lalowihalfshare,share of tract population that are low income individuals beyond 1/2 mile from supermarket
lakidshalf,kids population count beyond 1/2 mile from supermarket
lakidshalfshare,share of tract population that are kids beyond 1/2 mile from supermarket
laseniorshalf,seniors population count beyond 1/2 mile from supermarket
laseniorshalfshare,share of tract population that are seniors beyond 1/2 mile from supermarket
lawhitehalf,white population count beyond 1/2 mile from supermarket
lawhitehalfshare,share of tract population that are white beyond 1/2 mile from supermarket
lablackhalf,black or african american population count beyond 1/2 mile from supermarket
lablackhalfshare,share of tract population that are black or african american beyond 1/2 mile from supermarket
laasianhalf,asian population count beyond 1/2 mile from supermarket
laasianhalfshare,share of tract population that are asian beyond 1/2 mile from supermarket
lanhopihalf,native hawaiian or other pacific islander population count beyond 1/2 mile from supermarket
lanhopihalfshare,share of tract population that are native hawaiian or other pacific islander beyond 1/2 mile from supermarket
laaianhalf,american indian or alaska native population count beyond 1/2 mile from supermarket
laaianhalfshare,share of tract population that are american indian or alaska native beyond 1/2 mile from supermarket
laomultirhalf,other/multiple race population count beyond 1/2 mile from supermarket
laomultirhalfshare,share of tract population that are other/multiple race beyond 1/2 mile from supermarket
lahisphalf,hispanic or latino ethnicity population count beyond 1/2 mile from supermarket
lahisphalfshare,share of tract population that are of hispanic or latino ethnicity beyond 1/2 mile from supermarket
