Variable,Description
q1,how old are you
q2,what is your sex
q3,in what grade are you
q4,are you hispanic/latino
q5,what is your race
q6,how tall are you
q7,how much do you weigh
q8,seat belt use
q9,riding with a drinking driver
q10,drinking and driving
q11,texting and driving
q12,weapon carrying at school
q13,gun carrying
q14,safety concerns at school
q15,threatened at school
q16,times in fight past 12 months
q17,physical fighting at school
q18,saw physical violence in neighborhood
q19,ever been physically forced sexual intercourse
q20,sexual violence
q21,sexual dating violence
q22,physical dating violence
q23,bullied at school
q24,electronic bullying
q25,sad or hopeless
q26,considered suicide
q27,made a suicide plan past 12 months
q28,actually attempted suicide
q29,injurious suicide attempt
q30,ever cigarette use
q31,initiation of cigarette smoking
q32,current cigarette use
q33,smoked >10 cigarettes
q34,electronic vapor product use
q35,current electronic vapor product use
q36,evp from store
q37,current smokeless tobacco use
q38,current cigar use
q39,all tobacco product cessation
q40,initiation of alcohol use
q41,current alcohol use
q42,current binge drinking
q43,drinks in a row past 30 days
q44,source of alcohol
q45,ever marijuana use
q46,initiation of marijuana use
q47,current marijuana use
q48,ever synthetic marijuana use
q49,ever prescription pain medicine use
q50,ever cocaine use
q51,ever inhalant use
q52,ever heroin use
q53,ever methamphetamine use
q54,ever ecstasy use
q55,illegal injected drug use
q56,illegal drugs at school
q57,ever sexual intercourse
q58,sex before 13 years
q59,number of sex partners
q60,current sexual activity
q61,alcohol/drugs and sex
q62,condom use
q63,birth control pill use
q64,sex of sexual contacts
q65,sexual identity
q66,perception of weight
q67,weight loss
q68,fruit juice drinking
q69,fruit eating
q70,green salad eating
q71,potato eating
q72,carrot eating
q73,other vegetable eating
q74,no soda drinking
q75,no milk drinking
q76,breakfast eating
q77,physical activity >= 5 days
q78,screen time
q79,pe attendance
q80,sports team participation
q81,concussion
q82,hiv testing
q83,std testing
q84,oral health care
q85,current mental health
q86,hours of sleep on school night
q87,homelessness
q88,current rx pain med w/out rx
q89,ever used hallucinogenic drugs
q90,sports drinks
q91,plain water
q92,muscle strengthening
q93,mental health status covid-19
q94,parental job loss covid-19
q95,sunburn
q96,feel close to people at their school
q97,adult know whereabouts
q98,difficulty concentrating
q99,how well speak english
qn8,did not always wear a seat belt
qn9,rode with a driver who had been drinking alcohol
qn10,drove a car or other vehicle when they had been drinking alcohol
qn11,texted or e-mailed while driving a car or other vehicle
qn12,carried a weapon on school property
qn13,carried a gun
qn14,did not go to school because they felt unsafe at school or on their way to or from school
qn15,were threatened or injured with a weapon on school property
qn16,were in a physical fight
qn17,were in a physical fight on school property
qn18,"ever saw someone get physically attacked, beaten, stabbed, or shot in their neighborhood"
qn19,were ever physically forced to have sexual intercourse
qn20,experienced sexual violence
qn21,experienced sexual dating violence
qn22,experienced physical dating violence
qn23,were bullied on school property
qn24,were electronically bullied
qn25,felt sad or hopeless
qn26,seriously considered attempting suicide
qn27,made a plan about how they would attempt suicide
qn28,attempted suicide
qn29,"had a suicide attempt that resulted in an injury, poisoning, or overdose that had to be treated by a doctor or nurse"
qn30,ever tried cigarette smoking
qn31,first tried cigarette smoking before age 13 years
qn32,currently smoked cigarettes
qn33,smoked more than 10 cigarettes per day
qn34,ever used an electronic vapor product
qn35,currently used an electronic vapor product
qn36,"usually got their electronic vapor products by buying them themselves in a convenience store, supermarket, discount store, or gas station"
qn37,currently used smokeless tobacco
qn38,currently smoked cigars
qn39,tried to quit using all tobacco products
qn40,had their first drink of alcohol before age 13 years
qn41,currently drank alcohol
qn42,currently were binge drinking
qn43,reported that the largest number of drinks they had in a row was 10 or more
qn44,usually got the alcohol they drank by someone giving it to them
