Variable,Description
anndedct,annual deductible
cmjins,current main job is the source of plan
cobra,cobra coverage
covrout_m18,policy covers person not in ru
covtypin,single or family health insurance coverage plan
decphldr,deceased policyholder flag
dentlins,type health insurance received: dental
depndnt,dependent of policy holder flag
dupersid,person identifier
emplstat,policyholder employment status
epcpidx,insurance source-phldr-dependent identifier
eprsidx,unique insurance policy-source
estbidx,insurance source identifier
evalcovr,covered at interview or december 31st
fyflg,person in full year file
hospinsx,type health insurance received: hosp phys/hmo (ed)
hsaacct,hsa with this plan
insurprividex,unique insurance plcy source-insurance identifier
jobsfile,jobs file containing job information
jobsidx,policyholder job-round identifier
jobsinfr,job identifier inferred not reported
msupinsx,type health insurance received: medigap (edited)
namechng,plan name change
nopuflg,policyholder not in full year file
oopelig,policyholder-insurance source has premium
oopflag,ooppremx edit/imputation flag
oopprem,monthly out-of-pocket premium
ooppremx,monthly out-of-pocket premium (edited/imputed)
oopx12x,annual out-of-pocket premium (edited/imputed)
outphldr,out-of-ru policyholder flag
panel,panel number
phldridx,policyholder person identifier
pholder,policy holder flag
planmetl,plan metal level
pmedins,type health insurance received: prescription drug
premlevx,portion of premium paid by family (edited)
premsubz,cost of the premium subsidized
privatecat,category of private coverage
rn,round number
stat1,insurance active in january
stat10,insurance active in october
stat11,insurance active in november
stat12,insurance active in december
stat2,insurance active in february
stat3,insurance active in march
stat4,insurance active in april
stat5,insurance active in may
stat6,insurance active in june
stat7,insurance active in july
stat8,insurance active in august
stat9,insurance active in september
stexch,state exchange coverage
typeflag,type of insurance source
uprhmo,hmo coverage (edited)
visionin,type health insurance received: vision
