Variable,Description
objectid,internal feature number
geoid,"geographic identifier - fully concatenated geographic code (state fips, county fips, and tract number)"
state,census 2-digit fips state code
county,census 3-digit fips county code
tract,census 6-digit fips tract code
cnty_fips,census 5-digit fips county code
stusab,two letter state abbreviation code
households,number of households
owner_occupied_hu,number of owner occupied housing units
renter_occupied_hu,number of renter occupied housing units
avg_hh_size_owners,average number of people in owner households
pct_renter_occupied_hu,percent of households in renter-occupied housing units
pct_transit_j2w_renters,percent of commuters living in rental households using transit for their journey to work
pct_transit_j2w_owners,percent of commuters living in owner households using transit for their journey to work
pct_transit_j2w,percent of commuters using transit for their journey to work
median_smoc_mortgage,median selected monthly ownership costs
median_gross_rent,median gross rent
avg_h_cost,average monthly housing cost
autos_per_hh_renters,autos per household for renter households
autos_per_hh_owner,autos per household for owner households
autos_per_hh,autos per household
avg_hh_size_renters,average number of people in renter households
commuters_per_hh_owners,average number of commuters per household in renter households
commuters_per_hh,average number of commuters per household in owner households
commuters_per_hh_renters,average number of commuters per household
pct_renters,percent of rental housing units
avg_hh_size,average number of people per household
area_income_renter_frac,fraction of area median household income for renters in this tract relative to the regional median household income
median_hh_income,median household income
median_rooms_per_renter_hu,median number of rooms in renter households
median_rooms_per_owner_hu,median number of rooms in owner households
median_rooms_per_hu,median number of rooms per household
pct_hu_1_detached,percent of single family detached housing units
gross_hh_density,number of households per land acre
area_income_owner_frac,fraction of area median household income for owners in this tract relative to the regional median household income
area_income_frac,fraction of area median household income in this tract relative to the regional median household income
area_median_hh_income,regional median household income
block_density,census blocks per acre
avg_block_acres,average block size in acres
job_density_simple,jobs per land acre simple
retail_density_simple,retail jobs per land acre simple
job_gravity,total jobs for every tract in the us divided by its distance from the centroid squared
retail_gravity,retail jobs for every tract in the us divided by its distance from the centroid squared
median_commute,median distance of commuters in the tracts using the centroid of the employment block
veh_count,number of vehicles that were used to determine vmt from illinois odometer reading (for appropriate illinois tracts only)
avg_vmt,average vmt from illinois odometer reading (for appropriate illinois tracts only)
avg_hh_vmt,average vmt per household from illinois odometer reading (for appropriate illinois tracts only)
std_dev_vmt,standard deviation for vmt from illinois odometer reading (for appropriate illinois tracts only)
area_type,‘county’ or ‘cbsa’ depending on the location of the tract
area_stfid,census id for either county of cbsa for this tract’s location
hh1_control_hh_income_frac,hh profile 1: fraction of household income as defined for the household above relative to the regional median household income
hh1_control_hh_income,hh profile 1: the household income for the geography as defined for the household above
