Variable,Description
q1,how old are you
q2,what is your sex
q3,in what grade are you
q4,are you hispanic/latino
q5,what is your race
q6,how tall are you
q7,how much do you weigh
q8,bicycle helmet use
q9,seat belt use
q10,riding with a drinking driver
q11,drinking and driving
q12,texting and driving
q13,weapon carrying
q14,gun carrying
q15,weapon carrying at school
q16,safety concerns at school
q17,threatened at school
q18,physical fighting
q19,injurious physical fighting
q20,physical fighting at school
q21,forced sexual intercourse
q22,physical dating violence
q23,sexual dating violence
q24,bullying at school
q25,electronic bullying
q26,sad or hopeless
q27,considered suicide
q28,made a suicide plan
q29,attempted suicide
q30,injurious suicide attempt
q31,ever cigarette use
q32,initiation of cigarette use
q33,current cigarette use
q34,smoked >10 cigarettes
q35,cigarettes from store
q36,smoking cessation
q37,current smokeless tobacco use
q38,current cigar use
q39,electronic vapor product use
q40,current electronic vapor product use
q41,ever alcohol use
q42,initiation of alcohol use
q43,current alcohol use
q44,5 or more drinks in a row
q45,largest number of drinks
q46,source of alcohol
q47,ever marijuana use
q48,initiation of marijuana use
q49,current marijuana use
q50,ever cocaine use
q51,ever inhalant use
q52,ever heroin use
q53,ever methamphetamine use
q54,ever ecstasy use
q55,ever synthetic marijuana use
q56,ever steroid use
q57,ever prescription drug use
q58,illegal injected drug use
q59,illegal drugs at school
q60,ever sexual intercourse
q61,sex before 13 years
q62,multiple sex partners
q63,current sexual activity
q64,alcohol/drugs and sex
q65,condom use
q66,birth control pill use
q67,sex of sexual contacts
q68,sexual identity
q69,perception of weight
q70,weight loss
q71,fruit juice drinking
q72,fruit eating
q73,salad eating
q74,potato eating
q75,carrot eating
q76,other vegetable eating
q77,soda drinking
q78,how many glass of milk 7 days
q79,breakfast eating
q80,physical activity >= 5 days
q81,television watching
q82,computer use
q83,pe attendance
q84,sports team participation
q85,hiv testing
q86,oral health care
q87,asthma
q88,hours of sleep on school night
q89,grades in school
q90,usual use of marijuana
q91,ever used lsd
q92,sports drinks
q93,plain water
q94,food allergies
q95,muscle strengthening
q96,indoor tanning
q97,sunburn
q98,difficulty concentrating
q99,how well speak english
qn8,rarely or never wore a bicycle helmet
qn9,rarely or never wore a seat belt
qn10,rode with a driver who had been drinking alcohol
qn11,drove when drinking alcohol
qn12,texted or e-mailed while driving a car or other vehicle
qn13,carried a weapon
qn14,carried a gun
qn15,carried a weapon on school property
qn16,did not go to school because they felt unsafe at school or on their way to or from school
qn17,were threatened or injured with a weapon on school property
qn18,were in a physical fight
qn19,were injured in a physical fight
qn20,were in a physical fight on school property
qn21,were ever physically forced to have sexual intercourse
qn22,experienced physical dating violence
qn23,experienced sexual dating violence
qn24,were bullied on school property
qn25,were electronically bullied
qn26,felt sad or hopeless
qn27,seriously considered attempting suicide
qn28,made a plan about how they would attempt suicide
qn29,attempted suicide
qn30,"attempted suicide that resulted in an injury, poisoning, or overdose that had to be treated by a doctor or nurse"
qn31,ever tried cigarette smoking
qn32,smoked a whole cigarette before age 13 years
qn33,currently smoked cigarettes
qn34,smoked more than 10 cigarettes per day
qn35,usually obtained their own cigarettes by buying them in a store or gas station
qn36,tried to quit smoking cigarettes
qn37,currently used smokeless tobacco
qn38,currently smoked cigars
qn39,ever used electronic vapor products
qn40,currently used electronic vapor products
qn41,ever drank alcohol
qn42,drank alcohol before age 13 years
qn43,currently drank alcohol
qn44,drank five or more drinks of alcohol in a row
qn45,reported that the largest number of drinks they had in a row was 10 or more
qn46,usually obtained the alcohol they drank by someone giving it to them
qn47,ever used marijuana
qn48,tried marijuana before age 13 years
qn49,currently used marijuana
qn50,ever used cocaine
