Variable,Description
seqnumc,unique child identifier
seqnumhh,unique household identifier
pdat,child has adequate provider data
provwt_c,final single-frame cellphone provider-phase weight (excludes territories
provwt_c_terr,final single-frame cellphone provider-phase weight including territories
rddwt_c,final single-frame cellphone rdd-phase weight (excludes territories)
rddwt_c_terr,final single-frame cellphone rdd-phase weight includes territories
stratum,stratum variable for dual-frame variance estimation
year,year of interview
agecpoxr,age in months at chicken pox disease (recode)
had_cpox,child ever had chicken pox disease?
agegrp,"age category of child (19-23, 24-29, 30-35 mo) (recode)"
bf_endr06,duration of breast feeding in days (recode)
bf_exclr06,duration of exclusive breast/formula feeding in days (recode)
bf_formr20,age in days when child first fed formula (recode)
bfendfl06,"duration of breast feeding exceeds child age in days, with buffer"
bfformfl06,"age in days when child first fed formula exceeds child age in days, with buffer"
c1r,number of people in household (recode)
c5r,relationship of respondent to child (recode)
cbf_01,was child ever breast fed or fed breast milk?
cen_reg,census region based on true state of residence
childnm,number of children less than 18 years in hh (recode)
cwic_01,child ever received wic benefits?
cwic_02,child currently receiving wic benefits?
educ1,education of mother categories (recode)
frstbrn,first born status of child
i_hisp_k,hispanic origin of child
incporar,income to poverty ratio (recode)
incporar_i,income to poverty ratio: imputed (recode)
incpov1,poverty status
incq298a,family income categories (recode)
language,language in which interview was conducted
m_agegrp2,age of mother categories (recode)
marital2,marital status of mother (recode)
mobil_i,geographic mobility status: state of residence of child at birth versus current state
num_phone,number of residential telephone numbers in household (excluding cell phones)
num_cells_hh,number of working cell phones household members have available for personal use
num_cells_parents,number of working cell phones usually used by parents or guardians
race_k,race of child (recode)
raceethk,race/ethnicity of child (recode)
rent_own,"is home owned/being bought, rented, or occupied by some other arrangement?"
sex,gender of child
estiap20,estimation area of residence
est_grant,area of residence according to the 56 original core grantee areas
state,true state of residence (state fips code)
d6r,number of vaccination providers identified by respondent (recode)
d7,consent to obtain child's immunization records from providers
n_prvr,number of providers responding with vaccination data for child (recode)
prov_fac,provider facility types
registry,child's providers reported child's vaccinations to immunization registry
vfc_order,do child's providers order vaccines from state/local health dept?
hep_brth,hepatitis b-containing shot given at birth flag
hep_flag,hepatitis b birth shot date imputation flag
p_nuhepx,"number of hepatitis b-only shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date."
p_nuhibx,"number of hib-only shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_nuhphb,"number of hepatitis b/hib combo shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date."
p_numdah,"number of dtap/hib combo shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date."
p_numdhi,"number of dtap/hepb/ipv combo shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numdih,"number of dtap/ipv/hib combo shots by 36 months of age determined from provider info, excluding any vaccinations after the household interview date"
p_numdta,"number of dtap-only shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date."
p_numdtp,"number of dt-containing shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date."
p_numflu,"number of seasonal flu-containing vaccinations by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numflul,"number of seasonal flu-containing vaccinations of unknown type by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numflum,"number of seasonal flu spray vaccinations by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numflun,"number of injected seasonal flu vaccinations by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date."
p_numhea,"number of hepatitis a-containing shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date."
p_numhen,"number of hepatitis b-containing shots of unknown type by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date."
p_numhep,"number of hepatitis b-containing shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date."
p_numhg,"number of hib-glaxosmithkline shots by 36 months of age determined from provider info, excluding any vaccinations after the household interview date"
p_numhhy,"number of hib-mency shots by 36 months of age determined from provider info, excluding any vaccinations after the household interview date."
p_numhib,"number of hib-containing shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numhin,"number of hib-containing shots of unknown type by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date."
p_numhion,"number of hib-only shots of unknown type by 36 months of age determined from provider info, excluding any vaccinations after the household interview date."
p_numhm,"number of hib-merck shots by 36 months of age determined from provider info, excluding any vaccinations after the household interview date"
p_numhs,"number of hib-sanofi shots by 36 months of age determined from provider info, excluding any vaccinations after the household interview date."
p_numipv,"number of ipv-only shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_nummcn,"number of measles-containing shots of unknown type by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_nummmr,"number of measles-containing shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date."
p_nummmrx,"number of mmr-only shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date."
p_nummmx,"number of mmr-containing shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_nummp,"number of mumps-only shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_nummpr,"number of (mumps/rubella)-only shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_nummrv,"number of mmr/varicella combo shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numms,"number of measles-only shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_nummsm,"number of measles/mumps combo shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_nummsr,"number of measles/rubella combo shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numoln,"number of polio shots of unknown type by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numopv,"number of opv-only shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numpcv,"number of pneumococcal-containing shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numpcp,"number of pcv polysaccharide shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numpcc,"number of pcv conjugate shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numpcc7,"number of pneumococcal conjugate-7 shots by 36 months of age determined from provider info, excluding any vaccinations after the household interview date"
p_numpcc13,"number of pneumococcal conjugate13 shots by 36 months of age determined from provider info, excluding any vaccinations after the household interview date"
p_numpccn,"number of pneumococcal conjugate shots of unknown type by 36 months of age determined from provider info, excluding any vaccinations after the household interview date"
p_numpcn,"number of pcv shots of unknown type by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numpol,"number of polio-containing shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numrb,"number of rubella-only shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date."
p_numrg,"number of rotarix-gsk shots by 36 months of age determined from provider info, excluding any vaccinations after the household interview date"
p_numrm,"number of rotateq-merck shots by 36 months of age determined from provider info, excluding any vaccinations after the household interview date"
p_numro,"number of rotavirus shots of unknown type by 36 months of age determined from provider info, excluding any vaccinations after the household interview date"
p_numrot,"number of rotavirus-containing shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numtpn,"number of dt-containing shots of unknown type by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numvrc,"number of varicella-containing shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numvrn,"number of varicella-containing shots of unknown type by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_numvrx,"number of varicella-only shots by 36 months of age determined from provider info, excluding any vaccinations after the hh interview date"
p_u12vrc,"utd (up-to-date) flag for provider 1+ varicella-containing shot at 12+ months, by 36 months of age"
p_utd331,"utd (up-to-date) flag for provider 3:3:1 by 36 months of age, excluding any vaccinations after the household interview date"
p_utd431,"utd (up-to-date) flag for provider 4:3:1 by 36 months of age, excluding any vaccinations after the household interview date"
