Variable,Description
aceadned,did an adult make sure basic needs were met
aceadsaf,did an adult make you feel safe and protected
acedeprs,"live with anyone depressed, mentally ill, or suicidal?"
acedivrc,were your parents divorced/seperated?
acedrink,live with a problem drinker/alcoholic?
acedrugs,live with anyone who used illegal drugs or abused prescriptions?
acehurt1,how often did a parent physically hurt you in any way?
acehvsex,how often did anyone ever force you to have sex?
aceprisn,live with anyone who served time in prison or jail?
acepunch,how often did your parents beat each other up?
aceswear,how often did a parent swear at you?
acetouch,how often did anyone ever touch you sexually?
acetthem,how often did anyone make you touch them sexually?
actin13_,estimated activity intensity for first activity
actin23_,estimated activity intensity for second activity
addepev3,(ever told) you had a depressive disorder
alcday4,days in past 30 had alcoholic beverage
arthdis2,does arthritis affect whether you work
arthedu,ever taken class in managing arthritis or joint symptoms
arthexer,dr. suggest use of physical activity or exercise for arthritis or joint symptoms
aspirin,how often do you take an aspirin
asthma3,ever told had asthma
asthnow,still have asthma
avedrnk3,avg alcoholic drinks per day in past 30
birthsex,are you male or female?
bldstfit,was test part of cologuard test?
blind,blind or difficulty seeing
bphigh6,ever told blood pressure high
bpmeds1,currently taking prescription blood pressure medication
cadult1,are you 18 years of age or older?
cageg,four level child age
caregiv1,provided regular care for family or friend
casthdx2,hlth pro ever said child has asthma
casthno2,child still have asthma?
cclghous,do you live in college housing?
cddiscu1,have you discussed your difficulties with thinking with a health care provider?
cdhous1,given up day-to-day chores due to difficulties with thinking or memory
cdsocia1,does difficulties with thinking or memory interfere with work or social activities
cdworry,are you worried about these difficulties with thinking or memory?
cellfon5,is this a cell phone?
cellsex2,are you male or female?
celphon1,cellular telephone
celsxbrt,what was your sex at birth?
cervscrn,have you ever had a cervical cancer screening test?
chccopd3,ever told you had c.o.p.d. emphysema or chronic bronchitis?
chckdny2,ever told you have kidney disease?
chcocnc1,(ever told) (you had) melanoma or any other types of cancer?
chcscnc1,(ever told) (you had) skin cancer that is not melanoma?
checkup1,length of time since last routine checkup
children,number of children in household
chkhemo3,times checked for glycosylated hemoglobin
cholchk3,how long since cholesterol checked
cholmed3,currently taking medicine for high cholesterol
cimemlo1,have you experienced difficulties with thinking or memory that is happening more often or is getting worse?
cncrage,age told had cancer
cncrdiff,how many types of cancer?
cncrtyp2,type of cancer
colghous,do you live in college housing?
colncncr,ever had any other kind of test for colorectal cancer
colnsigm,"ever had a colonoscopy, sigmoidoscopy, or both"
colntes1,how long has it been since you had colonoscopy?
covacge1,going to get vaccinated
covidact,do long-term symptoms reduce ability to carry out activities?
covidnu2,number of covid-19 vaccinations received
covidpo1,have you ever tested positive for covid-19?
covidsm1,do you currently have covid-19 symptoms?
covidva1,received at least one covid-19 vaccination
cpdemo1c,do you have a cell phone for your personal use?
crgvalzd,does person being cared for have alzheimer´s disease?
crgvexpt,do you expect to have a relative you will need to provide care for?
crgvhou1,managed household tasks
crgvhrs1,how many hours do you provide care for person?
crgvlng1,how long provided care for person.
crgvper1,managed personal care
crgvprb3,"what is the major health problem, illness, disability for care for person?"
crgvrel4,relationship of person to whom you are giving care?
crvclcnc,time since last cervical cancer screening test
crvclhpv,have an h.p.v. test and recent cervical cancer screening
crvclpap,have a pap test and recent cervical cancer screening
csrvclin,participate in clinical trial as part of cancer treatment?
csrvctl2,is pain under control?
csrvdein,ever denied insurance coverage because of your cancer?
csrvdoc1,what type of doctor provides majority of your care
csrvinsr,did health insurance pay for all of your cancer treatment
csrvinst,instructions written or printed
csrvpain,currently have physical pain from cancer or treatment?
