Variable,Description
rectype,file type identifier
srvy_yr,year of native hawaiian and pacific islander survey (nhpi)
hhx,household number
wtia_hh,weight - interim annual
wtfa_hh,weight - final annual
livqrt,type of living quarters
non_intv,category of type a non-response
acpt_fam,number of families in hh responding
rej_fam,number of families in hh not responding
acpt_per,number of persons in hh responding
rej_per,number of persons in hh not responding
acptchld,number of children in hh that responded
var_str,pseudo-stratum for variance estimation
var_psu,pseudo-psu for variance estimation
