Variable,Description
provider_id,the 6-digit identification number for the home health agency on the claim.
agency_name,"the home health agency name, as reported in the pos file."
street_address,"the home health agency address, as reported in the pos file."
city,"the city where the home health agency is located, as reported in the pos file."
state,"the state where the home health agency is located, as reported in pos file. the fifty u.s. states and the district of columbia are reported by the state postal abbreviation."
zip_code,"the home health agency’s zip code, as reported in the pos file."
total_episodes_non_lupa,total count of non-lupa episodes provided by a specific home health agency or in a unique hhrg category in the calendar year.
distinct_beneficiaries_non_lupa,number of distinct medicare beneficiaries receiving at least one non-lupa home health episode in the calendar year. beneficiaries may receive multiple home health episodes per year but are only counted once in this field.
average_number_of_total_visits_per_episode_non_lupa,average number of total visits provided by the hha during a non-lupa episode.
average_number_of_skilled_nursing_visits_per_episode_non_lupa,average number of skilled nursing visits provided by the hha during a non-lupa episode.
average_number_of_pt_visits_per_episode_non_lupa,average number of physical therapy visits provided by the hha during a non-lupa episode.
average_number_of_ot_visits_per_episode_non_lupa,average number of occupational therapy visits provided by the hha during a non-lupa episode.
average_number_of_st_visits_per_episode_non_lupa,average number of speech therapy visits provided by the hha during a non-lupa episode.
average_number_of_home_health_aide_visits_per_episode_non_lupa,average number of home health aide visits provided by the hha during a non-lupa episode.
average_number_of_medical_social_visits_per_episode_non_lupa,average number of medical-social visits provided by the hha during a non-lupa episode.
total_hha_charge_amount_non_lupa,total charges that the home health agency submitted for non-lupa episodes.
total_hha_medicare_payment_amount_non_lupa,total amount that medicare paid for non-lupa episodes. home health services do not have any cost-sharing requirements and the medicare payment amount will equal the allowed amount.
total_hha_medicare_standard_payment_amount_non_lupa,total amount that medicare paid for non-lupa episodes adjusted for geographic differences in payment rates.
outlier_payments_as_a_percent_of_medicare_payment_amount_non_lupa,the percent of total medicare payments for non-lupa episodes paid to an hha for outlier episodes.
total_lupa_episodes,total count of low utilization payment amount episodes provided by a specific hha in the calendar year.
total_hha_medicare_payment_amount_for_lupas,total amount that medicare paid for lupa episodes provided by a specific hha in the calendar year.
average_age,average age of beneficiaries. beneficiary age is calculated at the end of the calendar year or at the time of death.
male_beneficiaries,number of male beneficiaries.
female_beneficiaries,number of female beneficiaries.
nondual_beneficiaries,number of medicare beneficiaries qualified to receive medicare only benefits. beneficiaries are classified as medicare only entitlement if they received zero months of any medicaid benefits (full or partial) in the given calendar year.
dua_beneficiaries,number of medicare beneficiaries qualified to receive medicare and medicaid benefits. beneficiaries are classified as medicare and medicaid entitlement if in any month in the given calendar year they were receiving full or partial medicaid benefits.
white_beneficiaries,number of non-hispanic white beneficiaries.
black_beneficiaries,number of non-hispanic black or african american beneficiaries.
asian_pacific_islander_beneficiaries,number of asian pacific islander beneficiaries.
hispanic_beneficiaries,number of hispanic beneficiaries.
american_indian_or_alaska_native_beneficiaries,number of american indian or alaska native beneficiaries.
other_unknown_beneficiaries,number of beneficiaries with race not elsewhere classified.
average_hcc_score,average hierarchical condition category (hcc) risk score of beneficiaries. please refer to the “additional information” section of the methodology document for more details on hcc risk scores.
percent_of_beneficiaries_with_atrial_fibrillation,percent of beneficiaries meeting the ccw chronic condition algorithm for atrial fibrillation.
percent_of_beneficiaries_with_alzheimers,"percent of beneficiaries meeting the ccw chronic condition algorithm for alzheimer’s, related disorders, or dementia."
percent_of_beneficiaries_with_asthma,percent of beneficiaries meeting the ccw chronic condition algorithm for asthma.
percent_of_beneficiaries_with_cancer,"percent of beneficiaries meeting the ccw chronic condition algorithms for cancer. includes breast cancer, colorectal cancer, lung cancer and prostate cancer."
percent_of_beneficiaries_with_chf,percent of beneficiaries meeting the ccw chronic condition algorithm for heart failure.
percent_of_beneficiaries_with_chronic_kidney_disease,percent of beneficiaries meeting the ccw chronic condition algorithm for chronic kidney disease.
percent_of_beneficiaries_with_copd,percent of beneficiaries meeting the ccw chronic condition algorithm for chronic obstructive pulmonary disease.
percent_of_beneficiaries_with_depression,percent of beneficiaries meeting the ccw chronic condition algorithm for depression.
percent_of_beneficiaries_with_diabetes,percent of beneficiaries meeting the ccw chronic condition algorithm for diabetes.
percent_of_beneficiaries_with_hyperlipidemia,percent of beneficiaries meeting the ccw chronic condition algorithm for hyperlipidemia.
percent_of_beneficiaries_with_hypertension,percent of beneficiaries meeting the ccw chronic condition algorithm for hypertension.
percent_of_beneficiaries_with_ihd,percent of beneficiaries meeting the ccw chronic condition algorithm for ischemic heart disease.
percent_of_beneficiaries_with_osteoporosis,percent of beneficiaries meeting the ccw chronic condition algorithm for osteoporosis.
percent_of_beneficiaries_with_ra_oa,percent of beneficiaries meeting the ccw chronic condition algorithm for rheumatoid arthritis/osteoarthritis.
percent_of_beneficiaries_with_schizophrenia,percent of beneficiaries meeting the ccw chronic condition algorithm for schizophrenia and other psychotic disorders.
percent_of_beneficiaries_with_stroke,percent of beneficiaries meeting the ccw chronic condition algorithm for stroke.
