Variable,Description
q1,how old are you
q2,what is your sex
q3,in what grade are you
q4,are you hispanic/latino
q5,what is your race
q6,how tall are you
q7,how much do you weigh
q8,seat belt use
q9,riding with a drinking driver
q10,drinking and driving
q11,texting and driving
q12,weapon carrying
q13,weapon carrying at school
q14,gun carrying past 12 mos
q15,safety concerns at school
q16,threatened at school
q17,physical fighting
q18,physical fighting at school
q19,ever been physically forced sexual intercourse
q20,sexual violence
q21,sexual dating violence
q22,physical dating violence
q23,bullying at school
q24,electronic bullying
q25,sad or hopeless
q26,considered suicide
q27,made a suicide plan
q28,attempted suicide
q29,injurious suicide attempt
q30,ever cigarette use
q31,initiation of cigarette smoking
q32,current cigarette use
q33,smoked >10 cigarettes
q34,electronic vapor product use
q35,current electronic vapor product use
q36,evp from store
q37,current smokeless tobacco use
q38,current cigar use
q39,all tobacco product cessation
q40,initiation of alcohol use
q41,current alcohol use
q42,current binge drinking
q43,largest number of drinks
q44,source of alcohol
q45,ever marijuana use
q46,initiation of marijuana use
q47,current marijuana use
q48,ever synthetic marijuana use
q49,ever prescription pain medicine use
q50,ever cocaine use
q51,ever inhalant use
q52,ever heroin use
q53,ever methamphetamine use
q54,ever ecstasy use
q55,ever steroid use
q56,illegal injected drug use
q57,illegal drugs at school
q58,ever sexual intercourse
q59,sex before 13 years
q60,multiple sex partners
q61,current sexual activity
q62,alcohol/drugs and sex
q63,condom use
q64,birth control pill use
q65,sex of sexual contacts
q66,sexual identity
q67,perception of weight
q68,weight loss
q69,fruit juice drinking
q70,fruit eating
q71,green salad eating
q72,potato eating
q73,carrot eating
q74,other vegetable eating
q75,no soda drinking
q76,no milk drinking
q77,breakfast eating
q78,physical activity >= 5 days
q79,television watching
q80,how many hours/day play video games
q81,pe attendance
q82,sports team participation
q83,concussion
q84,hiv testing
q85,std testing
q86,oral health care
q87,asthma
q88,hours of sleep on school night
q89,grades in school
q90,current rx pain med w/out rx
q91,ever used hallucinogenic drugs
q92,sports drinks
q93,plain water
q94,food allergies
q95,muscle strengthening
q96,indoor tanning
q97,sunscreen use outside
q98,difficulty concentrating
q99,how well speak english
qn8,rarely or never wore a seat belt
qn9,rode with a driver who had been drinking alcohol
qn10,drove a car or other vehicle when they had been drinking alcohol
qn11,texted or e-mailed while driving a car or other vehicle
qn12,carried a weapon
qn13,carried a weapon on school property
qn14,carried a gun
qn15,did not go to school because they felt unsafe at school or on their way to or from school
qn16,were threatened or injured with a weapon on school property
qn17,were in a physical fight
qn18,were in a physical fight on school property
qn19,were ever physically forced to have sexual intercourse
qn20,experienced sexual violence
qn21,experienced sexual dating violence
qn22,experienced physical dating violence
qn23,were bullied on school property
qn24,were electronically bullied
qn25,felt sad or hopeless
qn26,seriously considered attempting suicide
qn27,made a plan about how they would attempt suicide
qn28,attempted suicide
qn29,"had a suicide attempt that resulted in an injury, poisoning, or overdose that had to be treated by a doctor or nurse"
qn30,ever tried cigarette smoking
qn31,first tried cigarette smoking before age 13 years
qn32,currently smoked cigarettes
qn33,smoked more than 10 cigarettes per day
qn34,ever used an electronic vapor product
qn35,currently used an electronic vapor product
qn36,usually got their own electronic vapor products by buying them in a store
qn37,currently used smokeless tobacco
qn38,currently smoked cigars
qn39,tried to quit using all tobacco products
qn40,had their first drink of alcohol before age 13 years
qn41,currently drank alcohol
qn42,currently were binge drinking
qn43,reported that the largest number of drinks they had in a row was 10 or more
qn44,usually got the alcohol they drank by someone giving it to them
qn45,ever used marijuana
qn46,tried marijuana for the first time before age 13 years
qn47,currently used marijuana
qn48,ever used synthetic marijuana
