Variable,Description
year,sdoh file year
tractfips,state-county-census tract fips code (11-digit)
countyfips,state-county fips code (5-digit)
statefips,state fips code (2-digit)
state,state name
county,county name
region,census region name
territory,"territory indicator (1= u.s. territory, 0= u.s. state or dc)"
acs_tot_pop_wt,total weighted population
acs_tot_pop_us_above1,total population in the u.s. (ages 1 and over)
acs_tot_pop_above5,total population (ages 5 and over)
acs_tot_pop_above15,total population (ages 15 and over)
acs_tot_pop_above16,total population (ages 16 and over)
acs_tot_pop_16_19,total population (between ages 16 and 19)
acs_tot_pop_above25,total population (ages 25 and over)
acs_tot_civil_pop_above18,total civilian population (ages 18 and over)
acs_tot_civil_vet_pop_above25,total civilian population who are veterans (ages 25 and over)
acs_tot_own_child_below17,total own children (ages 17 and below)
acs_tot_civilian_labor,total population in the civilian labor force (ages 16 and over)
acs_tot_civil_employ_pop,total civilian employed population (ages 16 and over)
acs_tot_worker_hh,total workers in households (ages 16 and over)
acs_tot_worker_nwfh,total workers who do not work from home (ages 16 and over)
acs_tot_civil_noninst_pop_pov,total civilian noninstitutionalized population for whom poverty status is determined
acs_tot_civil_pop_pov,total civilian population for whom poverty status is determined (ages 18 and over)
acs_tot_pop_pov,total population for whom poverty status is determined
acs_tot_grandchildren_gp,total grandchildren under 18 living with grandparent householder
acs_tot_hu,total housing units
acs_tot_hh,total number of households
acs_avg_hh_size,average household size
acs_tot_civil_noninst_pop,total civilian noninstitutionalized population
acs_tot_civil_vet_pop,total number of civilian veterans (ages 18 and over)
acs_pct_child_disab,percentage of children with a disability (ages 17 and below)
acs_pct_disable,percentage of population with a disability
acs_pct_nonvet_disable_18_64,percentage of nonveterans with a disability (between ages 18 and 64)
acs_pct_vet_disable_18_64,percentage of civilian veterans with a disability (between ages 18 and 64)
acs_pct_female,percentage of population that is female
acs_pct_male,percentage of population that is male
acs_pct_ctz_above18,percentage of population who are citizens (ages 18 and over)
acs_pct_ctz_naturalized,percentage of population consisting of u.s. citizens by naturalization
acs_pct_ctz_nonus_born,percentage of population consisting of u.s. citizens born abroad of american parents or naturalized
acs_pct_ctz_us_born,"percentage of population consisting of u.s. citizens born in united states, puerto rico, or u.s. islands"
acs_pct_foreign_born,percentage of population that is foreign-born
acs_pct_non_citizen,percentage of population who are not u.s. citizens
acs_pct_nonctn_1990,percentage of population who are not u.s. citizens and entered u.s. before 1990
acs_pct_nonctn_1999,percentage of population who are not u.s. citizens and entered u.s. between 1990 and 1999
acs_pct_nonctn_2000,percentage of population who are not u.s. citizens and entered u.s. between 2000 and 2009
acs_pct_nonctn_2010,percentage of population who are not u.s. citizens and entered u.s. since 2010
acs_pct_api_lang,percentage of population that speaks asian and pacific island languages (ages 5 and over)
acs_pct_engl_not_all,percentage of population that speaks a language other than english that does not speak english at all (ages 5 and over)
acs_pct_engl_not_well,percentage of population that speaks a language other than english that does not speak english well (ages 5 and over)
acs_pct_engl_very_well,percentage of population that speaks a language other than english that speaks english very well (ages 5 and over)
acs_pct_engl_well,percentage of population that speaks a language other than english that speaks english well (ages 5 and over)
acs_pct_english,percentage of population that only speaks english (ages 5 and over)
acs_pct_hh_limit_english,percentage of limited english speaking households
acs_pct_oth_eurp,percentage of population who speak other indo-european languages (ages 5 and over)
acs_pct_oth_lang,percentage of population who speak other languages (ages 5 and over)
acs_pct_spanish,percentage of population that speaks spanish (ages 5 and over)
acs_pct_gulfwar_1990_2001,percentage of the civilian veteran population that served during the gulf war period from august 1990 to august 2001 (ages 18 and over)
acs_pct_gulfwar_2001,percentage of the civilian veteran population that served during the gulf war period from september 2001 or later (ages 18 and over)
acs_pct_gulfwar_vietnam,percentage of the civilian veteran population that served between gulf war and vietnam era (ages 18 and over)
acs_pct_vet,percentage of the civilian population consisting of veterans (ages 18 and over)
acs_pct_vietnam,percentage of the civilian veteran population that served in the vietnam era (ages 18 and over)
acs_median_age,median age of total population
acs_median_age_female,median age of female population
acs_median_age_male,median age of male population
acs_pct_age_0_4,percentage of population between ages 0-4
acs_pct_age_5_9,percentage of population between ages 5-9
acs_pct_age_10_14,percentage of population between ages 10-14
acs_pct_age_15_17,percentage of population between ages 15-17
acs_pct_age_0_17,percentage of population between ages 0-17
acs_pct_age_18_29,percentage of population between ages 18-29
acs_pct_age_18_44,percentage of population between ages 18-44
acs_pct_age_30_44,percentage of population between ages 30-44
acs_pct_age_45_64,percentage of population between ages 45-64
acs_pct_age_50_64,percentage of population between ages 50-64
