Variable,Description
provider_id,the 6-digit identification number for the home health agency on the claim.
agency_name,"the home health agency name, as reported in the pos file."
street_address,"the home health agency address, as reported in the pos file."
city,"the city where the home health agency is located, as reported in the pos file."
state,"the state where the home health agency is located, as reported in pos file. the fifty u.s. states and the district of columbia are reported by the state postal abbreviation."
zip_code,"the home health agency’s zip code, as reported in the pos file."
total_episodes_non_lupa,total count of non-lupa episodes provided by a specific home health agency or in a unique hhrg category in the calendar year.
distinct_users_non_lupa,number of distinct medicare beneficiaries receiving at least one non-lupa home health episode in the calendar year. beneficiaries may receive multiple home health episodes per year but are only counted once in this field.
total_hha_charge_amount_non_lupa,total charges that the home health agency submitted for non-lupa episodes.
total_hha_medicare_payment_amount_non_lupa,total amount that medicare paid for non-lupa episodes. home health services do not have any cost-sharing requirements and the medicare payment amount will equal the allowed amount.
total_hha_medicare_standard_payment_amount_non_lupa,total amount that medicare paid for non-lupa episodes adjusted for geographic differences in payment rates.
outlier_payments_as_a_percent_of_medicare_payment_amount_non_lupa,the percent of total medicare payments for non-lupa episodes paid to an hha for outlier episodes.
total_lupa_episodes,total count of low utilization payment amount episodes provided by a specific hha in the calendar year.
total_hha_medicare_payment_amount_for_lupas,total amount that medicare paid for lupa episodes provided by a specific hha in the calendar year.
