Variable,Description
grasp_id,unique id for database administration - unique id
st,state fips code - geography
state,state name - geography
st_abbr,state abbreviation - geography
county,county name - geography
fips,county fips code - geography
e_totpop,total population - estimate
e_hu,housing units - estimate
e_hh,households - estimate
e_pov,persons below poverty - estimate
e_unemp,civilian age 16+ unemployed - estimate
e_pci,per capita income - estimate
e_nohsdp,persons age 25+ with no high school diploma - estimate
e_age65,persons age 65 and older - estimate
e_age17,persons age 17 and younger - estimate
e_disabl,civilian noninstitutionalized population with a disability - estimate
e_sngpnt,single parent household with children under 18 - estimate
e_aian,american indian and alaska native - estimate
e_asian,asian - estimate
e_afam,african american or black - estimate
e_nhpi,native hawaiian/pacific islander - estimate
e_hisp,hispanic or latino/a - estimate
e_other,some other race alone - estimate
e_span,"spanish speakers who speak english less than ""very well"" - estimate"
e_chin,"chinese speakers who speak english less than ""very well"" - estimate"
e_viet,"vietnamese speakers who speak english less than ""very well"" - estimate"
e_kor,"korean speakers who speak english less than ""very well"" - estimate"
e_rus,"russian speakers who speak english less than ""very well"" - estimate"
e_munit,housing in structures with 10 or more units - estimate
e_mobile,mobile homes - estimate
e_crowd,"at household level (occupied housing units), more people than rooms - estimate"
e_noveh,households with no vehicle available - estimate
e_groupq,persons in group quarters - estimate
hosp,hospitals - count
urg,urgent care clinics - count
pharm,pharmacies - count
pcp,primary care physicians -
e_uninsur,persons without health insurance - estimate
e_noint,no internet access - estimate
e_totpop,total population - margin of error
m_hu,housing units - margin of error
m_hh,households - margin of error
m_pov,persons below poverty - margin of error
m_unemp,civilian age 16+ unemployed - margin of error
m_pci,per capita income - margin of error
m_nohsdp,persons age 25+ with no high school diploma - margin of error
m_age65,persons age 65 and older - margin of error
m_age17,persons age 17 and younger - margin of error
m_disabl,civilian noninstitutionalized population with a disability - margin of error
m_sngpnt,single parent household with children under 18 - margin of error
m_aian,american indian and alaska native - margin of error
m_asian,asian - margin of error
m_afam,african american or black - margin of error
m_nhpi,native hawaiian/pacific islander - margin of error
m_hisp,hispanic or latino/a - margin of error
m_other,some other race alone - margin of error
m_span,"spanish speakers who speak english less than ""very well"" - margin of error"
m_chin,"chinese speakers who speak english less than ""very well"" - margin of error"
m_viet,"vietnamese speakers who speak english less than ""very well"" - margin of error"
m_kor,"korean speakers who speak english less than ""very well"" - margin of error"
m_rus,"russian speakers who speak english less than ""very well"" - margin of error"
m_munit,housing in structures with 10 or more units - margin of error
m_mobile,mobile homes - margin of error
m_crowd,"at household level (occupied housing units), more people than rooms - margin of error"
m_noveh,households with no vehicle available - margin of error
m_groupq,persons in group quarters - margin of error
m_uninsur,persons without health insurance - margin of error
m_noint,no internet access - margin of error
ep_pov,persons below poverty - percentage estimate
ep_unemp,civilian age 16+ unemployed - percentage estimate
ep_pci,per capita income - percentage estimate
ep_nohsdp,persons age 25+ with no high school diploma - percentage estimate
ep_age65,persons age 65 and older - percentage estimate
ep_age17,persons age 17 and younger - percentage estimate
ep_disabl,civilian noninstitutionalized population with a disability - percentage estimate
ep_sngpnt,single parent household with children under 18 - percentage estimate
ep_aian,american indian and alaska native - percentage estimate
ep_asian,asian - percentage estimate
ep_afam,african american or black - percentage estimate
ep_nhpi,native hawaiian/pacific islander - percentage estimate
ep_hisp,hispanic or latino/a - percentage estimate
ep_other,some other race alone - percentage estimate
ep_span,"spanish speakers who speak english less than ""very well"" - percentage estimate"
ep_chin,"chinese speakers who speak english less than ""very well"" - percentage estimate"
