Variable,Description
actin11_,estimated activity intensity for first activity
actin21_,estimated activity intensity for second activity
addepev2,ever told you had a depressive disorder
adsleep,days had trouble with sleep
alcday5,days in past 30 had alcoholic beverage
arthdis2,does arthritis affect whether you work
arthedu,ever taken class in managing arthritis or joint symptoms
arthexer,dr. suggest use of physical activity or exercise for arthritis or joint symptoms
arthsocl,social activities limited because of joint symptoms
arthwgt,dr. suggest lose weight for arthritis or joint symptoms
arttoday,what can you do because of arthritis or joint symptoms
asactlim,activities limited due to asthma during past 12 months
asattack,asthma during past 12 months
asbiadvc,offered advice about what level of drinking is harmful or risky?
asbialch,asked during checkup if you drink alchohol
asbibing,asked whether you drank [5 for men /4 for women] or more alcoholic drinks on an occasion?
asbidrnk,asked in person or by form how much you drink?
asbirduc,were you advised to reduce or quit your drinking?
asdrvist,urgent asthma treatment during past 12 months
aservist,emergency asthma care during past 12 months
asinhalr,times used asthma inhaler during an attack in past 30 days
asnoslep,sleep difficulty due to asthma during past 30 days
aspunsaf,health makes taking aspirin unsafe
asrchkup,routine asthma care during past 12 months
asthma3,ever told had asthma
asthmage,age at asthma diagnosis
asthmed3,days used prescribed preventative asthma med in past 30 days
asthnow,still have asthma
asymptom,asthma symptoms during past 30 days
avedrnk2,avg alcoholic drinks per day in past 30
bldsugar,how often check blood for glucose
blind,blind or difficulty seeing
bpalcadv,hlth care pro ever advised reduced alcohol use to reduce bp
bpalchol,reduce alcohol use for bp?
bpeatadv,hlth care pro ever advised change in eating habits to reduce bp
bpeathbt,change eating habits for bp?
bpexer,exercising to lower bp?
bpexradv,hlth care pro ever advised exercise to reduce bp
bphi2mr,told had high bp during 2+ visits to hlth care pro?
bphigh4,ever told blood pressure high
bpmedadv,hlth care pro ever advised meds to reduce bp
bpmeds,currently taking blood pressure medication
bpsalt,reduce salt intake to lower bp?
bpsltadv,hlth care pro ever advised using less salt to reduce bp
cadult,are you 18 years of age or older?
caregiv1,provided regular care for family or friend
carercvd,satisfied with care received
casthdx2,hlth pro ever said child has asthma
casthno2,child still have asthma?
cclghous,do you live in college housing?
cdassist,need assistance with day-to_day activities due to confusion or memory loss
cddiscus,have you discussed your confusion or memory loss with a health care professional?
cdhelp,when you need help with day-to-day activities are you able to get it
cdhouse,given up day-to-day chores due to confusion or memory loss
cdsocial,does confusion or memory loss interfere with work or social activities
cellfon4,cellular telephone
cellfon5,is this a cell telephone?
chccopd1,"(ever told) you have (copd) chronic obstructive pulmonary disease, emphysema or chronic bronchitis?"
chckidny,(ever told) you have kidney disease?
chcocncr,(ever told) you had any other types of cancer?
chcscncr,(ever told) you had skin cancer?
checkup1,length of time since last routine checkup
children,number of children in household
chkhemo3,times checked for glycosylated hemoglobin
cholchk1,how long since cholesterol checked
cholmed1,currently taking medicine for high cholesterol
cimemlos,have you experienced confusion or memory loss that is happening more often or is getting worse?
cncrage,age told had cancer
cncrdiff,how many types of cancer?
cncrtyp1,type of cancer
colghous,do you live in college housing?
copdbrth,did you have shortness of breath?
copdbtst,have you ever been given a breathing test?
copdcogh,did you have a cough?
copdflem,did you cough up phlegm?
copdsmok,how many years have you smoked tobacco products?
cpdemo1a,do you have a cell phone for personal use?
crgvexpt,do you expect to have a relative you will need to provide care for?
crgvhous,managed household tasks
crgvhrs1,how many hours do you provide care for person?
crgvlng1,how long provided care for person.
crgvmst2,which support do you most need that you are not getting?
crgvpers,managed personal care
crgvprb2,"what is the major health problem, illness, disability for care for person?"
crgvrel2,relationship of person to whom you are giving care?
csrvclin,participate in clinical trial as part of cancer treatment?
csrvctl1,is pain under control?
csrvdein,ever denied insurance coverage because of your cancer?
csrvdoc1,what type of doctor provides majority of your care
csrvinsr,did health insurance pay for all of your cancer treatment
csrvinst,instructions written or printed
csrvpain,currently have physical pain from cancer or treatment?
csrvrtrn,ever receive instructions from a doctor for follow-up check-ups
csrvsum,did you receive a summary of cancer treatments received
csrvtrt2,currently receiving treatment for cancer
cstate1,do you currently live in ____(state)____?
ctelenm1,correct telephone number?
ctelnum1,correct phone number?
cvdasprn,take aspirin daily or every other day
cvdcrhd4,ever diagnosed with angina or coronary heart disease
cvdinfr4,ever diagnosed with heart attack
cvdstrk3,ever diagnosed with a stroke
deaf,are you deaf or do you have serious difficulty hearing?
decide,difficulty concentrating or remembering
delaymed,delayed getting medical care
diabage2,age when told diabetic
diabedu,ever taken class in managing diabetes
diabete3,(ever told) you have diabetes
diabeye,ever told diabetes has affected eyes
diffalon,difficulty doing errands alone
diffdres,difficulty dressing or bathing
diffwalk,difficulty walking or climbing stairs
dispcode,final disposition
dlyother,delayed getting medical care other response
doctdiab,times seen health professional for diabetes
dradvise,doctor advised reduced sodium/salt intake
drnk3ge5,binge drinking
drnkany5,drink any alcoholic beverages in past 30 days
drocdy3_,computed drink-occasions-per-day
drvisits,doctor visits past 12 months
ecigaret,have you ever used an e-cigarette or other electronic “vaping” product?
ecignow,"do you now use e-cigarettes, every day, some days, or not at all?"
educa,education level
employ1,employment status
emtsuprt,how often get emotional support needed
exerany2,exercise in past 30 days
exerhmm1,"minutes or hours walking, running, jogging, or swimming"
exerhmm2,"minutes or hours walking, running, jogging, or swimming"
exeroft1,"how many times walking, running, jogging, or swimming"
exeroft2,"how many times walking, running, jogging, or swimming"
exract11,type of physical activity
exract21,other type of physical activity giving most exercise during past month
