Variable,Description
puf_id,unique puf identification number
surveyyr,survey year
version,version number
acw_d_ervist,er visit in this or any of prev 2 rounds
acw_d_opvist,op visit in this or any of prev 2 rounds
acw_opdmcond,reason for opd visit: medical condition
acw_opdtests,reason for opd visit: tests
acw_opdfolup,reason for opd visit: follow-up
acw_opdchkup,reason for opd visit: checkup
acw_opdrfrl,reason for opd visit: referral
acw_opdsurgy,reason for opd visit: surgery
acw_opdpshot,reason for opd visit: preventative shot
acw_opdtshot,reason for opd visit: treatment shot
acw_opdpmed,reason for opd visit: medication
acw_opdother,reason for opd visit: other
acw_opdappt,opd visit by appt or walk-in
acw_opddrtel,did someone in opd tell to come back
acw_d_opappt,days waited for opd appointment
acw_dvneed,ever a time sp couldn’t get dental care?
acw_dvndcost,cldn’t get dental: cost
acw_madvdfrf,difficulty get referrals thru mcare adv
acw_madvnoem,mcare adv refused to pay emergency care
acw_placepar,ever go to particular place for med care
acw_placeknd,kind of place usually go for med care
acw_placemcp,dr/clinic associated with mcp
acw_usualdoc,have particular dr usually see
acw_pvspec,doctor specialty: usual source of care
acw_getushow,how usually get to dr office
acw_d_getus,time it usually takes to get dr office
acw_accompus,does someone accompany to dr office
acw_accwrite,someone accompanies to take notes
acw_accexpdr,someone accompanies explain things to dr
acw_accexpsp,someone accompanies explain instructions
acw_accaskqs,someone accompanies to ask questions
acw_acctrans,someone accompanies to translate
acw_accappts,someone accompanies to schedule appt
acw_accmoral,someone accompanies for moral support
acw_accdrive,someone accompanies for transportation
acw_acchelp,someone accompanies to assist with adls
acw_provyr,sp seen provider in last 12 months
acw_dochlth,how often provider asks about sp's life
acw_doceasy,provider explains things clearly
acw_hlthidea,provider asks to improve health
acw_sthlthgl,provider talked to sp about health goals
acw_mthlthgl,care helped reach goals
acw_usckevry,dr checks everything when examining
acw_usunwrng,dr completely understands what's wrong
acw_ordrtest,provider ordered tests
acw_tstflwup,provider followed up about tests
acw_rqstrslt,how often sp requested test results
acw_rslteasy,how often test results presented clearly
acw_hlthsrvc,sp needed home services
acw_giveinst,provider gave health care instructions
acw_anyrx,sp took prescription medcines
acw_talkrx,provider told sp how to take meds
acw_badrctn,provider talked about bad reactions
acw_carespcl,see specialist outside pcp office
acw_drinfrmd,how often pcp seem informed of spec care
acw_reminddr,how often remind pcp about spec care
acw_stpmspcl,specialist outside pcp prescribe rx
acw_talkpms,how often pcp talk abt spec prescr'd rx
acw_knowspcl,specialist knows enough of med history
acw_drrepeat,how often sp repeats info to specialist
acw_knowrslt,how often specialists know sp test rslts
acw_hosadmit,sp admitted to hospital overnight
acw_prvnomed,one provider knew all sp's medicines
acw_notavail,med records not available for dr appt
acw_emedrec,does pcp enter health info in computer
acw_nusnotsk,no usc: seldom/never sick
acw_nusmovin,no usc: recent move to area
acw_nusavail,no usc: usc no longer available
acw_nusdiffp,no usc: like different place
acw_nustoofr,no usc: places are too far away
acw_nustooex,no usc: cost too expensive
knw_knowmc,how easy is mcare to understand
knw_kcarknow,how much they know about mcare
knw_compdesk,own/use a desktop/laptop computer
knw_compphon,own/use a smartphone
knw_comptab,own/use a tablet/portable computer
knw_knetprst,ever use internet to get info
knw_knetfrnd,has someone to get info from internet
knw_knetoftn,how often access internet seeking info
knw_kvstsite,has visited website for medicare info
knw_kcominte,"past yr, used internet for health info"
knw_kcompres,"past yr, used internet to fill rx"
knw_kcomappo,"past yr, used internet to schedule appt"
knw_kcomcomm,"past yr, used internet communicate w hcp"
knw_kchihelp,who makes health insurance decisions
tmw_telmed,usual provider offers telehealth
tmw_telmedt1,provider offers telephone or video appts
tmw_telmeddu,provider offered tele appt (past yr)
tmw_telmedt3,offered appt was telephone or video
tmw_telmedus,sp had telehealth appt (past yr)
tmw_telmedt4,appt was telephone or video
pufwwgt,puf winter ever enrolled full sample wt
pufw001,puf winter ever enrolled rep wt 1
pufw002,puf winter ever enrolled rep wt 2
pufw003,puf winter ever enrolled rep wt 3
pufw004,puf winter ever enrolled rep wt 4
pufw005,puf winter ever enrolled rep wt 5
pufw006,puf winter ever enrolled rep wt 6
pufw007,puf winter ever enrolled rep wt 7
pufw008,puf winter ever enrolled rep wt 8
pufw009,puf winter ever enrolled rep wt 9
pufw010,puf winter ever enrolled rep wt 10
pufw011,puf winter ever enrolled rep wt 11
pufw012,puf winter ever enrolled rep wt 12
pufw013,puf winter ever enrolled rep wt 13
pufw014,puf winter ever enrolled rep wt 14
pufw015,puf winter ever enrolled rep wt 15
pufw016,puf winter ever enrolled rep wt 16
pufw017,puf winter ever enrolled rep wt 17
pufw018,puf winter ever enrolled rep wt 18
pufw019,puf winter ever enrolled rep wt 19
pufw020,puf winter ever enrolled rep wt 20
pufw021,puf winter ever enrolled rep wt 21
pufw022,puf winter ever enrolled rep wt 22
pufw023,puf winter ever enrolled rep wt 23
pufw024,puf winter ever enrolled rep wt 24
pufw025,puf winter ever enrolled rep wt 25
pufw026,puf winter ever enrolled rep wt 26
pufw027,puf winter ever enrolled rep wt 27
pufw028,puf winter ever enrolled rep wt 28
pufw029,puf winter ever enrolled rep wt 29
pufw030,puf winter ever enrolled rep wt 30
pufw031,puf winter ever enrolled rep wt 31
pufw032,puf winter ever enrolled rep wt 32
