Variable,Description
provider_id,the cms certification number (ccn) of the provider billing for outpatient hospital services
provider_name,the name of the provider
provider_street_address,the street address in which the provider is physically located
provider_city,the city in which the provider is physically located
provider_state,the state in which the provider is physically located
provider_zipcode,the zip code in which the provider is physically located
apc,code and description identifying the apc. apcs are a classification system where individual services (healthcare common procedure coding system [hcpcs] codes) are assigned based on similar clinical characteristics and similar costs
hospital_referral_region,the hospital referral region (hrr) in which the provider is physically located
outpatient_services,the number of services billed by the provider for outpatient hospital services
average_estimated_submitted_charges,the provider's average estimated submitted charge for services covered by medicare for the apc. these will vary from hospital to hospital because of differences in hospital charge structures
average_total_payments,the average of total payments to the provider for the apc including the medicare apc amount. also included in total payments are co-payment and deductible amounts that the patient is responsible for
