Variable,Description
rectype,file type identifier
srvy_yr,year of native hawaiian and pacific islander survey (nhpi)
hhx,household number
fmx,family number
fpx,person number (within family)
wtfa,weight - final annual
var_str,pseudo-stratum for variance estimation
var_psu,pseudo-psu for variance estimation
sex,sex
origin_i,hispanic ethnicity
origimpt,hispanic origin imputation flag
hispan_i,hispanic subgroup detail
hispimpt,type of hispanic origin imputation flag
racerpi2,omb groups w/multiple race
raceimp2,race imputation flag
mracrpi2,race coded to single/multiple race group
erimpflg,ethnicity/race imputation flag
nhpi_any,any mention of nhpi group
nowaf,armed forces status
rrp,relationship to the hh reference person
hhreflg,hh reference person flag
frrp,relationship to family ref. person
dob_y_p,year of birth
age_p,age
age_chg,indication of age correction due to data entry error
fmrpflg,family respondent flag
fmreflg,family reference person flag
mar_stat,marital status
fspous2,person # of spouse
cohab1,cohabiting person ever married
cohab2n,cohabiting person's current marital status
fcohab3,person # of partner
sib_degn,degree of sibling relationship to hh reference person
fmother1,person # of mother
mom_degn,type of relationship with mother
ffather1,person # of father
dad_degn,type of relationship with father
parentsn,parent(s) present in the family
mom_edn,education of mother
dad_edn,education of father
astatflg,sample adult flag
cstatflg,sample child flag
qcadult,quality control flag for sample adult
qcchild,quality control flag for sample child
fdrn_flg,disability questions flag
plaplylm,is - - limited in kind/amount play?
plaplyun,is - - able to play at all?
pspedeis,does - - receive special education or eis?
pspedem,receive special education/eis due to emotional/behavioral problem
plaadl,does - - need help with personal care?
labath,does - - need help with bathing/showering?
ladress,does - - need help dressing?
laeat,does - - need help eating?
labed,does - - need help in/out of bed or chairs?
latoilt,does - - need help using the toilet?
lahome,does - - need help to get around in the home?
plaiadl,does - - need help with routine needs?
plawknow,is - - unable to work now due to health problem?
plawklim,is - - limited in kind/amount of work?
plawalk,does - - have difficulty walking without equipment?
plaremem,is - - limited by difficulty remembering?
plimany,is - - limited in any (other) way?
la1ar,"any limitation - all persons, all conditions"
lahcc1,vision/problem seeing causes limitation
lahcc2,hearing problem causes limitation
lahcc3,speech problem causes limitation
lahcc4,asthma/breathing problem causes limitation
lahcc5,birth defect causes limitation
lahcc6,injury causes limitation
lahcc7a,"intellectual disability, also known as mental retardation causes limitation"
lahcc8,"other developmental problem (e.g., cerebral palsy) causes limitation"
lahcc9,"other mental, emotional, or behavioral problem causes limitation"
lahcc10,"bone, joint, or muscle problem causes limitation"
lahcc11,epilepsy or seizures cause limitation
lahcc12,learning disability causes limitation
lahcc13,attention deficit/hyperactivity disorder (add/adhd) causes limitation
lahcc90,other impairment/problem (1) causes limitation
lcchrc1,vision problem condition status
lcchrc2,hearing problem condition status
lcchrc3,speech problem condition status
lcchrc4,asthma/breathing problem condition status
lcchrc5,birth defect condition status
lcchrc6,injury condition status
lcchrc7a,"intellectual disability, also known as mental retardation condition status"
lcchrc8,other developmental problem condition status
lcchrc9,"other mental, emotional, or behavioral problem condition status"
lcchrc10,"bone, joint, or muscle problem condition status"
lcchrc11,epilepsy or seizures condition status
lcchrc12,learning disability condition status
lcchrc13,attention deficit/hyperactivity disorder (add/adhd) condition status
lcchrc90,other impairment/problem (1) condition status
lahca1,vision/problem seeing causes limitation
lahca2,hearing problem causes limitation
lahca3,arthritis/rheumatism causes limitation
lahca4,back or neck problem causes limitation
lahca5,"fracture, bone/joint injury causes limitation"
lahca6,other injury causes limitation
lahca7,heart problem causes limitation
lahca8,stroke problem causes limitation
lahca9,hypertension/high blood pressure causes limitation
lahca10,diabetes causes limitation
lahca11,"lung/breathing problem (e.g., asthma and emphysema) causes limitation"
lahca12,cancer causes limitation
lahca13,birth defect causes limitation
lahca14a,"intellectual disability, also known as mental retardation causes limitation"
lahca15,"other developmental problem (e.g., cerebral palsy) causes limitation"
lahca16,senility causes limitation
lahca17,depression/anxiety/emotional problem causes limitation
lahca18,weight problem causes limitation
lahca19_,missing or amputated limb/finger/digit causes limitation
lahca20_,musculoskeletal/connective tissue problem causes limitation
lahca21_,circulation problems (including blood clots) cause limitation
lahca22_,endocrine/nutritional/metabolic problem causes limitation
lahca23_,nervous system/sensory organ condition causes limitation
lahca24_,digestive system problem causes limitation
lahca25_,genitourinary system problem causes limitation
lahca26_,skin/subcutaneous system problem causes limitation
lahca27_,blood or blood-forming organ problem causes limitation
lahca28_,benign tumor/cyst causes limitation
lahca30_,other mental problem/add/bipolar/schizophrenia causes limitation
lahca31_,surgical after-effects/medical treatment causes limitation
lahca32_,'old age'/elderly/aging-related problem causes limitation
lahca33_,fatigue/tiredness/weakness causes limitation
lahca34_,pregnancy-related problem causes limitation
lahca90,other impairment/problem (1) causes limitation
lachrc1,vision problem condition status
lachrc2,hearing problem condition status
lachrc3,arthritis/rheumatism condition status
lachrc4,back or neck problem condition status
lachrc5,"fracture, bone/joint injury condition status"
lachrc6,other injury condition status
lachrc7,heart problem condition status
lachrc8,stroke problem condition status
lachrc9,hypertension or high blood pressure condition status
lachrc10,diabetes condition status
lachrc11,"lung or breathing problem (e.g., asthma and emphysema): condition status"
lachrc12,cancer condition status
lachrc13,birth defect condition status
lchrc14a,"intellectual disability, also known as mental retardation condition status"
lachrc15,"other developmental problem (e.g., cerebral palsy) condition status"
lachrc16,senility condition status
lachrc17,depression/anxiety/emotional problem condition status
lachrc18,weight problem condition status
lachrc19,"missing limbs (fingers, toes, or digits); amputation condition status"
lachrc20,musculoskeletal/connective tissue problem condition status
lachrc21,circulation problems (including blood clots) condition status
lachrc22,endocrine/nutritional/metabolic problem condition status
lachrc23,nervous system/sensory organ condition status
lachrc24,digestive system problems condition status
lachrc25,genitourinary system problem condition status
lachrc30,other mental problem/add/bipolar/schizophrenia condition status
lachrc31,surgical after-effects/medical treatment problems condition status
lachrc32,'old age'/elderly/aging-related problems condition status
lachrc33,fatigue/tiredness/weakness problem condition status
lachrc34,pregnancy-related condition status
lachrc90,other impairment/problem n.e.c. (1) condition status
phstat,reported health status
pdmed12m,"has medical care been delayed for - - (cost), 12m"
pnmed12m,"did - - need and not get medical care (cost), 12m"
phospyr2,"has - - been in a hospital overnight, 12m"
hospno_p,"number of times in hospital overnight, 12m"
hpnite_p,"number of nights in hospital, 12m"
phchm2w,"did - - receive home care by health professional, 2 wk"
phchn2wp,"number of home visits by health professional, 2wk"
phcph2wr,"did--get advice/test results by phone, 2wk"
phcpn2wp,"number of phone calls to health professional, 2wk"
phcdv2w,"did - - see health professional in office, etc, 2wk"
phcdn2wp,"number of times visited health professional, 2wk"
p10dvyr,"did - - receive care 10+ times, 12m"
notcov,cov stat as used in health united states
medicare,medicare coverage recode
mcpart,type of medicare coverage
mcchoice,enrolled in medicare advantage plan
mchmo,is - - signed up with an hmo
mcadvr,medicare advantage plan
mcprem,premium for medicare advantage/ medicare hmo
mcref,need a referral for special care
mcpartd,medicare part d
medicaid,medicaid coverage recode
maflg,medicaid reassignment flag
machmd,"any doc, chooses from a list, doc assigned"
mxchng,medicaid exchange
medprem,medicaid premium
mdprinc,medicaid premium based on income
mapcmd,primary care physician for routine care
maref,need a referral for special care
single,single service plan recode
sstypea,accidents
sstypeb,aids care
sstypec,cancer treatment
sstyped,catastrophic care
sstypee,dental care
sstypef,disability insurance
sstypeg,hospice care
sstypeh,hospitalization only
sstypei,long-term care
sstypej,prescriptions
sstypek,vision care
sstypel,other
private,private health insurance recode
prflg,private reassignment flag
exchange,"plan through health insurance exchange, nchs algorithm"
whonam1,plan in whose name (plan 1)
prpolh1,relationship to outside policyholder (plan 1)
prcooh1,covered persons outside family roster (plan 1)
prrloh11,"child, including stepchild (plan 1)"
prrloh21,spouse (plan 1)
prrloh31,former spouse (plan 1)
prrloh41,some other relationship (plan 1)
plnwrkr1,how plan was originally obtained (plan 1)
plnexch1,health plan obtained through the marketplace (plan 1)
exchpr1,"exchange company coding, nchs (plan 1)"
plnpay11,paid for by self or family (plan 1)
plnpay21,paid for by employer or union (plan 1)
plnpay31,paid for by someone outside the household (plan 1)
