Variable,Description
seqnumt,unique teen identifier
pdat2,adequate provider data flag
rddwt_d,final dual-frame rdd-phase weight (excludes territories)
rddwt_d_terr,final rdd-phase weight including territories
provwt_d,final dual-frame provider-phase weight (excludes territories) provwt_d_terr
provwt_d_terr,final provider-phase weight including territories
stratum,stratum variable for variance estimation
year,sampling year
asthma,has teen been told by doctor or other health professional that he/she has asthma?
ckup_11_12,did teen have an 11-12 year old well-child exam or check-up?
ckup_age,age in years at last check-up
ckup_last,was teen's last check-up more or less than (age - 12) years ago?
cpox_age,age in years when had chicken pox disease
cpox_ager,age range when had chicken pox disease
cpox_had,teen ever had chicken pox disease?
hpvi_any,hh-report: has teen ever received any human papillomavirus shots? (shotcard or recall)
hpvi_intentr,how likely is it teen will receive hpv shots in next 12 months?
hpvi_num_tot,number of hh-reported human papillomavirus shots received (total)
hpvi_reas_1,main reason teen will not receive human papillomavirus shots in the next 12 months: not recommended
hpvi_reas_10,main reason teen will not receive human papillomavirus shots in the next 12 months: costs
hpvi_reas_11,main reason teen will not receive human papillomavirus shots in the next 12 months: safety concern/side effects
hpvi_reas_12,main reason teen will not receive human papillomavirus shots in the next 12 months: effectiveness concern
hpvi_reas_13,main reason teen will not receive human papillomavirus shots in the next 12 months: child fearful
hpvi_reas_14,main reason teen will not receive human papillomavirus shots in the next 12 months: child should make decision
hpvi_reas_15,main reason teen will not receive human papillomavirus shots in the next 12 months: college shot
hpvi_reas_16,main reason teen will not receive human papillomavirus shots in the next 12 months: don't believe in immunizations
hpvi_reas_17,main reason teen will not receive human papillomavirus shots in the next 12 months: family/parental decision
hpvi_reas_18,main reason teen will not receive human papillomavirus shots in the next 12 months: handicapped/special needs/illness
hpvi_reas_19,main reason teen will not receive human papillomavirus shots in the next 12 months: religion/orthodox
hpvi_reas_2,main reason teen will not receive human papillomavirus shots in the next 12 months: not needed or not necessary
hpvi_reas_20,main reason teen will not receive human papillomavirus shots in the next 12 months: time
hpvi_reas_21,main reason teen will not receive human papillomavirus shots in the next 12 months: more info/new vaccine
hpvi_reas_22,main reason teen will not receive human papillomavirus shots in the next 12 months: already up-to-date
hpvi_reas_23,main reason teen will not receive human papillomavirus shots in the next 12 months: not available
hpvi_reas_24,main reason teen will not receive human papillomavirus shots in the next 12 months: not a school requirement
hpvi_reas_25,main reason teen will not receive human papillomavirus shots in the next 12 months: increased sexual activity concern
hpvi_reas_26,main reason teen will not receive human papillomavirus shots in the next 12 months: no ob/gyn
hpvi_reas_27,main reason teen will not receive human papillomavirus shots in the next 12 months: already sexually active
hpvi_reas_28,main reason teen will not receive human papillomavirus shots in the next 12 months: no doctor or doctor's visit not scheduled
hpvi_reas_29,main reason teen will not receive human papillomavirus shots in the next 12 months: child is male
hpvi_reas_3,main reason teen will not receive human papillomavirus shots in the next 12 months: lack of knowledge
hpvi_reas_5,main reason teen will not receive human papillomavirus shots in the next 12 months: not sexually active
hpvi_reas_6,main reason teen will not receive human papillomavirus shots in the next 12 months: not appropriate age
hpvi_reas_9,main reason teen will not receive human papillomavirus shots in the next 12 months: other reason
hpvi_recom,had or has doctor or other health care professional ever recommended that teen receive hpv shots?
imm_any,hh-report: has teen ever received any vaccinations?
men_any,hh-report: has teen ever received any meningitis shots? (shotcard or recall) men_num_tot
men_num_tot,number of hh-reported meningitis shots received (total)
men_reas_1,main reason teen did not receive meningitis shots: not recommended
men_reas_10,main reason teen did not receive meningitis shots: costs
men_reas_11,main reason teen did not receive meningitis shots: safety concern/side effects
men_reas_12,main reason teen did not receive meningitis shots: effectiveness concern
men_reas_13,main reason teen did not receive meningitis shots: child fearful
men_reas_14,main reason teen did not receive meningitis shots: child should make decision
men_reas_15,main reason teen did not receive meningitis shots: college shot
men_reas_16,main reason teen did not receive meningitis shots: don't believe in vaccinations
men_reas_17,main reason teen did not receive meningitis shots: family/parental decision
men_reas_18,main reason teen did not receive meningitis shots: handicapped/special needs/illness
men_reas_19,main reason teen did not receive meningitis shots: religion/orthodox
men_reas_2,main reason teen did not receive meningitis shots: lack of knowledge
men_reas_20,main reason teen did not receive meningitis shots: time
men_reas_21,main reason teen did not receive meningitis shots: more info/new vaccine
men_reas_22,main reason teen did not receive meningitis shots: already up-to-date
men_reas_23,main reason teen did not receive meningitis shots: no doctor or doctor's visit not scheduled
men_reas_3,main reason teen did not receive meningitis shots: not needed or not necessary
men_reas_4,main reason teen did not receive meningitis shots: not school requirement
men_reas_5,main reason teen did not receive meningitis shots: not available
men_reas_6,main reason teen did not receive meningitis shots: not appropriate age
men_reas_7,main reason teen did not receive meningitis shots: other reason
noschoolr,"during past 12 months, about how many days did teen miss school because of illness or injury? (recode)"
risk_ever,"has doctor, nurse, or other health care professional ever said that teen has had any of the following health conditions?"
risk_hh,do any other members of teen's household have any of the following health conditions?
risk_now,does teen still have any of these conditions?
tet_any,hh-report: has teen ever received any tetanus booster shots? (shotcard or recall)
tet_reas_1,main reason teen did not receive tetanus booster shots: not recommended
tet_reas_10,main reason teen did not receive tetanus booster shots: costs
tet_reas_11,main reason teen did not receive tetanus booster shots: safety concern/side effects
tet_reas_12,main reason teen did not receive tetanus booster shots: effectiveness concern
tet_reas_13,main reason teen did not receive tetanus booster shots: child fearful
tet_reas_14,main reason teen did not receive tetanus booster shots: child should make decision
tet_reas_15,main reason teen did not receive tetanus booster shots: college shot
tet_reas_16,main reason teen did not receive tetanus booster shots: don't believe in vaccinations
tet_reas_17,main reason teen did not receive tetanus booster shots: family/parental decision
tet_reas_18,main reason teen did not receive tetanus booster shots: handicapped/special needs/illness
tet_reas_19,main reason teen did not receive tetanus booster shots: religion/orthodox
tet_reas_2,main reason teen did not receive tetanus booster shots: lack of knowledge
tet_reas_20,main reason teen did not receive tetanus booster shots: time
tet_reas_21,main reason teen did not receive tetanus booster shots: more info/new vaccine
tet_reas_22,main reason teen did not receive tetanus booster shots: already up-to-date
tet_reas_23,main reason teen did not receive tetanus booster shots: not available
tet_reas_24,main reason teen did not receive tetanus booster shots: not a school requirement
tet_reas_3,main reason teen did not receive tetanus booster shots: not needed or not necessary
tet_reas_4,main reason teen did not receive tetanus booster shots: no doctor or doctor's visit not scheduled
tet_reas_5,main reason teen did not receive tetanus booster shots: not appropriate age
tet_reas_7,main reason teen did not receive tetanus booster shots: other reason
visits,in past 12 months number of times teen has seen a doctor or other health care professional
age,age in years of selected teen
agegrp_m_i,mother's age categories (recode)
c1r,number of people in household (recode)
c5r,relationship of respondent to teen (recode)
cen_reg,census region based on true state of residence
childnm,number of children under 18 years of age in hh (recode)
educ1,education level of mother with 4 categories (recode)
educ_tr,teen's current grade in school (recode)
incporar,income to poverty ratio (recode)
incpov1,poverty status
incq298a,family income categories (recode)
i_hisp_k,is teen hispanic or latino?
language,language in which interview was conducted
marital2,marital status of mother (recode)
mobil_i,geographic mobility status: state of residence at birth versus current state
num_phone,number of residential telephone numbers in household (excluding cell phones)
num_cells_hh,number of working cell phones household members have available for personal use num_cells_parents
num_cells_parents,number of working cell phones usually used by parents or guardians
raceethk,race/ethnicity of teen with multirace category (recode)
race_k,race of teen with multirace category (recode)
