Variable,Description
year,year
stateabbr,state abbreviation
statedesc,state name
locationname,county name
datasource,data source
category,topic
measure,measure full name
data_value_unit,"the data value unit, such as ""%"" for percentage"
data_value_type,"the data type, such as age-adjusted prevalence or crude prevalence"
data_value,"data value, such as 14.7"
data_value_footnote_symbol,footnote symbol
data_value_footnote,footnote text
low_confidence_limit,low confidence limit
high_confidence_limit,high confidence limit
totalpopulation,total population of census 2021 estimates
locationid,county fips
categoryid,identifier for topic/category
measureid,measure identifier
datavaluetypeid,identifier for the data value type
short_question_text,measure short name
geolocation,geolocation
