Variable,Description
referring_npi,npi for the referring provider on the dmepos claim.
referring_provider_last_name_organization_name,"when the referring provider is registered in nppes as an individual (entity type code=’i’), this is the referring provider’s last name. when the referring provider is registered as an organization (entity type code = ‘o’), this is the organization name."
referring_provider_first_name,"when the referring provider is registered in nppes as an individual (entity type code=’i’), this is the referring provider’s first name. when the referring provider is registered as an organization (entity type code = ‘o’), this will be blank."
referring_provider_middle_initial,"when the referring provider is registered in nppes as an individual (entity type code=’i’), this is the referring provider’s middle initial. when the referring provider is registered as an organization (entity type code = ‘o’), this will be blank."
referring_provider_credentials,"when the referring provider is registered in nppes as an individual (entity type code=’i’), these are the referring provider’s credentials. when the referring provider is registered as an organization (entity type code = ‘o’), this will be blank."
referring_provider_gender,"when the referring provider is registered in nppes as an individual (entity type code=’i’), this is the referring provider’s gender. when the referring provider is registered as an organization (entity type code = ‘o’), this will be blank."
referring_provider_entity_code,type of entity reported in nppes. an entity code of ‘i’ identifies referring providers registered as individuals and an entity type code of ‘o’ identifies referring providers registered as organizations.
referring_provider_street_1,"the first line of the referring provider’s street address, as reported in nppes."
referring_provider_street_2,"the second line of the referring provider’s street address, as reported in nppes."
referring_provider_city,"the city where the referring provider is located, as reported in nppes."
referring_provider_state,"the state where the referring provider is located, as reported in nppes. the fifty u.s. states and the district of columbia are reported by the state postal abbreviation. the following values are used for other areas: 'xx' = 'unknown' 'aa' = 'armed forces central/south america' 'ae' = 'armed forces europe' 'ap' = 'armed forces pacific' 'as' = 'american samoa' 'gu' = 'guam' 'mp' = 'north mariana islands' 'pr' = 'puerto rico' 'vi' = 'virgin islands' 'zz' = 'foreign country'"
referring_provider_zip,"the referring provider’s zip code, as reported in nppes."
referring_provider_country,"the country where the referring provider is located, as reported in nppes. the country code will be ‘us’ for any state or u.s. possession. for foreign countries (i.e., state values of ‘zz’), the provider country values include the following: ‘ae’ = ‘united arab emirates’; ‘il’= israel’; ‘ar’= ‘argentina’; ‘in’= india’; ‘au’= ‘australia’; ‘is’= iceland; ‘br’= ‘brazil’; ‘it’= italy’; ‘ca’= ‘canada’; ‘jp’= japan’; ‘ch’= switzerland’; ‘kr’= ‘korea’; ‘cn’= china’; ‘nl’= ‘netherlands’; ‘co’= colombia’; ‘pk’= ‘pakistan’; ‘de’= ‘germany’; ‘sa’= ‘saudi arabia’; ‘es’= ‘spain’; ‘sy’= ‘syria’; ‘fr’= france’; ‘tr’= ‘turkey’; ‘gb’= great britain’; ‘ve’= ‘venezuela’; ‘hu’= hungary’"
referring_provider_type,"derived from the medicare provider/supplier specialty code reported on all of the npi's part b non-institutional claims (dmepos & non-dmepos). for referring providers that have more than one medicare specialty code reported on their claims, the medicare specialty code associated with the largest number of services was used. where a prescriber's npi did not have associated part b claims, the taxonomy code associated with the npi in nppes was mapped to a medicare specialty code using an external crosswalk published here: http://www.cms.gov/medicare/provider-enrollment-and-certification/medicareprovidersupenroll/taxonomy.html. for any taxonomy codes that could not be mapped to a medicare specialty code, the taxonomy classification description was used."
referring_provider_type_flag,"a flag variable that indicates the source of the referring provider type: ""s"" = medicare specialty code description ""t"" = taxonomy code classification description"
number_of_suppliers,number of suppliers rendering products/services billed through dmepos macs.
number_of_supplier_hcpcs,total number of unique dmepos product/service hcpcs codes billed by suppliers and ordered by the referring provider.
number_of_supplier_beneficiaries,total number of unique beneficiaries associated with dmepos claims submitted by suppliers and ordered by the referring provider. beneficiary counts fewer than 11 have been suppressed to protect the privacy of medicare beneficiaries.
number_of_supplier_claims,"total number of dmepos claims submitted by suppliers, reflecting products/services ordered by the referring provider."
number_of_supplier_services,total dmepos products/services rendered by suppliers and ordered by the referring provider.
supplier_submitted_charges,the total charges that suppliers submitted for all dmepos products/services ordered by the referring provider.
supplier_medicare_allowed_amount,"the medicare allowed amount for all dmepos products/services ordered by the referring provider. this figure is the sum of the amount medicare pays, the deductible and coinsurance amounts that the beneficiary is responsible for paying, and any amounts that a third party is responsible for paying."
supplier_medicare_payment_amount,amount that medicare paid after deductible and coinsurance amounts have been deducted for all supplier's dmepos line item products/services ordered by the referring provider.
durable_medical_equipment_suppression_indicator,"a 1-byte value which defines the suppression, if needed, of the utilization, charge and payment information associated with durable medical equipment hcpcs codes. a value of '*' means the suppressed information is based on a dme-specific claim count of 1 through 10. a value of '#' means the dme-specific information has been counter-suppressed. counter-suppression is needed when the display of dme-specific data could be used to recalculate suppressed values in non-dme-specific columns."
number_of_durable_medical_equipment_suppliers,number of suppliers rendering durable medical equipment products/services.
number_of_durable_medical_equipment_hcpcs,total number of unique beneficiaries associated with durable medical equipment claims submitted by suppliers and ordered by the referring provider. beneficiary counts fewer than 11 have been suppressed to protect the privacy of medicare beneficiaries.
number_of_durable_medical_equipment_beneficiaries,total number of unique durable medical equipment hcpcs codes billed by suppliers and ordered by the referring provider.
number_of_durable_medical_equipment_claims,"total number of durable medical equipment claims submitted by suppliers, reflecting services ordered by the referring provider."
number_of_durable_medical_equipment_services,total durable medical equipment products/services rendered by suppliers and ordered by the referring provider.
durable_medical_equipment_submitted_charges,the total charges that suppliers submitted for all durable medical equipment products/services ordered by the referring provider.
durable_medical_equipment_medicare_allowed_amount,"the medicare allowed amount for all durable medical equipment products/services ordered by the referring provider. this figure is the sum of the amount medicare pays, the deductible and coinsurance amounts that the beneficiary is responsible for paying, and any amounts that a third party is responsible for paying."
durable_medical_equipment_medicare_payment_amount,amount that medicare paid after deductible and coinsurance amounts have been deducted for all supplier's durable medical equipment line item products/services ordered by the referring provider.
prosthetic_and_orthotic_suppression_indicator,"a 1-byte value which defines the suppression, if needed, of the utilization, charge and payment information associated with prosthetic and orthotic hcpcs codes. a value of '*' means the suppressed information is based on a prosthetic and orthotic-specific claim count of 1 through 10. a value of '#' means the prosthetic and orthotic-specific information has been counter-suppressed. counter-suppression is needed when the display of prosthetic and orthotic-specific data could be used to recalculate suppressed values in non-prosthetic and orthotic-specific columns."
number_of_prosthetic_and_orthotic_suppliers,number of suppliers rendering prosthetic and orthotic products/services.
number_of_prosthetic_and_orthotic_hcpcs,total number of unique prosthetic and orthotic hcpcs codes billed by suppliers and ordered by the referring provider.
number_of_prosthetic_and_orthotic_beneficiaries,total number of unique beneficiaries associated with prosthetic and orthotic claims submitted by suppliers and ordered by the referring provider. beneficiary counts fewer than 11 have been suppressed to protect the privacy of medicare beneficiaries.
number_of_prosthetic_and_orthotic_claims,"total number of prosthetic and orthotic claims submitted by suppliers, reflecting products/services ordered by the referring provider."
number_of_prosthetic_and_orthotic_services,total prosthetic and orthotic products/services rendered by suppliers and ordered by the referring provider.
prosthetic_and_orthotic_submitted_charges,the total charges that suppliers submitted for all prosthetic and orthotic products/services ordered by the referring provider.
prosthetic_and_orthotic_medicare_allowed_amount,"the medicare allowed amount for all prosthetic and orthotic products/services ordered by the referring provider. this figure is the sum of the amount medicare pays, the deductible and coinsurance amounts that the beneficiary is responsible for paying, and any amounts that a third party is responsible for paying."
prosthetic_and_orthotic_medicare_payment_amount,amount that medicare paid after deductible and coinsurance amounts have been deducted for all supplier's prosthetic and orthotic line item products/services ordered by the referring provider.
drug_and_nutritional_suppression_indicator,"a 1-byte value which defines the suppression, if needed, of the utilization, charge and payment information associated with drug and nutritional hcpcs codes. a value of '*' means the suppressed information is based on a drug and nutritional-specific claim count of 1 through 10. a value of '#' means the drug and nutritional-specific information has been counter-suppressed. counter-suppression is needed when the display of drug and nutritional-specific data could be used to recalculate suppressed values in non-drug and nutritional-specific columns."
number_of_drug_and_nutritional_products_suppliers,number of suppliers rendering drug and nutritional products/services.
number_of_drug_and_nutritional_products_hcpcs,total number of unique drug and nutritional product hcpcs codes billed by suppliers and ordered by the referring provider.
number_of_drug_and_nutritional_products_beneficiaries,total number of unique beneficiaries associated with drug and nutritional product claims submitted by suppliers and ordered by the referring provider. beneficiary counts fewer than 11 have been suppressed to protect the privacy of medicare beneficiaries.
number_of_drug_and_nutritional_products_claims,"total number of drug and nutritional product claims submitted by suppliers, reflecting services ordered by the referring provider."
number_of_drug_and_nutritional_products_services,total drug and nutritional products/services rendered by suppliers and ordered by the referring provider.
drug_and_nutritional_products_submitted_charges,the total charges that suppliers submitted for drug and nutritional products/services ordered by the referring provider.
drug_and_nutritional_products_medicare_allowed_amount,"the medicare allowed amount for drug and nutritional products/services ordered by the referring provider. this figure is the sum of the amount medicare pays, the deductible and coinsurance amounts that the beneficiary is responsible for paying, and any amounts that a third party is responsible for paying."
drug_and_nutritional_products_medicare_payment_amount,amount that medicare paid suppliers after deductible and coinsurance amounts have been deducted for drug and nutritional line item products/services ordered by the referring provider.
