Variable,Description
caseid,case identification number
state,state postal code
state,state postal code
detox,facility offers detoxification (q.1)
treatmt,facility offers substance abuse treatment (q.1)
ownershp,organization that operates the facility (q.7)
fedown,federal government agency that operates the facility (q.7a)
hospital,facility is a hospital or located in or operated by a hospital (q.23)
locs,type of hospital (q.23a)
assessment,number of assessment and pre-treatment services offered (q.11)
testing,number of testing services offered by this facility (q.11)
transition,number of transitional services offered by this facility (q.11)
ancillary,number of ancillary services offered (q.11)
other_srvc,number of other services offered by this facility (q.11)
srvc75,facility offers residential beds for clients' children (q.11)
srvc71,facility offers naltrexone (oral) pharmacotherapy services (q.11)
srvc108,"facility offers naltrexone (extended-release, injectable) pharmacotherapy"
srvc85,facility offers methadone pharmacotherapy services (q.11)
srvc87,facility offers buprenorphine with naloxone pharmacotherapy services (q.11)
srvc86,facility offers buprenorphine without naloxone pharmacotherapy services
srvc129,facility offers buprenorphine sub-dermal implant pharmacotherapy services
srvc70,facility offers disulfram (antabuse®) pharmacotherapy services (q.11)
srvc88,facility offers acamprosate (campral®) pharmacotherapy services (q.11)
srvc94,facility offers nicotine replacement pharmacotherapy services (q.11)
srvc106,facility offers non-nicotine smoking/tobacco cessation medications (q.11)
srvc95,facility offers medications for psychiatric disorders (q.11)
srvc130,"facility offers buprenorphine (extended-release, injectable) pharmacotherapy"
otp,facility operates an opioid treatment program (q.12)
onlyoud,facility serves only opioid use disorder clients (q.12a)
opioidmaint,facility provides maintenance services with methadone or
opioidwdraw,facility provides maintenance services with medically supervised
opioiddetox,facility provides detoxification from opioids of abuse with methadone
opioidnal,facility provides relapse prevention with naltrexone for treating opioid use
compsat,frequency of use of computerized substance abuse treatment/telemedicine
dui_dwi,facility offers a specially designed program for dui/dwi or other drunk driver
onlydui,facility serves only dui/dwi clients (q.15a)
signlang,facility provides substance abuse treatment services in sign language
lang,facility provides substance abuse treatment in a language other than english
lang16,staff counselors provide substance abuse treatment in spanish (q.17b)
lang1,staff counselors provide substance abuse treatment in hopi (q.17b)
lang2,staff counselors provide substance abuse treatment in lakota (q.17b)
lang3,staff counselors provide substance abuse treatment in navajo (q.17b)
lang21,staff counselors provide substance abuse treatment in ojibwa (q.17b)
lang4,staff counselors provide substance abuse treatment in yupik (q.17b)
lang5,staff counselors provide substance abuse treatment in other american indian
lang6,staff counselors provide substance abuse treatment in arabic (q.17b)
lang7,staff counselors provide substance abuse treatment in any chinese language
lang8,staff counselors provide substance abuse treatment in creole (q.17b)
lang24,staff counselors provide substance abuse treatment in farsi (q.17b)
lang9,staff counselors provide substance abuse treatment in french (q.17b)
lang10,staff counselors provide substance abuse treatment in german (q.17b)
lang22,staff counselors provide substance abuse treatment in greek (q.17b)
lang25,staff counselors provide substance abuse treatment in hebrew (q.17b)
lang26,staff counselors provide substance abuse treatment in hindi (q.17b)
lang11,staff counselors provide substance abuse treatment in hmong (q.17b)
lang19,staff counselors provide substance abuse treatment in italian (q.17b)
lang23,staff counselors provide substance abuse treatment in japanese (q.17b)
lang12,staff counselors provide substance abuse treatment in korean (q.17b)
lang13,staff counselors provide substance abuse treatment in polish (q.17b)
lang14,staff counselors provide substance abuse treatment in portuguese (q.17b)
lang15,staff counselors provide substance abuse treatment in russian (q.17b)
lang20,staff counselors provide substance abuse treatment in tagalog (q.17b)
lang17,staff counselors provide substance abuse treatment in vietnamese (q.17b)
lang18,staff counselors provide substance abuse treatment in any other language
srvc30,facility has a tailored program for adolescents (q.18a)
srvc34,facility has a tailored program for adult women (q.18a)
srvc33,facility has a tailored program for pregnant/postpartum women (q.18a)
srvc64,facility has a tailored program for adult men (q.18a)
srvc63,facility has a tailored program for seniors or older adults (q.18a)
srvc62,"facility has a tailored program for lesbian, gay, bisexual, transgender (lgbt)"
srvc113,facility has a tailored program for veterans (q.18a)
srvc114,facility has a tailored program for active duty military (q.18a)
srvc115,facility has a tailored program for members of military families (q.18a)
srvc61,facility has a tailored program for criminal justice clients (other than dui/dwi)
srvc31,facility has a tailored program for clients with co-occurring mental and
