Variable,Description
age65andoldernum2020,"population 65 years or older, 2020"
age65andolderpct2020,"percent of population 65 or older, 2020"
asiannonhispanicnum2020,"population size non-hispanic asian, 2020"
asiannonhispanicpct2020,"percent non-hispanic asian, 2020"
avghhsize,"average household size, 2017-21"
blacknonhispanicnum2020,"population size non-hispanic african american, 2020"
blacknonhispanicpct2020,"percent non-hispanic african american, 2020"
ed1lessthanhsnum,"no high school, adults 25 and over, 2017-21"
ed1lessthanhspct,"percent of persons with no high school diploma or ged, adults 25 and over, 2017-21"
ed2hsdiplomaonlynum,"high school only, adults 25 and over, 2017-21"
ed2hsdiplomaonlypct,"percent of persons with a high school diploma or ged only, adults 25 and over, 2017-21"
ed3somecollegenum,"some college experience, adults 25 and over, 2017-21"
ed3somecollegepct,"percent of persons with some college experience, adults 25 and over, 2017-21"
ed4assocdegreenum,"number of persons with an associate's degree, adults 25 and over, 2017-21"
ed4assocdegreepct,"percent of persons with an associate's degree, adults 25 and over, 2017-21"
ed5collegeplusnum,"college degree 4-years or more, adults 25 and over, 2017-21"
ed5collegepluspct,"percent of persons with a 4-year college degree or more, adults 25 and over, 2017-21"
estimatesbase2020,county population estimate base 4/1/2020
femalehhnum,"number of female headed family households, 2017-21"
femalehhpct,"percent of female headed family households of total households, 2017-21"
foreignbornafricanum,"number of persons born in africa, 2017-21"
foreignbornafricapct,"percent of persons born in africa, 2017-21"
foreignbornasianum,"number of persons born in asia, 2017-21"
foreignbornasiapct,"percent of persons born in asia, 2017-21"
foreignborncaribnum,"number of persons born in the caribbean, 2017-21"
foreignborncaribpct,"percent of persons born in the caribbean, 2017-21"
foreignborncentralsouthamnum,"number of persons born in central or south america, 2017-21"
foreignborncentralsouthampct,"percent of persons born in central or south america, 2017-21"
foreignborneuropenum,"number of persons born in europe, 2017-21"
foreignborneuropepct,"percent of persons born in europe, 2017-21"
foreignbornmexnum,"number of persons born in mexico, 2017-21"
foreignbornmexpct,"percent of persons born in mexico, 2017-21"
foreignbornnum,"number of people foreign born, 2017-21"
foreignbornpct,"percent of total population foreign born, 2017-21"
hh65plusalonenum,"number of persons 65 years or older living alone, 2017-21"
hh65plusalonepct,"percent of persons 65 or older living alone, 2017-21"
hispanicnum2020,"population size hispanic, 2020"
hispanicpct2020,"percent hispanic, 2020"
hispanicpopchangerate1020,"population change rate hispanic, 2010-20"
landareasqmiles2020,"land area in square miles, 2020"
multipleracenum2020,"population size multiple race, 2020"
multipleracepct2020,"percent multiple race, 2020"
multipleracepopchangerate1020,"population change rate multiple race, 2010-20"
nativeamericannonhispanicnum2020,"population size non-hispanic native american, 2020"
nativeamericannonhispanicpct2020,"percent non-hispanic native american, 2020"
natural_change_rate_2020_2021,"natural population change rate, 2020-21"
naturalchange1019,"natural population change, 2010-19"
naturalchangerate1019,"natural population change rate, 2010-19"
naturalchg2020_2021,"natural population change, 2020-21"
net_intermigration_2020_2021,"net international migration, 2020-21"
net_intermigrationrate_2020_2021,"net international migration rate, 2020-21"
net_international_migration_2010_2019,"net international migration, 2010-19"
net_international_migration_rate_2010_2019,"net international migration rate, 2010-19"
net_migration_2020_2021,"net migration, 2020-21"
net_migration_rate_2020_2021,"net migration rate, 2020-21"
netmigration1019,"net migration, 2010-19"
netmigrationrate1019,"net migration rate, 2010-19"
nonenglishhhnum,"number of non-english speaking households, 2017-21"
nonenglishhhpct,"percent of non-english speaking households of total households, 2017-21"
nonhispasianpopchangerate1020,"population change rate non-hispanic asian, 2010-20"
nonhispblackpopchangerate1020,"population change rate non-hispanic african american, 2010-20"
nonhispnatamerpopchangerate1020,"population change rate non-hispanic native american, 2010-20"
nonhispwhitepopchangerate1020,"population change rate non-hispanic white, 2010-20"
ownhomenum,"number of owner occupied housing units, 2017-21"
ownhomepct,"percent of owner occupied housing units, 2017-21"
pop_change_rate_2020_2021,"population change rate, 2020-21"
popchangerate1019,"population change rate, 2010-19"
popchangerate1020,"population change rate, 2010-20"
popdensity2020,"population density, 2020"
popestimate2020,population size 7/1/2020
popestimate2021,population size 7/1/2021
totalhh,"total number of households, 2017-21"
totalocchu,"total number of occupied housing units, 2017-21"
totalpop2020,population size 4/1/2020 census
totalpop25plus,"total population 25 and older, 2017-21 - 5-year average"
totalpopacs,"total population, 2017-21 - 5-year average"
totalpopest2010,population size 7/1/2010
totalpopest2011,population size 7/1/2011
totalpopest2012,population size 7/1/2012
totalpopest2013,population size 7/1/2013
totalpopest2014,population size 7/1/2014
totalpopest2015,population size 7/1/2015
totalpopest2016,population size 7/1/2016
totalpopest2017,population size 7/1/2017
totalpopest2018,population size 7/1/2018
totalpopest2019,population size 7/1/2019
totalpopestbase2010,county population estimate base 4/1/2010
under18num2020,"population under age 18, 2020"
under18pct2020,"percent of population under age 18, 2020"
whitenonhispanicnum2020,"population size non-hispanic white, 2020"
whitenonhispanicpct2020,"percent non-hispanic white, 2020"
pctempchange0710,"percent employment change, 2007-10"
pctempchange0721,"percent employment change, 2007-21"
pctempchange1021,"percent employment change, 2010-21"
pctempchange1920,"percent employment change, 2019-20"
pctempchange2021,"percent employment change, 2020-21"
pctempagriculture,"percent of the civilian labor force 16 and over employed in agriculture, forestry, fishing, and hunting, 2017-21"
pctempconstruction,"percent of the civilian labor force 16 and over employed in construction, 2017-21"
pctempfire,"percent of the civilian labor force 16 and over employed in finance and insurance, and real estate and rental and leasing, 2017-21"
pctempinformation,"percent of the civilian labor force 16 and over employed in information services, 2017-21"
pctempmanufacturing,"percent of the civilian labor force 16 and over employed in manufacturing, 2017-21"
pctempmining,"percent of the civilian labor force 16 and over employed in mining, quarrying, oil and gas extraction, 2017-21"
pctempgovt,"percent of the civilian labor force 16 and over employed in public administration, 2017-21"
pctempservices,"percent of the civilian labor force 16 and over employed in services, 2017-21"
pctemptrans,"percent of the civilian labor force 16 and over employed in transportation, warehousing and utilities, 2017-21"
pctemptrade,"percent of the civilian labor force 16 and over employed in wholesale and retail trade, 2017-21"
unemprate2007,"unemployment rate, 2007"
unemprate2010,"unemployment rate, 2010"
unemprate2015,"unemployment rate, 2015"
unemprate2016,"unemployment rate, 2016"
unemprate2017,"unemployment rate, 2017"
unemprate2018,"unemployment rate, 2018"
unemprate2019,"unemployment rate, 2019"
unemprate2020,"unemployment rate, 2020"
unemprate2021,"unemployment rate, 2021"
numcivemployed,"civilian employed population 16 years and over, 2017-21"
numcivlaborforce2007,"civilian labor force, 2007"
numcivlaborforce2008,"civilian labor force, 2008"
numcivlaborforce2009,"civilian labor force, 2009"
numcivlaborforce2010,"civilian labor force, 2010"
