Variable,Description
rectype,record type
srvy_yr,year of the national health interview survey
hhx,randomly assigned household number unique to a household
wtfa_a,weight - final annual
urbrrl,2013 nchs urban-rural classification scheme for counties
region,household region
pstrat,pseudo-stratum for public-use file variance estimation
ppsu,pseudo-psu for public-use file variance estimation
hhrespsa_flg,sample adult is the household respondent or the proxy who lives in the
intv_qrt,interview quarter
intv_mon,interview month
hhstat_a,indicates person is the sample adult
astatnew,recoded astat
avail_a,sample adult available
proxy_a,proxy available
proxyrel_a,proxy's relationship to sample adult
sex_a,sex of sample adult
agep_a,age of sa (top coded)
age65,age 65 or older
hisp_a,recode: hispanic ethnicity of sa
hispallp_a,single and multiple race groups with hispanic origin
raceallp_a,single and multiple race groups
hisdetp_a,hispanic origin detail
afnow,full-time active duty screener
educp_a,educational level of sample adult
pcnt18uptc,top-coded count of persons 18 or older in the household
pcntlt18tc,top-coded count of persons under 18 in the household
pcntadlt_a,"number of adults in sample adult family, top-coded 3+"
pcntkids_a,"number of children in sample adult family, top-coded 3+"
over65flg_a,indicator for at least 1 person aged 65+ in sa family
mltfamflg_a,indicator for multifamily households
maxeducp_a,highest level of education of all the adults in the sa's family
phstat_a,general health status
lsatis4_a,life satisfaction/dissatisfaction
hypev_a,ever been told you had hypertension
hypdif_a,told had hypertension on two or more visits
hyp12m_a,"hypertension, past 12 months"
hypmed_a,now taking high blood pressure medication
chlev_a,ever told you had high cholesterol
chl12m_a,"high cholesterol, past 12 months"
chlmed_a,now taking cholesterol medication
chdev_a,ever been told you had coronary heart disease
angev_a,ever been told you had angina
miev_a,ever been told you had a heart attack
strev_a,ever been told you had a stroke
aspmedev_a,told to take low-dose aspirin
aspmednown_a,now following aspirin advice
aspmedstp_a,advise to stop taking aspirin
asponown_a,taking low dose-aspirin on own
asev_a,ever had asthma
astill_a,still have asthma
asat12m_a,asthma episode
aser12m_a,asthma er visit
canev_a,ever been told you had cancer
bladdcan_a,bladder cancer mentioned
bladdagetc_a,age when first told had bladder cancer
bloodcan_a,blood cancer mentioned
bloodagetc_a,age when first told had blood cancer
bonecan_a,bone cancer mentioned
boneagetc_a,age when first told had bone cancer
braincan_a,brain cancer mentioned
brainagetc_a,age when first told had brain cancer
breascan_a,breast cancer mentioned
breasagetc_a,age when first told had breast cancer
cervican_a,cervical cancer mentioned
cerviagetc_a,age when first told had cervical cancer
coloncan_a,colon cancer mentioned
colonagetc_a,age when first told had colon cancer
esophcan_a,esophageal cancer mentioned
esophagetc_a,age when first told had esophageal cancer
gallbcan_a,gallbladder cancer mentioned
gallbagetc_a,age when first told had gallbladder cancer
laryncan_a,larynx-trachea cancer mentioned
larynagetc_a,age when first told had larynx-trachea cancer
leukecan_a,leukemia mentioned
leukeagetc_a,age when first told had leukemia
livercan_a,liver cancer mentioned
liveragetc_a,age when first told had liver cancer
lungcan_a,lung cancer mentioned
lungagetc_a,age when first told had lung cancer
lymphcan_a,lymphoma cancer mentioned
lymphagetc_a,age when first told had lymphoma
melancan_a,melanoma cancer mentioned
melanagetc_a,age when first told had melanoma cancer
mouthcan_a,"mouth, tongue or lip cancer mentioned"
mouthagetc_a,"age when first told had mouth, tongue or lip cancer"
ovarycan_a,ovarian cancer mentioned
ovaryagetc_a,age when first told had ovarian cancer
pancrcan_a,pancreatic cancer mentioned
pancragetc_a,age when first told had pancreatic cancer
prostcan_a,prostate cancer mentioned
prostagetc_a,age when first told had prostate cancer
rectucan_a,rectal cancer mentioned
rectuagetc_a,age when first told had rectal cancer
sknmcan_a,skin melanoma cancer mentioned
sknmagetc_a,age when first told had skin melanoma cancer
sknnmcan_a,skin non-melanoma cancer mentioned
sknnmagetc_a,age when first told skin non-melanoma cancer
skndkcan_a,skin cancer (don't know what kind) mentioned
skndkagetc_a,age when first told had skin cancer (don't know what kind)
stomacan_a,stomach cancer mentioned
stomaagetc_a,age when first told had stomach cancer
throacan_a,throat - pharynx cancer mentioned
throaagetc_a,age when first told had throat-pharynx cancer
thyrocan_a,thyroid cancer mentioned
thyroagetc_a,age when first told had thyroid cancer
uterucan_a,uterine cancer mentioned
uteruagetc_a,age when first told had uterine cancer
hdnckcan_a,head and neck cancers mentioned
hdnckagetc_a,age when first told had head or neck cancer
colrccan_a,colorectal cancer mentioned
colrcagetc_a,age when first told had colon or rectal cancer
othercanp_a,other cancer mentioned
otheragetc_a,age when first told had other cancer
numcan_a,number of reported types of cancers
predib_a,ever had prediabetes
gesdib_a,gestational diabetes
dibev_a,ever had diabetes
dibagetc_a,age first diagnosed w/diabetes
difyrstc1_a,years since first diagnosed w/diabetes
dibpill_a,taking diabetic pills
dibins_a,taking insulin
dibinstime_a,time from diabetes to insulin
dibinsstop_a,ever stop using insulin
dibinsstyr_a,only stop insulin in first year
dibtype_a,diabetes type
copdev_a,"ever been told you had copd, emphysema, or chronic bronchitis?"
arthev_a,ever had arthritis
demenev_a,ever had dementia
anxev_a,ever had anxiety disorder
depev_a,ever had depression
hepev_a,ever had hepatitis
crohnsev_a,ever had crohn's disease
ulccolev_a,ever had ulcerative colitis
psorev_a,ever had psoriasis
cfsev_a,ever had chronic fatigue syndrome
cfsnow_a,still have chronic fatigue syndrome
medrxtrt_a,weakened immune system due to prescriptions
hlthcond_a,weakened immune system due to health condition
epiev_a,ever had epilepsy
epimed_a,take medication for epilepsy
epinumsezp_a,how many seizures past 12 months
epidr_a,see a doctor for epilepsy
vimdrev_a,ever had diabetic retinopathy
vimlsdr_a,lost vision due to diabetic retinopathy
vimglev_a,ever had glaucoma
vimlsgl_a,lost vision due to glaucoma
vimmdev_a,ever had macular degeneration
vimlsmd_a,lost vision due to macular degeneration
vimcsurg_a,ever had cataract surgery
vimcaev_a,ever had cataracts
vimlsca_a,lost vision due to cataracts
pregnow_a,pregnant now
heighttc_a,"height without shoes (inches), public use"
weightlbtc_a,"weight without shoes (pounds), public use"
bmicat_a,"categorical body mass index, public use"
wearglss_a,wear glasses/contact lenses
visiondf_a,difficulty seeing
hearaid_a,use hearing aid
hearaidfr_a,how often use hearing aid
hearingdf_a,difficulty hearing
