Variable,Description
actin11_,estimated activity intensity for first activity
actin21_,estimated activity intensity for second activity
addepev2,ever told you had a depressive disorder
alcday5,days in past 30 had alcoholic beverage
arthdis2,does arthritis affect whether you work
arthedu,ever taken class in managing arthritis or joint symptoms
arthexer,dr. suggest use of physical activity or exercise for arthritis or joint symptoms
arthsocl,social activities limited because of joint symptoms
arthwgt,dr. suggest lose weight for arthritis or joint symptoms
arttoday,what can you do because of arthritis or joint symptoms
asactlim,activities limited due to asthma during past 12 months
asattack,asthma during past 12 months
asdrvist,urgent asthma treatment during past 12 months
aservist,emergency asthma care during past 12 months
asinhalr,times used asthma inhaler during an attack in past 30 days
asnoslep,sleep difficulty due to asthma during past 30 days
aspunsaf,health makes taking aspirin unsafe
asrchkup,routine asthma care during past 12 months
asthma3,ever told had asthma
asthmage,age at asthma diagnosis
asthmed3,days used prescribed preventative asthma med in past 30 days
asthnow,still have asthma
asymptom,asthma symptoms during past 30 days
avedrnk2,avg alcoholic drinks per day in past 30
beanday_,computed bean intake in times per day
bldstool,ever had blood stool test using home kit
bldsugar,how often check blood for glucose
blind,blind or difficulty seeing
bloodcho,ever had blood cholesterol checked
bphigh4,ever told blood pressure high
bpmeds,currently taking blood pressure medication
cadult,are you 18 years of age or older?
carercvd,satisfied with care received
casthdx2,hlth pro ever said child has asthma
casthno2,child still have asthma?
cclghous,do you live in college housing?
cellfon2,is this a cellular telephone?
cellfon3,cellular telephone
chccopd1,"(ever told) you have (copd) chronic obstructive pulmonary disease, emphysema or chronic bronchitis?"
chckidny,(ever told) you have kidney disease?
chcocncr,(ever told) you had any other types of cancer?
chcscncr,(ever told) you had skin cancer?
checkup1,length of time since last routine checkup
children,number of children in household
chkhemo3,times checked for glycosylated hemoglobin
cholchk,how long since cholesterol checked
colghous,do you live in college housing?
cpdemo1,do you have a cell phone for personal use?
cpdemo4,what percent of all calls are received on your cell phone?
cstate,are you a resident of [state]?
ctelenum,correct telephone number?
ctelnum1,correct phone number?
cvdasprn,take aspirin daily or every other day
cvdcrhd4,ever diagnosed with angina or coronary heart disease
cvdinfr4,ever diagnosed with heart attack
cvdstrk3,ever diagnosed with a stroke
decide,difficulty concentrating or remembering
delaymed,delayed getting medical care
diabage2,age when told diabetic
diabedu,ever taken class in managing diabetes
diabete3,(ever told) you have diabetes
diabeye,ever told diabetes has affected eyes
diffalon,difficulty doing errands alone
diffdres,difficulty dressing or bathing
diffwalk,difficulty walking or climbing stairs
dispcode,final disposition
dlyother,delayed getting medical care other response
doctdiab,times seen health professional for diabetes
dradvise,doctor advised reduced sodium/salt intake
drnk3ge5,binge drinking
drnkany5,drink any alcoholic beverages in past 30 days
drocdy3_,computed drink-occasions-per-day
drvisits,doctor visits past 12 months
educa,education level
employ1,employment status
emtsuprt,how often get emotional support needed
exerany2,exercise in past 30 days
exerhmm1,"minutes or hours walking, running, jogging, or swimming"
exerhmm2,"minutes or hours walking, running, jogging, or swimming"
exeroft1,"how many times walking, running, jogging, or swimming"
exeroft2,"how many times walking, running, jogging, or swimming"
exract11,type of physical activity
exract21,other type of physical activity giving most exercise during past month
eyeexam,last eye exam where pupils were dilated
fc60_,estimated functional capacity
feetchk,times feet check for sores/irritations
feetchk2,how often check feet for sores or irritations
flshtmy2,when received most recent seasonal flu shot/spray
flushot6,adult flu shot/spray past 12 mos
fmonth,file month
fruit1,how many times did you eat fruit?
fruitju1,how many times did you drink 100 percent pure fruit juices?
frutda1_,computed fruit intake in times per day
ftjuda1_,computed fruit juice intake in times per day
fvbeans,how many times did you eat beans or lentils?
fvgreen,how many times did you eat dark green vegetables?
fvorang,how many times did you eat orange-colored vegetables?
genhlth,general health
grenday_,computed dark green vegetable intake in times per day
hadhyst2,had hysterectomy
hadmam,have you ever had a mammogram
hadpap2,ever had a pap test
hadsgco1,was last test a sigmoidoscopy or colonoscopy
hadsigm3,ever had sigmoidoscopy/colonoscopy
harehab1,outpatient rehab after heart attack hosp stay
havarth3,told have arthritis
height3,reported height in feet and inches
hivtst6,ever tested hiv
hivtstd3,month and year of last hiv test
hlthcvrg,health insurance coverage
hlthpln1,have any health care coverage
howlong,how long since last mammogram
hpvadsht,number of hpv shots received
hpvadvc2,ever had the hpv vaccination?
htin4,computed height in inches
htm4,computed height in meters
idate,interview date
iday,interview day
imfvplac,where did you get your last flu shot/vaccine?
imonth,interview month
income2,income level
insulin,now taking insulin
internet,internet use in the past 30 days?
iyear,interview year
joinpain,how bad was joint pain
ladult,are you 18 years of age or older?
landline,do you also have a landline telephone?
lastpap2,how long since last pap test
lastsig3,time since last sigmoidoscopy/colonoscopy
lastsmk2,interval since last smoked
lengexam,how long since last breast physical exam
lmtjoin3,limited because of joint symptoms
longwtch,how long watching salt/sodium intake
lsatisfy,satisfaction with life
lstblds3,time since last blood stool test
lstcovrg,time since last had health care coverage
marital,marital status
maxdrnks,most drinks on single occasion past 30 days
maxvo2_,estimated age-gender specific maximum oxygen consumption
medbills,currently have medical bills
medcost,could not see dr. because of cost
medicare,do you have medicare?
medscost,could not get medicine due to cost
menthlth,number of days mental health not good
metvl11_,activity met value for first activity
metvl21_,activity met value for second activity
misdeprd,how often feel depressed past 30 days
miseffrt,how often feel everything was an effort past 30 days
mishopls,how often feel hopeless past 30 days
misnervs,how often feel nervous past 30 days
misnowrk,emotional problem kept you from doing work past 30 days
