Variable,Description
hrhhid,household identifier
hrmonth,household-month of interview
hryear4,household-4 digit year of interview
hurespli,household-line number of current respondent
hufinal,"household-final code,status of interview"
hetenure,household-own/rent living quarters
hehousut,household-type of living quarters
hetelhhd,"household-phone in living quarters,y/n"
hetelavl,"household-no residential phone,available elsewhere,y/n"
hephoneo,"household-phone interview acceptable,y/n"
hefaminc,household-total family income in past 12 months
hutypea,household-type a non-interview categories
hutypb,household-type b non-interview categories
hutypc,household-type c non-interview categories
hwhhwgt,weight-household
hrintsta,household-interview/non-interview status
hrnumhou,household-total # of members
hrhtype,household-type of family/single individual
hrmis,household-month-in-sample
huinttyp,"household-type of interview,personal/telephone"
huprscnt,household-# of actual & attempted personal contacts
hrlonglk,household-longitudinal link indicator
hrhhid2,"household identification number, part 2 (hrhhid2)"
hwhhwtln,line number (pulineno) of household weight donor
hubus,"labor force-presence of business/farm in hhld,y/n"
hubusl1,labor force-line numbers of business/farm owners 1
hubusl2,labor force-line numbers of business/farm owners 2
hubusl3,labor force-line numbers of business/farm owners 3
hubusl4,labor force-line numbers of business/farm owners 4
gereg,geography-region
gediv,geographical division
gestfips,geography-fips state code
gtcbsa,metropolitan statistical area fips code
gtco,fips county code
gtcbsast,principal city/balance status
gtmetsta,metropolitan status
gtindvpc,individual central city code
gtcbsasz,metropolitan statistical area size
gtcsa,combined statistical area fips code
perrp,demographics - relationship to reference person
prtage,"demographics - age topcoded at 85, 90 or 80 (see full description)"
prtfage,demographics-top coded flag for age
pemaritl,demographics-marital status
pespouse,demographics-spouse line number
pesex,demographics-sex
peafever,demographics-ever serve on active duty
peafnow,"demographics-currently in armed forces,y/n"
peeduca,demographics-highest level of school completed
ptdtrace,demographics- race of respondent
prdthsp,detailed hispanic recode
puchinhh,demographics-reason for the changes in household composition
pulineno,demographics-line number
prfamnum,demographics-family number
prfamrel,demographics-family relationship(recode)
prfamtyp,demographics-family type(recode)
pehspnon,demographics- hispanic/non-hispanic origin
prmarsta,demographics-marital status(recode)
prpertyp,demographics-person type(recode)
penatvty,demographics - native country of sample person
pemntvty,demographics - native country of mother
pefntvty,demographics - native country of father
prcitshp,demographics-united states citizenship group
prcitflg,demographics-citizenship allocation flag
prinuyer,recoded year of entry for foreign born
puslfprx,labor force-information given by self/proxy
pemlr,labor force-employment status
puwk,labor force-did work for pay/profit
pubus1,"labor force-unpaid work in family business/farm,y/n"
pubus2ot,labor force-stores bus2 entry
pubusck1,labor force-filter for question on unpaid work
pubusck2,"labor force-(family business)skips owners,no work last week"
pubusck3,labor force-filter for business owners to absence reason
pubusck4,labor force-filter for business owners skip pattern
puretot,"labor force-verify retirement status,previous month"
pudis,labor force-verify disability status from previous month
peret1,"labor force-(retired)want full/part-time job,y/n"
pudis1,labor force-probe #1 for disability
pudis2,labor force-probe #2 for disability
puabsot,labor force-output var determines absence from job
pulay,labor force-person on layoff from job
peabsrsn,labor force-reason for work absence last week
peabspdo,"labor force-paid absence from work,y/n"
pemjot,"labor force-had multiple jobs,y/n"
pemjnum,labor force-# of jobs had
pehrusl1,labor force-# hours usually worked at main job
pehrusl2,labor force-# hours usually worked at other job(s)
pehrftpt,"labor force-usually work full-time,y/n"
pehruslt,labor force-# hours usually worked at all jobs
pehrwant,"labor force-full-time work desired,y/n"
pehrrsn1,labor force-(part-timer)reason
pehrrsn2,labor force-(part-timer)reason not full-time
pehrrsn3,labor force-(full-timer)reason part-time last week
puhroff1,labor force-any work hours were lost last week
puhroff2,labor force-number of work hours lost last week
puhrot1,labor force-extra hours worked last week
puhrot2,labor force-number of extra hours worked last week
pehract1,labor force-# hours actually worked at main job
pehract2,labor force-# hours actually worked at other job(s)
pehractt,labor force-# hours actually worked at all jobs
pehravl,"labor force-(part-timer)available for full-time,y/n"
puhrck1,labor force-remove groups from actual hours series
puhrck2,labor force-skips persons out of pt series
puhrck3,labor force-skips persons out of pt series
puhrck4,labor force-skips persons
puhrck5,labor force-filter for multiple jobholders for job 2 hours
puhrck6,labor force-filter for actual hours jobs 1 and 2
puhrck7,labor force-filter for hours worked paths
puhrck12,labor force-filter for <15 hours to go to looking series
pulaydt,"labor force-person on layoff,has return date,y/n"
pulay6m,"labor force-person on layoff,recalled in 6 months,y/n"
pelayavl,"labor force-(layoff)available for work if recalled,y/n"
pulayavr,"labor force-person on layoff,reason unavailable to work"
pelaylk,"labor force-(layoff)called back,still looking for work,y/n"
pelaydur,labor force-(layoff)# weeks looking for job
pelayfto,"labor force-(layoff)from full-time job,y/n"
pulayck1,labor force-filter for previous month layoff status
pulayck2,labor force-filter/plug for dependent layoff
