Variable,Description
statecode,state fips code
countycode,county fips code
fipscode,5-digit fips code
state,state abbreviation
county,name
year,release year
county_ranked,county ranked (yes=1/no=0)
v001_rawvalue,premature death raw value
v001_numerator,premature death numerator
v001_denominator,premature death denominator
v001_cilow,premature death ci low
v001_cihigh,premature death ci high
v001_flag,premature death flag (0 = no flag/1=unreliable/2=suppressed)
v001_race_aian,premature death (aian)
v001_race_aian_cilow,premature death ci low (aian)
v001_race_aian_cihigh,premature death ci high (aian)
v001_race_aian_flag,premature death flag (aian) (. = no flag/1=unreliable/2=suppressed)
v001_race_asian,premature death (asian/pacific islander)
v001_race_asian_cilow,premature death ci low (asian/pacific islander)
v001_race_asian_cihigh,premature death ci high (asian/pacific islander)
v001_race_asian_flag,premature death flag (asian/pacific islander) (. = no flag/1=unreliable/2=suppressed)
v001_race_black,premature death (black)
v001_race_black_cilow,premature death ci low (black)
v001_race_black_cihigh,premature death ci high (black)
v001_race_black_flag,premature death flag (black) (. = no flag/1=unreliable/2=suppressed)
v001_race_hispanic,premature death (hispanic)
v001_race_hispanic_cilow,premature death ci low (hispanic)
v001_race_hispanic_cihigh,premature death ci high (hispanic)
v001_race_hispanic_flag,premature death flag (hispanic) (. = no flag/1=unreliable/2=suppressed)
v001_race_white,premature death (white)
v001_race_white_cilow,premature death ci low (white)
v001_race_white_cihigh,premature death ci high (white)
v001_race_white_flag,premature death flag (white) (. = no flag/1=unreliable/2=suppressed)
v002_rawvalue,poor or fair health raw value
v002_numerator,poor or fair health numerator
v002_denominator,poor or fair health denominator
v002_cilow,poor or fair health ci low
v002_cihigh,poor or fair health ci high
v036_rawvalue,poor physical health days raw value
v036_numerator,poor physical health days numerator
v036_denominator,poor physical health days denominator
v036_cilow,poor physical health days ci low
v036_cihigh,poor physical health days ci high
v042_rawvalue,poor mental health days raw value
v042_numerator,poor mental health days numerator
v042_denominator,poor mental health days denominator
v042_cilow,poor mental health days ci low
v042_cihigh,poor mental health days ci high
v037_rawvalue,low birthweight raw value
v037_numerator,low birthweight numerator
v037_denominator,low birthweight denominator
v037_cilow,low birthweight ci low
v037_cihigh,low birthweight ci high
v037_flag,lbw unreliable indicator (unreliable = numerator < 20 or relative standard error > 20%)
v037_race_aian,low birthweight (aian)
v037_race_aian_cilow,low birthweight ci low (aian)
v037_race_aian_cihigh,low birthweight ci high (aian)
v037_race_asian,low birthweight (asian/pacific islander)
v037_race_asian_cilow,low birthweight ci low (asian/pacific islander)
v037_race_asian_cihigh,low birthweight ci high (asian/pacific islander)
v037_race_black,low birthweight (black)
v037_race_black_cilow,low birthweight ci low (black)
v037_race_black_cihigh,low birthweight ci high (black)
v037_race_hispanic,low birthweight (hispanic)
v037_race_hispanic_cilow,low birthweight ci low (hispanic)
v037_race_hispanic_cihigh,low birthweight ci high (hispanic)
v037_race_white,low birthweight (white)
v037_race_white_cilow,low birthweight ci low (white)
v037_race_white_cihigh,low birthweight ci high (white)
v009_rawvalue,adult smoking raw value
v009_numerator,adult smoking numerator
v009_denominator,adult smoking denominator
v009_cilow,adult smoking ci low
v009_cihigh,adult smoking ci high
v011_rawvalue,adult obesity raw value
v011_numerator,adult obesity numerator
v011_denominator,adult obesity denominator
v011_cilow,adult obesity ci low
v011_cihigh,adult obesity ci high
v133_rawvalue,food environment index raw value
v133_numerator,food environment index numerator
v133_denominator,food environment index denominator
v133_cilow,food environment index ci low
v133_cihigh,food environment index ci high
v070_rawvalue,physical inactivity raw value
v070_numerator,physical inactivity numerator
v070_denominator,physical inactivity denominator
v070_cilow,physical inactivity ci low
v070_cihigh,physical inactivity ci high
v132_rawvalue,access to exercise opportunities raw value
v132_numerator,access to exercise opportunities numerator
v132_denominator,access to exercise opportunities denominator
v132_cilow,access to exercise opportunities ci low
v132_cihigh,access to exercise opportunities ci high
v049_rawvalue,excessive drinking raw value
v049_numerator,excessive drinking numerator
v049_denominator,excessive drinking denominator
v049_cilow,excessive drinking ci low
v049_cihigh,excessive drinking ci high
v134_rawvalue,alcohol-impaired driving deaths raw value
v134_numerator,alcohol-impaired driving deaths numerator
v134_denominator,alcohol-impaired driving deaths denominator
v134_cilow,alcohol-impaired driving deaths ci low
v134_cihigh,alcohol-impaired driving deaths ci high
v045_rawvalue,sexually transmitted infections raw value
v045_numerator,sexually transmitted infections numerator
v045_denominator,sexually transmitted infections denominator
v045_cilow,sexually transmitted infections ci low
v045_cihigh,sexually transmitted infections ci high
v014_rawvalue,teen births raw value
v014_numerator,teen births numerator
v014_denominator,teen births denominator
v014_cilow,teen births ci low
v014_cihigh,teen births ci high
v014_race_aian,teen births (aian)
v014_race_aian_cilow,teen births ci low (aian)
v014_race_aian_cihigh,teen births ci high (aian)
v014_race_asian,teen births (asian/pacific islander)
v014_race_asian_cilow,teen births ci low (asian/pacific islander)
v014_race_asian_cihigh,teen births ci high (asian/pacific islander)
v014_race_black,teen births (black)
v014_race_black_cilow,teen births ci low (black)
v014_race_black_cihigh,teen births ci high (black)
v014_race_hispanic,teen births (hispanic)
v014_race_hispanic_cilow,teen births ci low (hispanic)
v014_race_hispanic_cihigh,teen births ci high (hispanic)
v014_race_white,teen births (white)
v014_race_white_cilow,teen births ci low (white)
v014_race_white_cihigh,teen births ci high (white)
v085_rawvalue,uninsured raw value
v085_numerator,uninsured numerator
v085_denominator,uninsured denominator
v085_cilow,uninsured ci low
v085_cihigh,uninsured ci high
v004_rawvalue,primary care physicians raw value
v004_numerator,primary care physicians numerator
v004_denominator,primary care physicians denominator
v004_cilow,primary care physicians ci low
v004_cihigh,primary care physicians ci high
v004_other_data_1,ratio of population to primary care physicians.
v088_rawvalue,dentists raw value
v088_numerator,dentists numerator
v088_denominator,dentists denominator
v088_cilow,dentists ci low
v088_cihigh,dentists ci high
v088_other_data_1,ratio of population to dentists.
v062_rawvalue,mental health providers raw value
v062_numerator,mental health providers numerator
v062_denominator,mental health providers denominator
v062_cilow,mental health providers ci low
v062_cihigh,mental health providers ci high
v062_other_data_1,ratio of population to mental health providers.
v005_rawvalue,preventable hospital stays raw value
v005_numerator,preventable hospital stays numerator
v005_denominator,preventable hospital stays denominator
v005_cilow,preventable hospital stays ci low
v005_cihigh,preventable hospital stays ci high
v005_race_aian,preventable hospital stays (aian)
v005_race_asian,preventable hospital stays (asian/pacific islander)
v005_race_black,preventable hospital stays (black)
v005_race_hispanic,preventable hospital stays (hispanic)
v005_race_white,preventable hospital stays (white)
