Variable,Description
duid,panel # + encrypted du identifier
pid,person number portion of persid
dupersid,person id (duid + pid)
panel,panel number
datayear,survey data year
famid31,family id (student merged in) - r3/1
famid42,family id (student merged in) - r4/2
famid53,family id (student merged in) - r5/3
famid22,family id (student merged in) - 12/31/22
famidyr,annual family identifier
cpsfamid,cps-like family identifier
fcsz1231,fam size responding 12/31 cps family
fcrp1231,ref person of 12/31 cps family
ruletr31,ru letter - r3/1
ruletr42,ru letter - r4/2
ruletr53,ru letter - r5/3
ruletr22,ru letter as of 12/31/22
rusize31,ru size - r3/1
rusize42,ru size - r4/2
rusize53,ru size - r5/3
rusize22,ru size as of 12/31/22
ruclas31,ru fielded as:standard/new/student-r3/1
ruclas42,ru fielded as:standard/new/student-r4/2
ruclas53,ru fielded as:standard/new/student-r5/3
ruclas22,ru fielded as:standard/new/stud-12/31/22
famsze31,ru size including students - r3/1
famsze42,ru size including students - r4/2
famsze53,ru size including students - r5/3
famsze22,ru size including student as of 12/31/22
fmrs1231,member of responding 12/31 family
fams1231,family size of responding 12/31 family
famszeyr,size of responding annualized family
famrfpyr,reference person of annualized family
region31,census region - r3/1
region42,census region - r4/2
region53,census region - r5/3
region22,census region as of 12/31/22
refprs31,reference person at - r3/1
refprs42,reference person at - r4/2
refprs53,reference person at - r5/3
refprs22,reference person as of 12/31/22
resp31,1st respondent indicator for r3/1
resp42,1st respondent indicator for r4/2
resp53,1st respondent indicator for r5/3
resp22,1st respondent indicator as of 12/31/22
proxy31,was respondent a proxy in r3/1
proxy42,was respondent a proxy in r4/2
proxy53,was respondent a proxy in r5/3
proxy22,was respondent a proxy as of 12/31/22
intvlang,language interview was completed
intvtype31,"was interview in-person, by phone, or by video r3/1"
intvtype42,"was interview in-person, by phone, or by video r4/2"
intvtype53,"was interview in-person, by phone, or by video r5/3"
begrfm31,r3/1 reference period begin date: month
begrfy31,r3/1 reference period begin date: year
endrfm31,r3/1 reference period end date: month
endrfy31,r3/1 reference period end date: year
begrfm42,r4/2 reference period begin date: month
begrfy42,r4/2 reference period begin date: year
endrfm42,r4/2 reference period end date: month
endrfy42,r4/2 reference period end date: year
begrfm53,r5/3 reference period begin date: month
begrfy53,r5/3 reference period begin date: year
endrfm53,r5/3 reference period end date: month
endrfy53,r5/3 reference period end date: year
endrfm22,2022 reference period end date: month
endrfy22,2022 reference period end date: year
keyness,person key status
inscop31,inscope - r3/1
inscop42,inscope - r4/2
inscop53,inscope - r5/3
inscop22,inscope - r5/3 start through 12/31/22
insc1231,inscope status on 12/31/22
