Variable,Description
addepev2,ever told you had a depressive disorder
alcday5,days in past 30 had alcoholic beverage
asactlim,activities limited due to asthma during past 12 months
asattack,asthma during past 12 months
asdrvist,urgent asthma treatment during past 12 months
aservist,emergency asthma care during past 12 months
asinhalr,times used asthma inhaler during an attack in past 30 days
asnoslep,sleep difficulty due to asthma during past 30 days
asrchkup,routine asthma care during past 12 months
asthma3,ever told had asthma
asthmage,age at asthma diagnosis
asthmed3,days used prescribed preventative asthma med in past 30 days
asthnow,still have asthma
asymptom,asthma symptoms during past 30 days
avedrnk2,avg alcoholic drinks per day in past 30
bldstool,ever had blood stool test using home kit
bldsugar,how often check blood for glucose
blind,blind or difficulty seeing
cadult,are you 18 years of age or older?
calrinfo,"when calorie information is available in the restaurant, how often does this information help you decide what to order?"
caregiv1,provided regular care for family or friend
carercvd,satisfied with care received
casthdx2,hlth pro ever said child has asthma
casthno2,child still have asthma?
cclghous,do you live in college housing?
cdassist,need assistance with day-to_day activities due to confusion or memory loss
cddiscus,have you discussed your confusion or memory loss with a health care professional?
cdhelp,when you need help with day-to-day activities are you able to get it
cdhouse,given up day-to-day chores due to confusion or memory loss
cdsocial,does confusion or memory loss interfere with work or social activities
cellfon4,cellular telephone
cellfon5,is this a cell telephone?
chccopd1,"(ever told) you have (copd) chronic obstructive pulmonary disease, emphysema or chronic bronchitis?"
chckidny,(ever told) you have kidney disease?
chcocncr,(ever told) you had any other types of cancer?
chcscncr,(ever told) you had skin cancer?
checkup1,length of time since last routine checkup
children,number of children in household
chkhemo3,times checked for glycosylated hemoglobin
cimemlos,have you experienced confusion or memory loss that is happening more often or is getting worse?
cncrage,age told had cancer
cncrdiff,how many types of cancer?
cncrtyp1,type of cancer
colghous,do you live in college housing?
cpdemo1,do you have a cell phone for personal use?
crgvexpt,do you expect to have a relative you will need to provide care for?
crgvhous,managed household tasks
crgvhrs1,how many hours do you provide care for person?
crgvlng1,how long provided care for person.
crgvmst2,which support do you most need that you are not getting?
crgvpers,managed personal care
crgvprb2,"what is the major health problem, illness, disability for care for person?"
crgvrel1,relationship of person to whom you are giving care?
csrvclin,participate in clinical trial as part of cancer treatment?
csrvctl1,is pain under control?
csrvdein,ever denied insurance coverage because of your cancer?
csrvdoc1,what type of doctor provides majority of your care
csrvinsr,did health insurance pay for all of your cancer treatment
csrvinst,instructions written or printed
csrvpain,currently have physical pain from cancer or treatment?
csrvrtrn,ever receive instructions from a doctor for follow-up check-ups
csrvsum,did you receive a summary of cancer treatments received
csrvtrt1,currently receiving treatment for cancer
cstate1,do you currently live in ____(state)____?
ctelenm1,correct telephone number?
ctelnum1,correct phone number?
cvdcrhd4,ever diagnosed with angina or coronary heart disease
cvdinfr4,ever diagnosed with heart attack
cvdstrk3,ever diagnosed with a stroke
deaf,are you deaf or do you have serious difficulty hearing?
decide,difficulty concentrating or remembering
delaymed,delayed getting medical care
diabage2,age when told diabetic
diabedu,ever taken class in managing diabetes
diabete3,(ever told) you have diabetes
diabeye,ever told diabetes has affected eyes
diffalon,difficulty doing errands alone
diffdres,difficulty dressing or bathing
diffwalk,difficulty walking or climbing stairs
dispcode,final disposition
dlyother,delayed getting medical care other response
doctdiab,times seen health professional for diabetes
drnk3ge5,binge drinking
drnkany5,drink any alcoholic beverages in past 30 days
drnkdri2,did you drive after having too much to drink in the past 30 days?
drocdy3_,computed drink-occasions-per-day
drvisits,doctor visits past 12 months
ecigaret,have you ever used an e-cigarette or other electronic “vaping” product?
ecignow,"do you now use e-cigarettes, every day, some days, or not at all?"
educa,education level
employ1,employment status
emtsuprt,how often get emotional support needed
exerany2,exercise in past 30 days
eyeexam,last eye exam where pupils were dilated
fall12mn,had fall past twelve months
fallinj2,injured in fall
feetchk,times feet check for sores/irritations
feetchk2,how often check feet for sores or irritations
flshtmy2,when received most recent seasonal flu shot/spray
flushot6,adult flu shot/spray past 12 mos
fmonth,file month
genhlth,general health
hadhyst2,had hysterectomy
hadmam,have you ever had a mammogram
hadpap2,ever had a pap test
hadsgco1,was last test a sigmoidoscopy or colonoscopy
hadsigm3,ever had sigmoidoscopy/colonoscopy
havarth3,told have arthritis
height3,reported height in feet and inches
hhadult,number of adults in household
hivrisk4,do any high risk situations apply
hivtst6,ever tested hiv
hivtstd3,month and year of last hiv test
hlthcvr1,primary health insurance coverage
hlthpln1,have any health care coverage
howlong,how long since last mammogram
hplsttst,how long since your last hpv test?
hpvadsht,number of hpv shots received
hpvadvc2,ever had the hpv vaccination?
hpvtest,have you ever had an hpv test?
htin4,computed height in inches
htm4,computed height in meters
idate,interview date
iday,interview day
imfvplac,where did you get your last flu shot/vaccine?
imonth,interview month
income2,income level
insulin,now taking insulin
internet,internet use in the past 30 days?
iyear,interview year
ladult,are you 18 years of age or older?
landline,do you also have a landline telephone?
lastden3,last visited dentist or dental clinic
lastpap2,how long since last pap test
lastsig3,time since last sigmoidoscopy/colonoscopy
lastsmk2,interval since last smoked
lengexam,how long since last breast physical exam
lsatisfy,satisfaction with life
lstblds3,time since last blood stool test
lstcovrg,time since last had health care coverage
marijana,"during the past 30 days, on how many days did you use marijuana or hashish?"
marital,marital status
maxdrnks,most drinks on single occasion past 30 days
medadvic,how difficult is it for you to get advice or information about health or medical topics if you need it?
medbill1,currently have health care bills
medcost,could not see dr. because of cost
medicare,do you have medicare?
medscost,could not get medicine due to cost
menthlth,number of days mental health not good
mscode,metropolitan status code
nocov121,without health care coverage past 12 months
numadult,number of adults in household
numburn2,number of sunburns in past 12 months
numhhol2,household telephones
nummen,number of adult men in household
numphon2,residential phones
numwomen,number of adult women in household
painact2,how many days hard to do usual activities in past 30 days
pcdmdecn,who made the decision with you to have psa test?
pcpsaad2,has a health professional ever talked with you about the advantages of the psa test?
pcpsade1,why was psa test done?
pcpsadi1,has a health professional ever talked with you about the disadvantages of the psa test?
pcpsare1,has a doctor ever recommended that you have a psa test?
pcpsars1,what was the main reason you had this psa test?
pdiabtst,had a test for high blood sugar in past three years
persdoc2,multiple health care professionals
physhlth,number of days physical health not good
pneuvac3,pneumonia shot ever
poorhlth,poor physical or mental health
prediab1,ever been told you have pre-diabetes or borderline diabetes
pregnant,pregnancy status
profexam,ever had breast physical exam by doctor
psatest1,ever had psa test
psatime,time since last psa test
pvtresd1,private residence?
pvtresd3,do you live in a private residence?
