dataset_name,preset,target_activation_rate,activation_rate,activation_rate_error,ema_activation_rate,threshold,avg_processing_time,total_energy_spent,baseline_energy_cost,actual_energy_cost,absolute_energy_savings,estimated_energy_savings_pct,energy_efficiency,total_inputs,activations,tp,fp,fn,tn,precision,recall,specificity,f1,accuracy,balanced_accuracy,false_positive_rate,false_negative_rate,prevalence,description,override_signature
heart_disease,custom_health_hd82,0.14,0.132,0.008000000000000007,0.21718095876877183,0.868955486985368,0.002659592218265187,1531.139735678229,10600.0,1833.2,8766.8,82.7056603773585,0.8270566037735849,1000,132,99,33,437,431,0.75,0.18470149253731344,0.9288793103448276,0.2964071856287426,0.53,0.5567904014410705,0.07112068965517242,0.8152985074626866,0.536,UCI heart disease tabular dataset,activation_threshold=0.55+target_activation_rate=0.14+energy_pressure=0.019+gate_temperature=0.13+max_threshold=0.87
heart_disease,custom_health_hd82,0.14,0.127,0.013000000000000012,0.2612248930787144,0.8791564126308775,0.0026403944695641726,1461.8834645160964,10600.0,1782.7,8817.3,83.18207547169811,0.8318207547169811,1000,127,83,44,453,420,0.6535433070866141,0.15485074626865672,0.9051724137931034,0.25037707390648567,0.503,0.5300115800308801,0.09482758620689655,0.8451492537313433,0.536,UCI heart disease tabular dataset,activation_threshold=0.55+target_activation_rate=0.14+energy_pressure=0.019+gate_temperature=0.13+max_threshold=0.88
heart_disease,custom_health_hd82,0.14,0.154,0.013999999999999985,0.22330251544815924,0.87,0.002649336472241312,1580.6628435546938,10600.0,2055.3999999999996,8544.6,80.60943396226415,0.8060943396226415,1000,154,112,42,424,422,0.7272727272727273,0.208955223880597,0.9094827586206896,0.3246376811594203,0.534,0.5592189912506433,0.09051724137931035,0.7910447761194029,0.536,UCI heart disease tabular dataset,activation_threshold=0.55+target_activation_rate=0.14+energy_pressure=0.019+gate_temperature=0.14+max_threshold=0.87
heart_disease,custom_health_hd82,0.14,0.139,0.0010000000000000009,0.3953412574975214,0.88,0.002651066571479119,1568.0708601647607,10600.0,1903.8999999999999,8696.1,82.03867924528302,0.8203867924528302,1000,139,104,35,432,429,0.7482014388489209,0.19402985074626866,0.9245689655172413,0.30814814814814817,0.533,0.559299408131755,0.07543103448275862,0.8059701492537313,0.536,UCI heart disease tabular dataset,activation_threshold=0.55+target_activation_rate=0.14+energy_pressure=0.019+gate_temperature=0.14+max_threshold=0.88
heart_disease,custom_health_hd82,0.14,0.154,0.013999999999999985,0.2233025151278929,0.87,0.002642346032751955,1583.5301451469875,10600.0,2055.3999999999996,8544.6,80.60943396226415,0.8060943396226415,1000,154,105,49,431,415,0.6818181818181818,0.1958955223880597,0.8943965517241379,0.30434782608695654,0.52,0.5451460370560988,0.10560344827586207,0.8041044776119403,0.536,UCI heart disease tabular dataset,activation_threshold=0.55+target_activation_rate=0.14+energy_pressure=0.019+gate_temperature=0.15+max_threshold=0.87
heart_disease,custom_health_hd82,0.14,0.159,0.01899999999999999,0.2180507866103545,0.88,0.002645293715332108,1578.5456711876761,10600.0,2105.8999999999996,8494.1,80.13301886792453,0.8013301886792453,1000,159,114,45,422,419,0.7169811320754716,0.2126865671641791,0.9030172413793104,0.32805755395683456,0.533,0.5578519042717447,0.09698275862068965,0.7873134328358209,0.536,UCI heart disease tabular dataset,activation_threshold=0.55+target_activation_rate=0.14+energy_pressure=0.019+gate_temperature=0.15+max_threshold=0.88
heart_disease,custom_health_hd82,0.14,0.132,0.008000000000000007,0.21718095876877183,0.8697636705109136,0.002659592218265187,1531.139735678229,10600.0,1833.2,8766.8,82.7056603773585,0.8270566037735849,1000,132,99,33,437,431,0.75,0.18470149253731344,0.9288793103448276,0.2964071856287426,0.53,0.5567904014410705,0.07112068965517242,0.8152985074626866,0.536,UCI heart disease tabular dataset,activation_threshold=0.55+target_activation_rate=0.14+energy_pressure=0.02+gate_temperature=0.13+max_threshold=0.87
heart_disease,custom_health_hd82,0.14,0.127,0.013000000000000012,0.2612248930787144,0.8799856975061869,0.0026403944695641726,1461.8834645160964,10600.0,1782.7,8817.3,83.18207547169811,0.8318207547169811,1000,127,83,44,453,420,0.6535433070866141,0.15485074626865672,0.9051724137931034,0.25037707390648567,0.503,0.5300115800308801,0.09482758620689655,0.8451492537313433,0.536,UCI heart disease tabular dataset,activation_threshold=0.55+target_activation_rate=0.14+energy_pressure=0.02+gate_temperature=0.13+max_threshold=0.88
heart_disease,custom_health_hd82,0.14,0.154,0.013999999999999985,0.22330251544815924,0.87,0.002649336472241312,1580.6628435546938,10600.0,2055.3999999999996,8544.6,80.60943396226415,0.8060943396226415,1000,154,112,42,424,422,0.7272727272727273,0.208955223880597,0.9094827586206896,0.3246376811594203,0.534,0.5592189912506433,0.09051724137931035,0.7910447761194029,0.536,UCI heart disease tabular dataset,activation_threshold=0.55+target_activation_rate=0.14+energy_pressure=0.02+gate_temperature=0.14+max_threshold=0.87
heart_disease,custom_health_hd82,0.14,0.139,0.0010000000000000009,0.3953412574975214,0.88,0.002651066571479119,1568.0708601647607,10600.0,1903.8999999999999,8696.1,82.03867924528302,0.8203867924528302,1000,139,104,35,432,429,0.7482014388489209,0.19402985074626866,0.9245689655172413,0.30814814814814817,0.533,0.559299408131755,0.07543103448275862,0.8059701492537313,0.536,UCI heart disease tabular dataset,activation_threshold=0.55+target_activation_rate=0.14+energy_pressure=0.02+gate_temperature=0.14+max_threshold=0.88
