Variable,Description
geoid,geographic identifier (state fips + county fips + tract fips)
state,state fips code
county,county fips code
tract,tract fips code
stname,full state name
stabrev,state abbreviation
ctname,full county name
geo_level,geographic level
popuni,total population
prednum_0,estimated number of individuals with zero risk factors
prednum_0_moe,estimated margin of error for individuals with zero risk factors
predrt_0,rate of individuals with zero risk factors
predrt_0_moe,rate margin of error for individuals with zero risk factors
prednum_12,estimated number of individuals with one-two risk factors
prednum_12_moe,estimated margin of error for individuals with one-two risk factors
predrt_12,rate of individuals with one-two risk factors
predrt_12_moe,rate margin of error for individuals with one-two risk factors
prednum_3,estimated number of individuals with three plus risk factors
prednum_3_moe,estimated margin of error for individuals with three plus risk factors
predrt_3,rate of individuals with three plus risk factors
predrt_3_moe,rate margin of error for individuals with three plus risk factors
