Variable,Description
provider_id,the cms certification number (ccn) of the provider billing for outpatient hospital services
provider_name,the name of the provider
provider_street_address,the street address in which the provider is physically located
provider_city,the city in which the provider is physically located
provider_state,the state in which the provider is physically located
provider_zipcode,the zip code in which the provider is physically located
drg_definition,the code and description identifying the ms-drg. ms-drgs are a classification system that groups similar clinical conditions (diagnoses) and the procedures furnished by the hospital during the stay
hospital_referral_region_description,the hospital referral region (hrr) in which the provider is physically located
total_discharges,the number of discharges billed by the provider for inpatient hospital services
average_covered_charges,the provider's average charge for services covered by medicare for all discharges in the ms-drg. these will vary from hospital to hospital because of differences in hospital charge structures
average_total_payments,"the average total payments to all providers for the ms-drg including the msdrg amount, teaching, disproportionate share, capital, and outlier payments for all cases. also included 5 in average total payments are co-payment and deductible amounts that the patient is responsible for and any additional payments by third parties for coordination of benefits"
average_medicare_payments,"the average amount that medicare pays to the provider for medicare's share of the ms-drg. average medicare payment amounts include the ms-drg amount, teaching, disproportionate share, capital, and outlier payments for all cases. medicare payments do not include beneficiary co-payments and deductible amounts nor any additional payments from third parties for coordination of benefits"
