Variable,Description
q1,how old are you
q2,what is your sex
q3,in what grade are you
q4,are you hispanic/latino
q5,what is your race
q6,how tall are you
q7,how much do you weigh
q8,seat belt use
q9,riding with a drinking driver
q10,drinking and driving
q11,texting and driving
q12,weapon carrying at school
q13,gun carrying
q14,safety concerns at school
q15,threatened at school
q16,times in fight past 12 months
q17,physical fighting at school
q18,saw physical violence in neighborhood
q19,ever been physically forced sexual intercourse
q20,sexual violence
q21,sexual dating violence
q22,physical dating violence
q23,treated unfairly in school b/c race/ethnicity
q24,bullied at school
q25,electronic bullying
q26,sad or hopeless
q27,considered suicide
q28,made a suicide plan past 12 months
q29,actually attempted suicide
q30,injurious suicide attempt
q31,ever cigarette use
q32,initiation of cigarette smoking
q33,current cigarette use
q34,smoked >10 cigarettes
q35,electronic vapor product use
q36,current electronic vapor product use
q37,evp from store
q38,current smokeless tobacco use
q39,current cigar use
q40,all tobacco product cessation
q41,initiation of alcohol use
q42,current alcohol use
q43,current binge drinking
q44,drinks in a row past 30 days
q45,source of alcohol
q46,ever marijuana use
q47,initiation of marijuana use
q48,current marijuana use
q49,ever prescription pain medicine use
q50,ever cocaine use
q51,ever inhalant use
q52,ever heroin use
q53,ever methamphetamine use
q54,ever ecstasy use
q55,illegal injected drug use
q56,ever sexual intercourse
q57,sex before 13 years
q58,number of sex partners
q59,current sexual activity
q60,alcohol/drugs and sex
q61,condom use
q62,birth control pill use
q63,sex of sexual contacts
q64,sexual identity
q65,transgender
q66,perception of weight
q67,weight loss
q68,fruit juice drinking
q69,fruit eating
q70,green salad eating
q71,potato eating
q72,carrot eating
q73,other vegetable eating
q74,no soda drinking
q75,breakfast eating
q76,physical activity >= 5 days
q77,pe attendance
q78,sports team participation
q79,concussion
q80,social media
q81,hiv testing
q82,std testing
q83,oral health care
q84,current mental health
q85,hours of sleep on school night
q86,unstable housing
q87,grades in school
q88,ever sexual abuse by adult or older person aces
q89,ever parental emotional abuse aces
q90,ever parental physical abuse aces
q91,adults in home intimate partner violence aces
q92,current rx pain med w/out rx
q93,ever used hallucinogenic drugs
q94,if verbally asked for consent last sexual contact
q95,sports drinks
q96,plain water
q97,muscle strengthening
q98,sunburn
q99,how often household adult met basic needs aces
q100,ever lived w/parent/guardian w/substance abuse ace
q101,ever lived with parent/guardian w mental illness a
q102,ever incarcerated parent/guardian aces
q103,feel close to people at their school
q104,parental monitoring
q105,unfairly disciplined at school
q106,difficulty concentrating
q107,how well speak english
qn8,did not always wear a seat belt
qn9,rode with a driver who had been drinking alcohol
qn10,drove a car or other vehicle when they had been drinking alcohol
qn11,texted or e-mailed while driving a car or other vehicle
qn12,carried a weapon on school property
qn13,carried a gun
qn14,did not go to school because they felt unsafe at school or on their way to or from school
qn15,were threatened or injured with a weapon on school property
qn16,were in a physical fight
qn17,were in a physical fight on school property
qn18,"ever saw someone get physically attacked, beaten, stabbed, or shot in their neighborhood"
qn19,were ever physically forced to have sexual intercourse
qn20,experienced sexual violence
qn21,experienced sexual dating violence
qn22,experienced physical dating violence
qn23,felt that they were ever treated badly or unfairly in school because of their race or ethnicity
qn24,were bullied on school property
qn25,were electronically bullied
qn26,felt sad or hopeless
qn27,seriously considered attempting suicide
qn28,made a plan about how they would attempt suicide
qn29,attempted suicide
qn30,"had a suicide attempt that resulted in an injury, poisoning, or overdose that had to be treated by a doctor or nurse"
qn31,ever smoked a cigarette
qn32,smoked a cigarette before age 13 years
qn33,currently smoked cigarettes
qn34,smoked more than 10 cigarettes per day
qn35,ever used an electronic vapor product
qn36,currently used an electronic vapor product
