Variable,Description
statecode,state fips code
countycode,county fips code
fipscode,5-digit fips code
state,state abbreviation
county,name
year,release year
county_clustered,county clustered (yes=1/no=0)
v001_rawvalue,"premature death raw value - years of potential life lost before age 75 per 100,000 population (age-adjusted)."
v001_numerator,premature death numerator
v001_denominator,premature death denominator
v001_cilow,premature death ci low
v001_cihigh,premature death ci high
v001_flag,"premature death flag (0 = no
flag/1=unreliable/2=suppressed)"
v001_race_aian,"premature death (aian) - years of potential life lost before age 75 per 100,000 population (age-adjusted)."
v001_race_aian_cilow,premature death ci low (aian)
v001_race_aian_cihigh,premature death ci high (aian)
v001_race_aian_flag,"premature death flag (aian) (. = no
flag/1=unreliable/2=suppressed)"
v001_race_asian,"premature death (asian) - years of potential life lost before age 75 per 100,000 population (age-adjusted)."
v001_race_asian_cilow,premature death ci low (asian)
v001_race_asian_cihigh,premature death ci high (asian)
v001_race_asian_flag,"premature death flag (asian) (. = no
flag/1=unreliable/2=suppressed)"
v001_race_black,"premature death (black) - years of potential life lost before age 75 per 100,000 population (age-adjusted)."
v001_race_black_cilow,premature death ci low (black)
v001_race_black_cihigh,premature death ci high (black)
v001_race_black_flag,"premature death flag (black) (. = no
flag/1=unreliable/2=suppressed)"
v001_race_hispanic,"premature death (hispanic) - years of potential life lost before age 75 per 100,000 population (age-adjusted)."
v001_race_hispanic_cilow,premature death ci low (hispanic)
v001_race_hispanic_cihigh,premature death ci high (hispanic)
v001_race_hispanic_flag,"premature death flag (hispanic) (. =
no flag/1=unreliable/2=suppressed)"
v001_race_white,"premature death (white) - years of potential life lost before age 75 per 100,000 population (age-adjusted)."
v001_race_white_cilow,premature death ci low (white)
v001_race_white_cihigh,premature death ci high (white)
v001_race_white_flag,"premature death flag (white) (. = no
flag/1=unreliable/2=suppressed)"
v001_race_nhopi,"premature death (nhopi) - years of potential life lost before age 75 per 100,000 population (age-adjusted)."
v001_race_nhopi_cilow,premature death ci low (nhopi)
v001_race_nhopi_cihigh,premature death ci high (nhopi)
v001_race_nhopi_flag,"premature death flag (nhopi) (. = no
flag/1=unreliable/2=suppressed)"
v001_race_tom_flag,"premature death flag (two or more
races) (. = no
flag/1=unreliable/2=suppressed)"
v002_rawvalue,poor or fair health raw value - percentage of adults reporting fair or poor health (age-adjusted).
v002_numerator,poor or fair health numerator
v002_denominator,poor or fair health denominator
v002_cilow,poor or fair health ci low
v002_cihigh,poor or fair health ci high
v036_rawvalue,poor physical health days raw value - average number of physically unhealthy days reported in past 30 days (age-adjusted).
v036_numerator,poor physical health days numerator
v036_denominator,"poor physical health days
denominator"
v036_cilow,poor physical health days ci low
v036_cihigh,poor physical health days ci high
v042_rawvalue,poor mental health days raw value - average number of mentally unhealthy days reported in past 30 days (age-adjusted).
v042_numerator,poor mental health days numerator
v042_denominator,poor mental health days denominator
v042_cilow,poor mental health days ci low
v042_cihigh,poor mental health days ci high
v037_rawvalue,"low birthweight raw value - percentage of live births with low birthweight (< 2,500 grams)."
v037_numerator,low birthweight numerator
v037_denominator,low birthweight denominator
v037_cilow,low birthweight ci low
v037_cihigh,low birthweight ci high
v037_flag,"lbw unreliable indicator (unreliable =
numerator < 20 or relative standard
error > 20%)"
v037_race_aian,"low birthweight (aian) - percentage of live births with low birthweight (< 2,500 grams)."
v037_race_aian_cilow,low birthweight ci low (aian)
v037_race_aian_cihigh,low birthweight ci high (aian)
v037_race_asian,"low birthweight (asian) - percentage of live births with low birthweight (< 2,500 grams)."
v037_race_asian_cilow,low birthweight ci low (asian)
v037_race_asian_cihigh,low birthweight ci high (asian)
v037_race_black,"low birthweight (black) - percentage of live births with low birthweight (< 2,500 grams)."
v037_race_black_cilow,low birthweight ci low (black)
v037_race_black_cihigh,low birthweight ci high (black)
v037_race_hispanic,"low birthweight (hispanic) - percentage of live births with low birthweight (< 2,500 grams)."
v037_race_hispanic_cilow,low birthweight ci low (hispanic)
v037_race_hispanic_cihigh,low birthweight ci high (hispanic)
v037_race_white,"low birthweight (white) - percentage of live births with low birthweight (< 2,500 grams)."
v037_race_white_cilow,low birthweight ci low (white)
v037_race_white_cihigh,low birthweight ci high (white)
v037_race_nhopi,"low birthweight (nhopi) - percentage of live births with low birthweight (< 2,500 grams)."
v037_race_nhopi_cilow,low birthweight ci low (nhopi)
v037_race_nhopi_cihigh,low birthweight ci high (nhopi)
v037_race_tom,"low birthweight (two or more races) - percentage of live births with low birthweight (< 2,500 grams)."
v037_race_tom_cilow,"low birthweight ci low (two or more
races)"
v037_race_tom_cihigh,"low birthweight ci high (two or more
races)"
v009_rawvalue,adult smoking raw value - percentage of adults who are current smokers (age-adjusted).
v009_numerator,adult smoking numerator
v009_denominator,adult smoking denominator
v009_cilow,adult smoking ci low
v009_cihigh,adult smoking ci high
v011_rawvalue,"adult obesity raw value - percentage of the adult population (age 18 and older) that reports a body mass index (bmi) greater than or
equal to 30 kg/m2 (age-adjusted)."
v011_numerator,adult obesity numerator
v011_denominator,adult obesity denominator
v011_cilow,adult obesity ci low
v011_cihigh,adult obesity ci high
v133_rawvalue,"food environment index raw value - index of factors that contribute to a healthy food environment, from 0 (worst) to 10 (best)."
v133_numerator,food environment index numerator
v133_denominator,food environment index denominator
v133_cilow,food environment index ci low
v133_cihigh,food environment index ci high
v070_rawvalue,physical inactivity raw value - percentage of adults age 18 and over reporting no leisure-time physical activity (age-adjusted).
v070_numerator,physical inactivity numerator
v070_denominator,physical inactivity denominator
v070_cilow,physical inactivity ci low
v070_cihigh,physical inactivity ci high
v132_rawvalue,"access to exercise opportunities raw
value - percentage of population with adequate access to locations for physical activity."
v132_numerator,"access to exercise opportunities
numerator"
v132_denominator,"access to exercise opportunities
denominator"
v132_cilow,"access to exercise opportunities ci
low"
v132_cihigh,"access to exercise opportunities ci
high"
v049_rawvalue,excessive drinking raw value - percentage of adults reporting binge or heavy drinking (age-adjusted).
v049_numerator,excessive drinking numerator
v049_denominator,excessive drinking denominator
v049_cilow,excessive drinking ci low
v049_cihigh,excessive drinking ci high
v134_rawvalue,"alcohol-impaired driving deaths raw
value - percentage of driving deaths with alcohol involvement."
v134_numerator,"alcohol-impaired driving deaths
numerator"
v134_denominator,"alcohol-impaired driving deaths
denominator"
v134_cilow,alcohol-impaired driving deaths ci low
v134_cihigh,"alcohol-impaired driving deaths ci
high"
v045_rawvalue,"sexually transmitted infections raw
value - number of newly diagnosed chlamydia cases per 100,000 population."
