Variable,Description
provider_id,the 6-digit identification number for the hospice provider on the claim.
name,"the hospice provider name, as reported in the pos file."
street_address,"the hospice provider address, as reported in the pos file."
city,"the city where the hospice provider is located, as reported in the pos file."
state,"the state where the hospice is located, as reported in the pos file. the fifty u.s. states, the district of columbia and puerto rico are reported by the state postal abbreviation."
zip_code,"the hospice provider zip code, as reported in the pos file."
hrr,"the hospital referral region the hospice provider is located, based on provider zip code."
hospice_beneficiaries,number of distinct medicare beneficiaries receiving at least one day of hospice care in the calendar year.
total_days,total count of hospice care days provided in the calendar year. includes first and last day of care.
total_medicare_payment_amount,total amount that medicare paid for hospice care. hospice services do not have any cost-sharing requirements and the medicare payment amount will equal the allowed amount.
total_medicare_standard_payment_amount,total amount that medicare paid for hospice care adjusted for geographic differences in payment rates.
total_charge_amount,total charges that hospice providers submitted for hospice care.
percent_routine_home_care_days,percent of total number of hospice days that were routine home care (rhc) days. rhc days identified using revenue code 0651.
physician_services,total number of hospice care physician services provided. physician services identified using revenue code 0657.
home_health_visit_hours_per_day,"average number of hours per day of home health hospice care provided. home health visits identified using revenue codes 0570, 0571, 0572 and 0579."
skilled_nursing_visit_hours_per_day,"average number of hours per day of skilled nursing hospice care provided. skilled nursing visits identified using revenue codes 0550, 0551, 0552 and 0559."
social_service_visit_hours_per_day,"average number of hours per day of social services hospice care provided. social service visits identified using revenue codes 0560, 0561, 0562 and 0569."
total_live_discharges,number of distinct medicare beneficiaries with live discharges from hospice care. a hospice beneficiary was considered to have a live discharge if hospice beneficary did not die in hospice care and was not receiving hospice care in cy2015. includes live discharges for any reason including revocation.
hospice_beneficiaries_with_seven_or_fewer_hospice_care_days,number of distinct medicare beneficiaries with 7 or fewer hospice care days in cy2014. excludes hospice beneficaries whose hospice care continued from a previous calendar year or into the next calendar year.
hospice_beneficiaries_with_more_than_sixty_hospice_care_days,number of distinct medicare beneficiaries with more than 60 hospice care days in cy2014.
hospice_beneficiaries_with_more_than_one_hundred_eighty_hospice_care_days,number of distinct medicare beneficiaries with more than 180 hospice care days in cy2014.
home_health_visit_hours_per_day_during_week_prior_to_death,"average number of hours per day of home health hospice care provided during the seven days prior to death. home health visits identified using revenue codes 0570, 0571, 0572 and 0579."
skilled_nursing_visit_hours_per_day_during_week_prior_to_death,"average number of hours per day of skilled nursing hospice care provided during the seven days prior to death. skilled nursing visits identified using revenue codes 0550, 0551, 0552 and 0559."
social_service_visit_hours_per_day_during_week_prior_to_death,"average number of hours per day of social services hospice care provided during the seven days prior to death. social service visits identified using revenue codes 0560, 0561, 0562 and 0569."
average_age,average age of medicare beneficiaries using hospice care in cy2014.
male_hospice_beneficiaries,number of distinct male medicare beneficiaries receiving at least one day of hospice care in the calendar year.
female_hospice_beneficiaries,number of distinct female medicare beneficiaries receiving at least one day of hospice care in the calendar year.
white_hospice_beneficiaries,number of distinct white medicare beneficiaries receiving at least one day of hospice care in the calendar year.
black_hospice_beneficiaries,number of distinct black medicare beneficiaries receiving at least one day of hospice care in the calendar year.
asian_hospice_beneficiaries,number of distinct asian medicare beneficiaries receiving at least one day of hospice care in the calendar year.
hispanic_hospice_beneficiaries,number of distinct hispanic medicare beneficiaries receiving at least one day of hospice care in the calendar year.
other_unknown_race_hospice_beneficiaries,number of distinct medicare beneficiaries of other/unknown race receiving at least one day of hospice care in the calendar year.
medicare_advantage_hospice_beneficiaries,number of distinct medicare beneficiaries enrolled in medicare advantage for at least one month and receiving at least one day of hospice care in the calendar year.
