Variable,Description
unitid,unique identification number of the institution
psgrtype,cohort type
xpgrevct,imputation field pgrevct - pell grant recipients - revised cohort
pgrevct,pell grant recipients - revised cohort
xpgexclu,imputation field pgexclu - pell grant recipients - exclusions
pgexclu,pell grant recipients - exclusions
xpgadjct,imputation field pgadjct - pell grant recipients - adjusted cohort (revised minus exclusions)
pgadjct,pell grant recipients - adjusted cohort (revised minus exclusions)
xpgcmbac,imputation field pgcmbac - pell grant recipients - number that completed a bachelors or equivalent degree within 150% of normal time
pgcmbac,pell grant recipients - number that completed a bachelors or equivalent degree within 150% of normal time
xpgcmoba,imputation field pgcmoba - pell grant recipients - number that completed an award of less than 4 academic years or equivalent within 150% of normal time
pgcmoba,pell grant recipients - number that completed an award of less than 4 academic years or equivalent within 150% of normal time
xpgcmtot,imputation field pgcmtot - pell grant recipients - total number that completed an award within 150% of normal time
pgcmtot,pell grant recipients - total number that completed an award within 150% of normal time
xssrevct,imputation field ssrevct - direct subsidized loan recipients not receiving pell grants - revised cohort
ssrevct,direct subsidized loan recipients not receiving pell grants - revised cohort
xssexclu,imputation field ssexclu - direct subsidized loan recipients not receiving pell grants - exclusions
ssexclu,direct subsidized loan recipients not receiving pell grants - exclusions
xssadjct,imputation field ssadjct - direct subsidized loan recipients not receiving pell grants - adjusted cohort (revised minus exclusions)
ssadjct,direct subsidized loan recipients not receiving pell grants - adjusted cohort (revised minus exclusions)
xsscmbac,imputation field sscmbac - direct subsidized loan recipients not receiving pell grants - number completed a bachelors or equivalent within 150% of normal time
sscmbac,direct subsidized loan recipients not receiving pell grants - number completed a bachelors or equivalent within 150% of normal time
xsscmoba,imputation field sscmoba - direct subsidized loan recipients not receiving pell grants - number completed an award of less than 4 academic years within 150% of normal time
sscmoba,direct subsidized loan recipients not receiving pell grants - number completed an award of less than 4 academic years within 150% of normal time
xsscmtot,imputation field sscmtot - direct subsidized loan recipients not receiving pell grants - total number completed an award within 150% of normal time
sscmtot,direct subsidized loan recipients not receiving pell grants - total number completed an award within 150% of normal time
xnrrevct,imputation field nrrevct - did not receive pell grant or direct subsidized loan - revised cohort
nrrevct,did not receive pell grant or direct subsidized loan - revised cohort
xnrexclu,imputation field nrexclu - did not receive pell grant or direct subsidized loan - exclusions
nrexclu,did not receive pell grant or direct subsidized loan - exclusions
xnradjct,imputation field nradjct - did not receive pell grant or direct subsidized loan - adjusted cohort (revised minus exclusions)
nradjct,did not receive pell grant or direct subsidized loan - adjusted cohort (revised minus exclusions)
xnrcmbac,imputation field nrcmbac - did not receive pell grant or direct subsidized loan - number that completed a bachelors or equivalent degree within 150% of normal time
nrcmbac,did not receive pell grant or direct subsidized loan - number that completed a bachelors or equivalent degree within 150% of normal time
xnrcmoba,imputation field nrcmoba - did not receive pell grant or direct subsidized loan - number that completed an award of less than 4 academic years within 150% of normal time
nrcmoba,did not receive pell grant or direct subsidized loan - number that completed an award of less than 4 academic years within 150% of normal time
xnrcmtot,imputation field nrcmtot - did not receive pell grant or direct subsidized loan - total number that completed an award within 150% of normal time
nrcmtot,did not receive pell grant or direct subsidized loan - total number that completed an award within 150% of normal time
xttrevct,imputation field ttrevct - total revised cohort
ttrevct,total revised cohort
xttexclu,imputation field ttexclu - total exclusions
ttexclu,total exclusions
xttadjct,imputation field ttadjct - total adjusted cohort
ttadjct,total adjusted cohort
xttcmbac,imputation field ttcmbac - total number that completed a bachelors or equivalent degree within 150% of normal time
ttcmbac,total number that completed a bachelors or equivalent degree within 150% of normal time
xttcmoba,imputation field ttcmoba - total number that completed an award of less than 4 academic years within 150% of normal time
ttcmoba,total number that completed an award of less than 4 academic years within 150% of normal time
xttcmtot,imputation field ttcmtot - total number that completed an award within 150% of normal time
ttcmtot,total number that completed an award within 150% of normal time
