Variable,Description
aceadned,did an adult make sure basic needs were met
aceadsaf,did an adult make you feel safe and protected
acedeprs,"live with anyone depressed, mentally ill, or suicidal?"
acedivrc,were your parents divorced/seperated?
acedrink,live with a problem drinker/alcoholic?
acedrugs,live with anyone who used illegal drugs or abused prescriptions?
acehurt1,how often did a parent physically hurt you in any way?
acehvsex,how often did anyone ever force you to have sex?
aceprisn,live with anyone who served time in prison or jail?
acepunch,how often did your parents beat each other up?
aceswear,how often did a parent swear at you?
acetouch,how often did anyone ever touch you sexually?
acetthem,how often did anyone make you touch them sexually?
addepev3,(ever told) you had a depressive disorder
alcday5,days in past 30 had alcoholic beverage
arthdis2,does arthritis affect whether you work
arthedu,ever taken class in managing arthritis or joint symptoms
arthexer,dr. suggest use of physical activity or exercise for arthritis or joint symptoms
asthma3,ever told had asthma
asthnow,still have asthma
avedrnk3,avg alcoholic drinks per day in past 30
birthsex,are you male or female?
bldstfit,was test part of cologuard test?
bldsugar,how often check blood for glucose
blind,blind or difficulty seeing
bphigh6,ever told blood pressure high
bpmeds,currently taking blood pressure medication
cadult1,are you 18 years of age or older?
cageg,four level child age
caregiv1,provided regular care for family or friend
casthdx2,hlth pro ever said child has asthma
casthno2,child still have asthma?
cclghous,do you live in college housing?
cdassist,need assistance with day-to_day activities due to confusion or memory loss
cddiscus,have you discussed your confusion or memory loss with a health care professional?
cdhelp,when you need help with day-to-day activities are you able to get it
cdhouse,given up day-to-day chores due to confusion or memory loss
cdsocial,does confusion or memory loss interfere with work or social activities
cellfon5,is this a cell phone?
cellsex,are you male or female?
celphon1,cellular telephone
cervscrn,have you ever had a cervical cancer screening test?
chccopd3,ever told you had c.o.p.d. emphysema or chronic bronchitis?
chckdny2,ever told you have kidney disease?
chcocncr,(ever told) you had any other types of cancer?
chcscncr,(ever told) you had skin cancer?
checkup1,length of time since last routine checkup
children,number of children in household
chkhemo3,times checked for glycosylated hemoglobin
cholchk3,how long since cholesterol checked
cholmed3,currently taking medicine for high cholesterol
cimemlos,have you experienced confusion or memory loss that is happening more often or is getting worse?
cncrage,age told had cancer
cncrdiff,how many types of cancer?
cncrtyp1,type of cancer
colghous,do you live in college housing?
colgsex,are you male or female?
colncncr,ever had any other kind of test for colorectal cancer
colnsigm,"ever had a colonoscopy, sigmoidoscopy, or both"
colntes1,how long has it been since you had colonoscopy?
cpdemo1b,do you have a cell phone for personal use?
crgvalzd,does person being cared for have alzheimer´s disease?
crgvexpt,do you expect to have a relative you will need to provide care for?
crgvhou1,managed household tasks
crgvhrs1,how many hours do you provide care for person?
crgvlng1,how long provided care for person.
crgvper1,managed personal care
crgvprb3,"what is the major health problem, illness, disability for care for person?"
crgvrel4,relationship of person to whom you are giving care?
crvclcnc,time since last cervical cancer screening test
crvclhpv,have an h.p.v. test and recent cervical cancer screening
crvclpap,have a pap test and recent cervical cancer screening
csrvclin,participate in clinical trial as part of cancer treatment?
csrvctl2,is pain under control?
csrvdein,ever denied insurance coverage because of your cancer?
csrvdoc1,what type of doctor provides majority of your care
csrvinsr,did health insurance pay for all of your cancer treatment
csrvinst,instructions written or printed
csrvpain,currently have physical pain from cancer or treatment?
csrvrtrn,ever receive instructions from a doctor for follow-up check-ups
csrvsum,did you receive a summary of cancer treatments received
csrvtrt3,currently receiving treatment for cancer
cstate1,do you currently live in ____(state)____?
ctelenm1,correct telephone number?
ctelnum1,correct phone number?
cvdcrhd4,ever diagnosed with angina or coronary heart disease
cvdinfr4,ever diagnosed with heart attack
