Variable,Description
caseid,case identification number
lst,state abbreviations
mhintake,offers mental health intake services (q.a1)
mhdiageval,offers mental health diagnostic evaluation (q.a1)
mhreferral,offers mental health information and referral services (q.a1)
treatmt,offers substance abuse treatment services (q.a1)
adminserv,offers administrative services (q.a1)
settingip,24-hour hospital inpatient (q.a3)
settingrc,24-hour residential (q.a3)
settingdtph,partial hospitalization/day treatment (q.a3)
settingop,outpatient (q.a3)
facilitytype,facility type (q.a4)
focus,primary focus (q.a7)
ownershp,ownership (q.a9)
publicagency,public agency or department (q.a9a)
relig,facility is affiliated with a religious organization (q.a10)
treatpsychothrpy,individual psychotherapy (q.a11)
treatfamthrpy,couples/family therapy (q.a11)
treatgrpthrpy,group therapy (q.a11)
treatcogthrpy,cognitive behavioral therapy (q.a11)
treatdialthrpy,dialectical behavior therapy (q.a11)
treatbehavmod,behavior modification (q.a11)
treatdualmhsa,integrated dual disorders treatment (q.a11)
treattraumathrpy,trauma therapy (q.a11)
treatactvtythrpy,activity therapy (q.a11)
treatelectro,electroconvulsive therapy (q.a11)
treattelemedince,telemedicine therapy (q.a11)
treatpsychomed,psychotropic medication (q.a11)
treatoth,other (q.a11)
notreat,none of these mental health treatment approaches are offered (q.a11)
assertcomm,assertive community treatment (act) (q.a12)
mhintcasemgmt,intensive case management (icm) (q.a12)
mhcasemgmt,case management (cm) (q.a12)
mhcourtordered,court-ordered outpatient treatment (q.a12)
mhchronic,chronic disease/illness management (cdm) (q.a12)
illnessmgmt,illness management and recovery (imr) (q.a12)
primarycare,integrated primary care services (q.a12)
dietexercounsel,diet and exercise counseling (q.a12)
fampsyched,family psychoeducation (q.a12)
mheducation,education services (q.a12)
mhhousing,housing services (q.a12)
supphousing,supported housing (q.a12
mhpsychrehab,psychosocial rehabilitation services (q.a12)
mhvocrehab,vocational rehabilitation services (q.a12)
suppemploy,supported employment (q.a12)
fostercare,therapeutic foster care (q.a12)
mhlegal,legal advocacy (q.a12)
mhemgcy,psychiatric emergency walk-in services (q.a12)
mhsuicide,suicide prevention services (q.a12)
mhconsumer,consumer-run (peer support) services (q.a12)
mhtobaccouse,screening for tobacco use (q.a12)
mhtobaccocess,smoking/tobacco cessation counseling (q.a12)
mhnicotinerep,nicotine replacement therapy (q.a12)
smokingcessation,non-nicotine smoking/tobacco cessation medications (by prescription) (q.a12) prescription) (q.a12)
mhoth,other (q.a12)
mhnosvcs,none of these services and practices are offered (q.a12)
childad,children (12 or younger) (q.a13)
adoles,adolescents (13-17) (q.a13)
youngadults,young adults (18-25) (q.a13)
adult,adults (26-64) (q.a13)
seniors,seniors (65 or older) (q.a13)
sed,children/adolescents with serious emotional disturbance (sed) (q.a14)
tayoungadults,transitional age young adults (q.a14)
spmi,persons 18 and older with serious mental illness (q.a14)
srvc63,seniors or older adults (q.a14)
alzhdementia,persons with alzheimer's or dementia (q.a14)
srvc31,persons with co-occurring mental and substance use disorders (q.a14)
specgrpeating,persons with eating disorders (q.a14)
posttraum,persons with a diagnosis of post-traumatic stress disorder (ptsd) (q.a14)
srvc116,persons who have experienced trauma (excluding persons with a ptsd diagnosis) (q.a14)
traumaticbrain,persons with traumatic brain injury (tbi) (q.a14)
srvc113,veterans (q.a14)
srvc114,active duty military (q.a14)
srvc115,members of military families (q.a14)
srvc62,"lesbian,gay,bisexual or transgender clients (lgbt) (q.a14)"
srvc61,forensic clients (referred from the court/judicial system) (q.a14)
srvc32,persons with hiv or aids (q.a14)
srvc35,other special program or group (q.a14)
nospecgrp,no dedicated or exclusively designed programs or groups are offered (q.a14)
crisisteam2,offers a crisis intervention team that handles acute mental health crisisteam2: offers a crisis intervention team that handles acute mental health issues at this facility and/or off-site (q.a15)
signlang,treatment in sign language (q.a16)
lang,treatment in language other than english (q.a17)
langprov,who provides treatment services in a language other than english (q.a17a)
lang16,staff provides treatment in spanish (q.a17a1)
lang_b,staff provides treatment in any other languages (q.a17a2)
lang1,treatment in hopi (q.a17b)
lang2,treatment in lakota (q.a17b)
lang3,treatment in navajo (q.a17b)
lang21,treatment in ojibwa (q.a17b)
lang4,treatment in yupik (q.a17b)
lang5,treatment in other american indian/alaska native language (q.a17b)
lang6,treatment in arabic (q.a17b)
lang7,treatment in any chinese language (q.a17b)
lang8,treatment in creole (q.a17b)
lang24,treatment in farsi (q.a17b)
lang9,treatment in french (q.a17b)
lang10,treatment in german (q.a17b)
lang22,treatment in greek (q.a17b)
lang25,treatment in hebrew (q.a17b)
lang26,treatment in hindi (q.a17b)
lang11,treatment in hmong (q.a17b)
