Variable,Description
basmid,unique child identifier
path,d-questionnaire path
qtype,d-survey path
rcnow,1. regular care from relative
rcweek,2. care from relative regularly scheduled
rctype,3. relative related to child
rcage,4. age of relative care provider
rcplace,5. care in home or another home
rcdays,6. days a week child receives care from relative
rchrs,7. hours a week child receives care from relative
rcstrty,8. child's age when care began from relative (years)
rcstrtm,8. child's age when care began from relative (months)
rcspeak,9. language spoken by relative when caring for child
rcsknfv,10. relative care for child sick without a fever
rcskfv,10. relative care for child sick with a fever
rcfee,11. charge for care by relative
rcrel,12. outside relative pays for care by relative
rctanf,12. tanf pays for care by relative
rcssac,12. other social service pays for care by relative
rcempl,12. employer pays for care by relative
rcother,12. someone else pays for care by relative
rccost,13. amount household pays for care by relative
rcunit,13. unit of time for cost of relative care
rccsthnx,14. number of children in household amount covers
rcothc,15. other regular care arrangements
rctlhr,16. hours each week spent in other care
ncnow,17. care from non-relative
ncweek,18. care from non-relative regularly scheduled
ncplace,19. care in own home
ncinhh,20. care provider live in household
ncdays,21. days a week child receives non-relative care
nchrs,22. hours each week child receives non-relative care
ncstrty,23. child's age when care began from non-relative
ncstrtm,23. child's age when care began from non-relative
ncalkne,24. care provider already known
ncage,25. care provider 18 or older
ncspeak,26. language spoken by non-relative when caring for
ncsknfv,27. non-relative care for child sick without a fever
ncskfv,27. non-relative care for child sick with a fever
ncrcmdpt,28. recommend care provider to another
ncfee,29. charge for care by non-relative
ncrel,30. relative pays for care by non-relative
nctanf,30. tanf pays for care by non-relative
ncssac,30. other social service pays for care by
ncempl,30. employer pays for care by non-relative
ncother,30. someone else pays for care by non-relative
nccost,31. amount household pays for care by non-relative
ncunit,31. unit of time for cost of non-relative care
nccsthnx,32. number of children in household amount covers
ncothc,33. other home-based care
nctlhr,34. total hours per week in care with non-relatives
cpnnowx,35. attending program not in private home
cpweekx,36. attend program at least once a week
cptype,37. kind of program
cpheadst,"38. kind of program, hs or ehs"
cpplacex,39. program location
cpsprlg,40. program run by religious group
cpwork,41. program location at workplace
cpdays,42. days each week child attends program
cphrs,43. hours each week child attends program
cpstrty,44. age of child when starting program (years)
cpstrtm,44. age of child when starting program (months)
cpspeak,45. language spoken by program provider when caring
cprcmdpt,46. recommend program to another
cptest,"47. provide hearing, speech, vision testing"
cpphyse,47. provide physical examinations
cpdenta,47. provide dental examinations
cpdisab,47. provide testing for learning problems
cpsknfv,47. provide care when child is sick without fever
cpskfv,47. provide care when child is sick with fever
cpfee,48. charge for program
cprel,49. relative pays for program care
cptanf,49. tanf pays for program care
cpssac,49. other social service pays for program care
cpempl,49. employer pays for program care
cpother,49. someone else pays for program care
cpcost,50. amount household pays for program care
cpunit,50. unit of time for cost of program care
cpcsthnx,51. number of children in household amount covers
cpothc,52. other care arrangements
cptlhr,53. total hours per week at daycare/preschool
pcevrhdx,54. ever attended hs or ehs
mainresn,55. reason for wanting program
ppchoic,56. good choice of program
ppdifclt,57. difficulty finding program
whydifclt,58. reason finding care was difficult
dcloa,59. importance of location
dcost,59. importance of cost
drely,59. importance of reliability
dlern,59. importance of learning activities
dchil,59. importance of child interaction with other kids
dhrop,59. importance of caregiver availability
dnbgrp,59. importance of number of children in group
drtweb,59. importance of website ratings
drecfam,59. importance of number of family recommendations
drelor,59. importance of religious orientation
habooks,60. books child owns
foreadtox,61. time spent reading to child
forddayx,62. minutes spent each time reading to child
fostoryx,"63. in the past week, times child has been told a"
fowordsx,"63. in the past week, times child has been taught"
fosang,"63. in the past week, times sang with child"
focraftsx,"63. in the past week, time spent on arts and crafts"
fodinnerx,64. eaten the evening meal together in past week
folibray,65. visited a library in the past month
fobookst,66. visited a bookstore in the past month
dpiage,67. child older or younger than 2 years
dpcolor,68. identify colors by name
dpletter,69. recognize letters of alphabet
dpcount,70. counting skills
dpname,71. ability to write first name
hapretrd,72. read by him/herself
hawordsx,73. read the words or pretend to read
haconectx,74. connected story when pretending to read
hdhealth,75. health of child
hdintdis,76. intellectual disability
hdspeechx,76. speech or language impairment
hddistrbx,76. serious emotional disturbance
hddeafimx,76. deafness or other hearing impairment
hdblindx,76. blindness or other visual impairment
hdorthox,76. orthopedic impairment
hdautismx,76. autism
hdpddx,76. pervasive developmental disorder
hdaddx,76. attention deficit disorder
hdlearnx,76. learning disability
hddelayx,76. developmental delay
hdtrbrain,76. traumatic brain injury
hdotherx,76. another health impairment
hddlyrsk,77. at-risk for delay
hdrecser,79. receiving services for condition
hdschlx,80. local school district provides services
hdgovtx,80. local health or service agency provides services
hddoctorx,"80. doctor, clinic, or other provider provides"
hdprisch,80. private school provides services
hdiepx,81. services provided by iep or ifsp
hddeviepx,82. develop/change iep
hdcommux,83. satisfied with service provider communication
hdtchr,83. satisfied with special needs teacher/therapist
hdaccomx,83. satisfied with ability to accommodate child's
hdcommitx,83. satisfied with commitment to help child
hdspcled,84. enrollment in special education classes
hdlearn,85. condition interferes with learning
hdplay,85. condition interferes with participation in play
hdout,85. condition interferes with going on outings
hdfrnds,85. condition interferes with making friends
cdobmm,86. month born
cdobyy,86. year born
cplcbrth,87. country where child born
cmoveage,88. age of child when first moved to us
chispan,"89. child spanish, hispanic, or latino"
camind,90. child race - american indian or alaska native
casian,90. child race - asian
cblack,90. child race - black or african american
cpaci,90. child race - native hawaiian or other pacific
cwhite,"90. child race, white"
chisprm,90. child hispanic - race not reported
csex,91. child sex
clivyn,92. where child lived for school year
clivelswx,93. where child spends time
cspeakx,94. language spoken by child at home
cenglprg,95. enrolled in language program
hhtotalxx,96. total people in household
hhbrosx,97. brothers
hhsissx,97. sisters
hhmom,97. mother
hhdad,97. father
hhauntsx,97. aunts
hhunclsx,97. uncles
hhgmasx,97. grandmothers
hhgpasx,97. grandfathers
hhcsnsx,97. cousins
hhprtnrsx,97. parent's girlfriend/boyfriend/partner
hhorelsx,97. other relatives
hhonrelsx,97. other non-relatives
relation,98. respondent relation to child
hhenglish,99. language spoken at home - english
hhspanish,99. language spoken at home - spanish
hhfrench,99. language spoken at home - french
hhchinese,99. language spoken at home - chinese
hhothlang,99. language spoken at home - other
p1rel,100. first parent/guardian relation to child
p1sex,101. first parent/guardian sex
p1mrsta,102. first parent/guardian marital status
p1bfgf,103. first parent/guardian living with
p1frlng,104. first parent/guardian first language
p1speak,105. first parent/guardian language spoken most
p1plcbrth,106. first parent/guardian country where born
p1agemv,107. first parent/guardian age when first moved to us
p1hispan,"108. first parent/guardian of spanish, hispanic, or"
p1amind,109. first parent/guardian race - american indian or
p1asian,109. first parent/guardian race - asian
p1black,109. first parent/guardian race - black or african
p1paci,109. first parent/guardian race - native hawaiian or
p1white,109. first parent/guardian race - white
