Variable,Description
caseid,case identification number
state,state abbreviations
state,state abbreviations
stfips,census state fips code
stfips,census state fips code
detox,facility offers detoxification (q.1)
treatmt,facility offers substance use treatment (q.1)
smisedsud,facility offers treatment for co-occurring serious mental illness
ownershp,organization that operates the facility (q.8)
fedown,federal government agency that operates the facility (q.8a)
hospital,facility is a hospital or located in or operated by a hospital (q.24)
locs,type of hospital (q.24a)
loc5,facility operates transitional housing or a halfway house for substance
otp,facility operates an opioid treatment program (q.13)
assessment,number of assessment and pre-treatment services offered by this
testing,number of testing services offered by this facility (q.12)
medical,number of medical services offered by this facility (q.12)
transition,number of transitional services offered by this facility (q.12)
recovery,number of recovery support services offered by this facility (q.12)
education,number of education and counseling services offered by this facility
ancillary,number of ancillary services offered by this facility (q.12)
other_srvc,number of other services offered by this facility (q.12)
pharmacotherapies,number of pharmacotherapies offered by this facility (q.12)
srvc89,facility offers screening for substance abuse (q.12)
srvc90,facility offers screening for mental health disorders (q.12)
srvc1,facility offers comprehensive substance abuse assessment or diagnosis (q.12)
srvc2,facility offers comprehensive mental health assessment or diagnosis (q.12)
srvc107,facility offers screening for tobacco use (q.12)
srvc91,facility offers outreach to persons in the community who may need treatment
srvc93,facility offers interim services for clients when immediate admission is not
srvcedcon,facility offers professional interventionist/educational consultant (q.12)
srvcoral,facility offers drug and alcohol oral fluid testing (q.12)
srvc10,facility offers breathalyzer or other blood alcohol testing (q.12)
srvc11,facility offers drug or alcohol urine screening (q.12)
srvc73,facility offers screening for hepatitis b (q.12)
srvc74,facility offers screening for hepatitis c (q.12)
srvc14,facility offers hiv testing (q.12)
srvc15,facility offers std testing (q.12)
srvc16,facility offers tb screening (q.12)
srvcmeta,facility offers testing for metabolic syndrome (q.12)
srvchav,facility offers hepatitis a (hav) vaccination (q.12)
srvchbv,facility offers hepatitis b (hbv) vaccination (q.12)
srvc37,facility offers discharge planning (q.12)
srvc27,facility offers aftercare/continuing care (q.12)
srvcoded,facility offers naloxone and overdose education (q.12)
srvcoutcm,facility offers outcome follow-up after discharge (q.12)
srvc97,facility offers mentoring/peer support (q.12)
srvc102,facility offers self-help groups (q.12)
srvc39,facility offers assistance in locating housing for clients (q.12)
srvc38,facility offers employment counseling or training for clients (q.12)
srvc36,"facility offers assistance with obtaining social services (for example,"
srvccoach,facility offers recovery coach (q.12)
srvc24,"facility offers hiv or aids education, counseling, or support (q.12)"
srvc104,"facility offers hepatitis education, counseling, or support (q.12)"
srvc99,facility offers health education other than hiv/aids or hepatitis (q.12)
srvc100,facility offers substance abuse education (q.12)
srvc105,facility offers smoking/tobacco cessation counseling (q.12)
srvc6,facility offers individual counseling (q.12)
srvc5,facility offers group counseling (q.12)
srvc4,facility offers family counseling (q.12)
srvc103,facility offers marital/couples counseling (q.12)
srvcvoced,facility offers vocational training or educational support (q.12)
srvc49,facility offers case management services (q.12)
srvc96,facility offers social skills development (q.12)
srvc50,facility offers child care for clients' children (q.12)
srvc52,facility offers domestic (family or partner) violence services (q.12)
srvc98,facility offers early intervention for hiv (q.12)
srvc59,facility offers transportation assistance to treatment (q.12)
srvc101,facility offers mental health services (q.12)
srvc48,facility offers acupuncture (q.12)
srvc75,facility offers residential beds for clients' children (q.12)
srvc117,facility offers treatment services for gambling disorder (q.12)
srvc118,facility offers treatment services for internet use disorder (q.12)
srvc119,facility offers treatment services for other addiction disorder (non-substance
srvc70,facility offers disulfram (antabuse®) pharmacotherapy services (q.12)
srvc71,facility offers naltrexone (oral) pharmacotherapy services (q.12)
srvc108,"facility offers naltrexone (extended-release, injectable, for example, vivitrol®)"
srvc88,facility offers acamprosate (campral®) pharmacotherapy services (q.12)
srvc94,facility offers nicotine replacement pharmacotherapy services (q.12)
srvc106,facility offers non-nicotine smoking/tobacco cessation medications (for
srvc95,facility offers medications for psychiatric disorders (q.12)
srvc85,facility offers methadone pharmacotherapy services (q.12)
srvc87,facility offers buprenorphine with naloxone pharmacotherapy services (q.12)
srvc86,facility offers buprenorphine without naloxone pharmacotherapy services
srvc129,facility offers buprenorphine sub-dermal implant (probuphine®)
srvc130,"facility offers buprenorphine (extended-release, injectable, for example,"
srvcmedhiv,"facility offers medications for hiv treatment (for example, antiretroviral"
srvcmedhcv,"facility offers medications for hepatitis c (hcv) treatment (for example,"
srvcmedlofe,facility offers lofexidine pharmacotherapy services (q.12)
srvcmedclon,facility offers clonidine pharmacotherapy services (q.12)
srvc30,facility has a tailored program for adolescents (q.19a)
srvc120,facility has a tailored program for young adults (q.19a)
srvc34,facility has a tailored program for adult women (q.19a)
srvc33,facility has a tailored program for pregnant/postpartum women (q.19a)
srvc64,facility has a tailored program for adult men (q.19a)
srvc63,facility has a tailored program for seniors or older adults (q.19a)
srvc62,"facility has a tailored program for lesbian, gay, bisexual, transgender (lgbt)"
srvc113,facility has a tailored program for veterans (q.19a)
srvc114,facility has a tailored program for active duty military (q.19a)
srvc115,facility has a tailored program for members of military families (q.19a)
srvc61,facility has a tailored program for criminal justice clients (other than dui/dwi)
srvc31,facility has a tailored program for clients with co-occurring mental and
srvcpainsa,facility has a tailored program for clients with co-occurring pain and
srvc32,facility has a tailored program for clients with hiv or aids (q.19a)
srvc121,facility has a tailored program for clients who have experienced sexual abuse
srvc122,facility has a tailored program for clients who have experienced intimate
srvc116,facility has a tailored program for clients who have experienced trauma
srvc35,facility has a tailored program for other types of clients (q.19a)
ctype4,facility offers any hospital inpatient substance abuse services (q.9)
ctypehi1,facility offers hospital inpatient detoxification (q.9a)
ctypehi2,facility offers hospital inpatient treatment services (q.9a)
ctype7,facility offers non-hospital residential treatment services (q.10)
ctyperc1,facility offers non-hospital residential detoxification (q.10a)
ctyperc3,facility offers non-hospital residential short-term treatment (q.10a)
ctyperc4,facility offers non-hospital residential long-term treatment (q.10a)
ctype1,facility offers any outpatient substance abuse services (q.11)
ctype6,facility offers outpatient detoxification (q.11a)
ctypeml,facility offers outpatient methadone/buprenorphine maintenance or
ctypeop,facility offers outpatient day treatment or partial hospitalization (q.11a)
ctype2,facility offers intensive outpatient treatment services (q.11a)
ctype3,facility offers regular outpatient treatment services (q.11a)
signlang,facility provides substance use treatment services in sign language (q.17)
lang,facility provides substance use treatment in a language other than english
lang1,staff counselors provide substance use treatment in hopi (q.18b)
lang2,staff counselors provide substance use treatment in lakota (q.18b)
