Variable,Description
acceli42,pers eligible for access supplement-r4/2
actdty31,military full-time active duty - r3/1
actdty42,military full-time active duty - r4/2
actdty53,military full-time active duty - r5/3
actlim31,any limitation work/housewrk/schl-rd 3/1
adacls42,saq 4wks:accmp less b/c phy prbs vr-12
adage42,saq: survey age
adblds42,saq 12 mths: at home blood stool test
adbmi42,saq: adult body mass index (>17)-rd 4/2
adbndn42,saq: bone density scan
adbpck42,saq 24 mths: dr check blood pressure
adbrst42,saq: have brst cancer\brst removed
adbrtc42,saq 12 mths: birth control counseling
adchlc42,saq 5 yrs: dr check cholesterol
adclim42,saq: hlth limits climbing stairs vr-12
adclns42,saq 10 yrs: had colonoscopy
adcmpm42,saq: date completed - month
adcmpy42,saq: date completed - year
adcoln42,saq: had colon cancer/colon removed
addaya42,saq: hlth limits mod activities vr-12
addprs42,saq 2 wks: felt down/depressed/hopeless
addscu42,saq: discuss aspirin preventive use
adefrt42,saq 30 days: how oftn everythng an effort
ademls42,saq 4wks: accmp less b/c mnt prbs vr-12
adengy42,saq 4wks: had a lot of energy vr-12
adflst42,saq 12 mths: flu vaccination
adgenh42,saq: health in general vr-12
adhdaddx,adhd/add diagnosis (5-17)
adhdaged,age of diagnosis-adhd/add
adhope42,saq 30 days: how often felt hopeless
adintr42,saq 2 wks: little interest in things
adkalc42,saq 12 mths: asked alcohol consumption
adlang42,saq: language of saq interview
adlhlp31,adl screener - rd 3/1
admdvt42,saq: last time dr visit
admmgr42,saq 2 yrs: had mammogram
admood42,saq 12 mths: dr ask anxious/deprssed
admwcf42,saq 4wks:work limt b/c mnt probs vr-12
adnerv42,saq 30 days: how often felt nervous
adnoap42,saq: can't take asprin for med reason
adoftb42,saq 12 mths: how often use tobacco
adostp42,saq: dx with osteoporosis
adpain42,saq 4wks: pain limits normal work vr-12
adpap42,saq 5 yrs: had pap smear test
adpapg42,saq: age at last pap smear test
adpcfl42,saq 4wks: felt calm/peaceful vr-12
adpneu42,saq: ever had pneumonia shot
adpros42,saq: had prostate cancer
adprox42,saq: relationship of proxy to adult
adprst42,saq 4wks: felt downhearted/depr vr-12
adpsag42,saq: age last psa test
adqthp42,saq 12 mths: dr advs oth way quit tobac
adqtmd42,saq 12 mths: dr advs meds to quit tobac
adqttb42,saq 12 mths: did dr advise quit tobacco
adrest42,saq 30 days: how often felt restless
adrnk442,saq 12 mths: had 4+ drinks per day
adrnk542,saq 12 mths: had 5+ drinks per day
adsad42,saq 30 days: how often felt sad
adsex42,saq: survey gender
adsgmd42,saq 5 yrs: had sigmoidoscopy
adshng42,saq: ever had shingles vaccine
adsoca42,saq 4wks: hlth stopped soc activ vr-12
adstal42,saq: 12 mths: advised to stop alcohol
adtbac42,saq 12 mths: did dr ask about tobacco
adutrm42,saq: had hystrctmy/crvcl cancer
adwghd42,saq 12 mths: weighed by professional
adwklm42,saq 4wks:work limt b/c phy probs vr-12
adwrth42,saq 30 days: how often felt worthless
adwtad42,saq 12 mths: weight management advice
afrdca42,could not afford med care-r4/2
afrddn42,could not afford dental care-r4/2
afrdpm42,could not afford pmed care-r4/2
afthou42,how diff contact usc aft hours-r4/2
age18x,age as of 12/31/18 (edited/imputed)
age31x,age - r3/1 (edited/imputed)
age42x,age - r4/2 (edited/imputed)
age53x,age - r5/3 (edited/imputed)
agelast,person's age last time eligible
aidhlp31,used assistive devices - rd 3/1
aliimp18,alimony income imputation flag
alimp18x,person's alimony income
angiaged,age of diagnosis-angina
angidx,angina diagnosis (>17)
anylmi18,"any limitation in p22r3,4/p23r1,2"
