Variable,Description
caseid,case identification number
state,state abbreviations
detox,offer detoxification (q.1)
treatmt,offer substance abuse treatment (q.1)
ownershp,ownership (q.7)
fedown,federal government agency (q.7a)
hospital,located in/operated by hospital (q.9)
locs,hospital type (q.9a)
assessment,number of assessment services offered (q.11)
testing,number of testing services offered (q.11)
transition,number of transition services offered (q.11)
ancillary,number of ancillary services offered (q.11)
other_srvc,number of other services offered (q.11)
srvc75,ancillary services — residential beds for children (q.11)
srvc71,pharmacotherapies — naltrexone (oral) (q.11)
srvc108,"pharmacotherapies — naltrexone (extended release, injectable) (q.11)"
srvc85,pharmacotherapies — methadone (q.11)
srvc87,pharmacotherapies — buprenorphine with naloxone (suboxone®) (q.11)
srvc86,pharmacotherapies — buprenorphine without naloxone (q.11)
srvc129,pharmacotherapies — buprenorphine sub-dermal implant (probuphine®)
srvc70,pharmacotherapies — disulfiram (antabuse®) (q.11)
srvc88,pharmacotherapies — acamprosate (campral®) (q.11)
srvc94,pharmacotherapies — nicotine replacement (q.11)
srvc106,pharmacotherapies — non-nicotine smoking/tobacco cessation
srvc95,pharmacotherapies — medications for psychiatric disorders (q.11)
otp,operate an opioid treatment program (q.12)
onlyoud,does this facility serve only opioid use disorder clients? (q.12a)
opioidmaint,maintenance services with methadone or buprenorphine (q.12b)
opioidwdraw,maintenance services with medically supervised withdrawal after
opioiddetox,detoxification services with methadone or buprenorphine (q.12b)
opioidnal,relapse prevention with naltrexone (vivitrol®) (q.12b)
compsat,use frequency of computerized substance abuse treatment (q.14)
dui_dwi,program for dui/dwi/other offenders (q.16)
onlydui,all substance abuse treatment clients identified as dui/dwi offenders
signlang,treatment in sign language — y/n (q.17)
lang,treatment in language other than english — y/n (q.18)
lang16,do staff counselors provide substance abuse treatment in spanish?
lang1,treatment in hopi (q.18b)
lang2,treatment in lakota (q.18b)
lang3,treatment in navajo (q.18b)
lang21,treatment in ojibwa (q.18b)
lang4,treatment in yupik (q.18b)
lang5,treatment in other american indian/alaskan native language (q.18b)
lang6,treatment in arabic (q.18b)
lang7,treatment in chinese (q.18b)
lang8,treatment in creole (q.18b)
lang24,treatment in farsi (q.18b)
lang9,treatment in french (q.18b)
lang10,treatment in german (q.18b)
lang22,treatment in greek (q.18b)
lang25,treatment in hebrew (q.18b)
lang26,treatment in hindi (q.18b)
lang11,treatment in hmong (q.18b)
lang19,treatment in italian (q.18b)
lang23,treatment in japanese (q.18b)
lang12,treatment in korean (q.18b)
lang13,treatment in polish (q.18b)
lang14,treatment in portuguese (q.18b)
lang15,treatment in russian (q.18b)
lang20,treatment in tagalog (q.18b)
lang17,treatment in vietnamese (q.18b)
lang18,treatment in other language (q.18b)
srvc30,specific program/group for adolescents (q.19a)
srvc34,specific program/group for adult women (q.19a)
srvc33,specific program/group for pregnant/postpartum women (q.19a)
srvc64,specific program/group for adult men (q.19a)
srvc63,specific program/group for seniors (q.19a)
srvc62,specific program/group for clients who identified as
srvc113,specific program/group for veterans (q.19a)
srvc114,specific program/group for active duty military (q.19a)
srvc115,specific program/group for military families (q.19a)
srvc61,specific program/group for criminal justice clients (q.19a)
srvc31,specific program/group for co-occurring substance abuse and mental
srvc32,specific program/group for persons living with hiv/aids (q.19a)
srvc116,specific program/group for persons who have experienced trauma
ctype4,hospital inpatient substance abuse care offered (q.20)
ctypehi1,hospital inpatient detoxification care offered (q.20a)
ctypehi2,hospital inpatient treatment care offered (q.20a)
ctype7,non-hospital residential substance abuse care offered (q.21)
ctyperc1,non-hospital residential detoxification care offered (q.21a)
ctyperc3,non-hospital residential short-term treatment offered (q.21a)
ctyperc4,non-hospital residential long-term treatment offered (q.21a)
ctype1,any outpatient substance abuse care offered currently (q.22)
ctype6,outpatient detoxification offered (q.22a)
ctypeml,outpatient methadone maintenance offered (q.22a)
ctypeop,day treatment/partial hospital offered (q.22a)
ctype2,intensive outpatient treatment offered (q.22a)
ctype3,regular outpatient treatment offered (q.22a)
feescale,uses sliding fee scale (q.23)
payasst,offers no charge or free treatment (q.24)
earmark,"receive any federal, state, county, or local funds (q.25)"
revchk3,free treatment to all clients (q.26)
revchk1,accepts cash or self-payment (q.26)
revchk8,accepts medicare payments (q.26)
revchk5,accepts medicaid payments (q.26)
revchk10,accepts state-financed health insurance (q.26)
revchk15,accepts federal military insurance (q.26)
revchk2,accepts private health insurance (q.26)
revchk17,accepts ihs/638 contract care funds (q.26)
loc5,"setting, halfway house (q.35)"
licen,licensed/certified/accredited by hospital or state authority (q.37)
accred,licensed/certified/accredited by jc/carf/ncqa/coa/hfap (q.37)
himetnum,total methadone inpatients — for otp facilities (q.29c)
rcmetnum,total methadone residential — for otp facilities (q.30c)
opmetnum,total methadone outpatients — for otp facilities (q.31c)
himatnum,"inpatient — total mat clients — march 31, 2017 (q.29c)"
opmatnum,"outpatient — total mat clients — march 31, 2017 (q.31c)"
rcmatnum,"residential — total mat clients — march 31, 2017 (q.30c)"
rcvivnum,total naltrexone residential (q.30c)
opbupnum,total buprenorphine outpatients (q.31c)
opvivnum,total naltrexone outpatients (q.31c)
hibupnum,total buprenorphine inpatients (q.29c)
hivivnum,total naltrexone inpatients (q.29c)
rcbupnum,total buprenorphine residential (q.30c)
resbed,total beds designated — residential clients (q.30d)
hospbed,total beds designated — hospital inpatient clients (q.29d)
r_age1,residential clients under 18 years old (q.30b)
o_age1,outpatient clients under 18 years old (q.31b)
h_age1,hospital inpatient clients under 18 years old (q.29b)
b_pct,percent of clients treated for both alcohol and drug abuse (q.32)
a_pct,percent of clients treated for only alcohol abuse (q.32)
d_pct,percent of clients treated for only drug abuse (q.32)
srvc89,assessment services — screening for substance abuse (q.11)
srvc90,assessment services — screening for mental health disorders (q.11)
srvc1,assessment services — comprehensive substance abuse assessment or
srvc2,assessment services — comprehensive mental health assessment or
srvc91,assessment services — outreach to persons in the community who may
srvc93,assessment services — interim services for clients when immediate
srvc107,assessment services — screening for tobacco use (q.11)
srvc10,testing — breathalyzer or other blood alcohol testing (q.11)
srvc11,testing — drug or alcohol urine screening (q.11)
srvc73,testing — screening for hepatitis b (q.11)
srvc74,testing — screening for hepatitis c (q.11)
srvc14,testing — hiv testing (q.11)
srvc15,testing — std testing (q.11)
srvc16,testing — tb screening (q.11)
srvc37,transitional services — discharge planning (q.11)
srvc27,transitional services — aftercare/continuing care (q.11)
