Variable,Description
acceli42,pers eligible for access supplement-r4/2
actdty31,military full-time active duty - r3/1
actdty42,military full-time active duty - r4/2
actdty53,military full-time active duty - r5/3
actlim31,any limitation work/housewrk/schl - rd 3/1
actlim53,any limitation work/housewrk/schl - rd 5/3
adacls42,saq 4wks:accmp less b/c phy prbs vr-12
adappt42,saq 12 mos: # visits to med off for care
adclim42,saq: hlth limits climbing stairs vr-12
adcmpm42,saq: date completed - month
adcmpy42,saq: date completed - year
addaya42,saq: hlth limits mod activities vr-12
addprs42,saq 2 wks: felt down/depressed/hopeless
adefrt42,saq 30 days: how oftn everythng an effort
ademls42,saq 4wks: accmp less b/c mnt prbs vr-12
adengy42,saq 4wks: had a lot of energy vr-12
adexpl42,saq 12 mos: doc explained so understood
adezun42,saq 12 mos: dr given instr. ez undrstd
adffrm42,saq 12 mos: had to fill out/sign forms
adfhlp42,saq 12 mos: offrd help filling out forms
adgenh42,saq: health in general vr-12
adhdaddx,adhd/add diagnosis (5-17)
adhdaged,age of diagnosis-adhd/add
adhecr42,saq 12 mos: rating of health care
adhope42,saq 30 days: how often felt hopeless
adilcr42,saq 12mos: ill/injury needing immed care
adilww42,saq 12 mos: got care when needed ill/inj
adinsa42,saq: do not need health insurance
adinsb42,saq: health insurance not worth cost
adinst42,saq 12 mos: dr gave spcifc instrctns
adintr42,saq 2 wks: little interest in things
adlang42,saq: language of saq interview
adlhlp31,adl screener - rd 3/1
adlhlp53,adl screener - rd 5/3
adlist42,saq 12 mos: doctor listened to you
admwcf42,saq 4wks:work limt b/c mnt probs vr-12
adnerv42,saq 30 days: how often felt nervous
adnsmk42,saq 12mos: dr advised to quit smoking
adover42,saq: can overcome ills without med help
adpain42,saq 4wks: pain limits normal work vr-12
adpcfl42,saq 4wks: felt calm/peaceful vr-12
adprox42,saq: relationship of proxy to adult
adprst42,saq 4wks: felt downhearted/depr vr-12
adprtm42,saq 12 mos: dr spent enuf time with you
adresp42,saq 12 mos: dr showed respect
adrest42,saq 30 days: how often felt restless
adrisk42,saq: more likely to take risks
adrtcr42,saq 12 mos: made appt routine med care
adrtww42,saq 12 mos: got med appt when wanted
adsad42,saq 30 days: how often felt sad
adsmok42,saq: currently smoke
adsnsp42,saq 12mos: how esy to see specialist
adsoca42,saq 4wks: hlth stopped soc activ vr-12
adspcl42,saq 12 mos: needed to see specialist
adtlhw42,saq 12 mos: dr asked r desc how follow
adupro42,prblm getting along w/adults (5-17)-r4/2
adwklm42,saq 4wks:work limt b/c phy probs vr-12
adwrth42,saq 30 days: how often felt worthless
afrdca42,could not afford med care-r4/2
afrddn42,could not afford dental care-r4/2
afrdpm42,could not afford pmed care-r4/2
afthou42,how diff contact usc aft hours-r4/2
age21x,age as of 12/31/21 (edited/imputed)
age31x,age - r3/1 (edited/imputed)
age42x,age - r4/2 (edited/imputed)
age53x,age - r5/3 (edited/imputed)
agelast,person's age last time eligible
aidhlp31,used assistive devices - rd 3/1
aidhlp53,used assistive devices - rd 5/3
aliimp21,alimony income imputation flag
alimp21x,person's alimony income
angiaged,age of diagnosis-angina
angidx,angina diagnosis (>17)
anylmi21,"any limitation in p23r7,8/p24r5,6,7/p25r3,4/
p26r1,2,3"
arthaged,age of diagnosis-arthritis
arthdx,arthritis diagnosis (>17)
arthtype,type of arthritis diagnosed (>17)
asacut31,used acute pres inhaler last 3 mos - rd 3/1
asacut53,used acute pres inhaler last 3 mos - rd 5/3
asatak31,asthma attack last 12 mos- rd 3/1
asatak53,asthma attack last 12 mos- rd 5/3
