Variable,Description
q1,how old are you
q2,what is your sex
q3,in what grade are you
q4,are you hispanic/latino
q5,what is your race
q6,how tall are you
q7,how much do you weigh
q8,seat belt use
q9,riding with a drinking driver
q10,drinking and driving
q11,texting and driving
q12,weapon carrying
q13,weapon carrying at school
q14,gun carrying past 12 mos
q15,safety concerns at school
q16,threatened at school
q17,physical fighting
q18,physical fighting at school
q19,ever been physically forced sexual intercourse
q20,sexual violence
q21,sexual dating violence
q22,physical dating violence
q23,bullying at school
q24,electronic bullying
q25,sad or hopeless
q26,considered suicide
q27,made a suicide plan
q28,attempted suicide
q29,injurious suicide attempt
q30,ever cigarette use
q31,initiation of cigarette smoking
q32,current cigarette use
q33,smoked >10 cigarettes
q34,electronic vapor product use
q35,current electronic vapor product use
q36,evp from store
q37,current smokeless tobacco use
q38,current cigar use
q39,all tobacco product cessation
q40,ever alcohol use
q41,initiation of alcohol use
q42,current alcohol use
q43,source of alcohol
q44,current binge drinking
q45,largest number of drinks
q46,ever marijuana use
q47,initiation of marijuana use
q48,current marijuana use
q49,ever cocaine use
q50,ever inhalant use
q51,ever heroin use
q52,ever methamphetamine use
q53,ever ecstasy use
q54,ever synthetic marijuana use
q55,ever steroid use
q56,ever prescription pain medicine use
q57,illegal injected drug use
q58,illegal drugs at school
q59,ever sexual intercourse
q60,sex before 13 years
q61,multiple sex partners
q62,current sexual activity
q63,alcohol/drugs and sex
q64,condom use
q65,birth control pill use
q66,sex of sexual contacts
q67,sexual identity
q68,perception of weight
q69,weight loss
q70,fruit juice drinking
q71,fruit eating
q72,green salad eating
q73,potato eating
q74,carrot eating
q75,other vegetable eating
q76,no soda drinking
q77,no milk drinking
q78,breakfast eating
q79,physical activity >= 5 days
q80,television watching
q81,how many hours/day play video games
q82,pe attendance
q83,sports team participation
q84,concussion
q85,hiv testing
q86,oral health care
q87,asthma
q88,hours of sleep on school night
q89,grades in school
q90,drive when using marijuana
q91,ever used hallucinogenic drugs
q92,sports drinks
q93,plain water
q94,food allergies
q95,muscle strengthening
q96,indoor tanning
q97,sunburn
q98,difficulty concentrating
q99,how well speak english
qn8,rarely or never wore a seat belt
qn9,rode with a driver who had been drinking alcohol
qn10,drove a car or other vehicle when they had been drinking alcohol
qn11,texted or e-mailed while driving a car or other vehicle
qn12,carried a weapon
qn13,carried a weapon on school property
qn14,carried a gun
qn15,did not go to school because they felt unsafe at school or on their way to or from school
qn16,were threatened or injured with a weapon on school property
qn17,were in a physical fight
qn18,were in a physical fight on school property
qn19,were ever physically forced to have sexual intercourse
qn20,experienced sexual violence
qn21,experienced sexual dating violence
qn22,experienced physical dating violence
qn23,were bullied on school property
qn24,were electronically bullied
qn25,felt sad or hopeless
qn26,seriously considered attempting suicide
qn27,made a plan about how they would attempt suicide
qn28,attempted suicide
qn29,"had a suicide attempt that resulted in an injury, poisoning, or overdose that had to be treated by a doctor or nurse"
qn30,ever tried cigarette smoking
qn31,first tried cigarette smoking before age 13 years
qn32,currently smoked cigarettes
qn33,smoked more than 10 cigarettes per day
qn34,ever used an electronic vapor product
qn35,currently used an electronic vapor product
qn36,usually got their own electronic vapor products by buying them in a store
qn37,currently used smokeless tobacco
qn38,currently smoked cigars
qn39,tried to quit using all tobacco products
qn40,ever drank alcohol
qn41,had their first drink of alcohol before age 13 years
qn42,currently drank alcohol
qn43,usually got the alcohol they drank by someone giving it to them
qn44,currently were binge drinking
qn45,reported that the largest number of drinks they had in a row was 10 or more
qn46,ever used marijuana
qn47,tried marijuana for the first time before age 13 years
qn48,currently used marijuana
qn49,ever used cocaine
