Variable,Description
rectype,record type
srvy_yr,year of the national health interview survey
hhx,randomly assigned household number unique to a household
wtfa_c,weight - final annual
urbrrl,2013 nchs urban-rural classification scheme for counties
region,household region
pstrat,pseudo-stratum for public-use file variance estimation
ppsu,pseudo-psu for public-use file variance estimation
hhrespsc_flg,sample child respondent is the household respondent
intv_qrt,interview quarter
intv_mon,interview month
hhstat_c,indicates the person is the sample child
cstatnew,recoded cstat
reltivp_c,respondent's relationship to sample child
sex_c,sex of sample child
agep_c,age of sc
hisp_c,recode: hispanic ethnicity of sc
hispallp_c,single and multiple race groups with hispanic origin
raceallp_c,single and multiple race groups
hisdetp_c,hispanic origin detail
afnow,full-time active duty screener
pcntlt18tc,top-coded count of persons under 18 in the household
pcnt18uptc,top-coded count of persons 18 or older in the household
pcntadlt_c,"number of adults in sample child family, top-coded 3+"
pcntkids_c,"number of children in sample child family, top-coded 3+"
over65flg_c,indicator for at least 1 person aged 65+ in sc family
mltfamflg_c,indicator for multifamily household
maxeducp_c,highest level of education of the adults in the sc's family
phstat_c,general health status
lsatis11_c,life satisfaction-number
asev_c,ever had asthma
astill_c,still have asthma
asat12m_c,asthma episode past 12m
aser12m_c,"asthma er visit, past 12m"
predib_c,ever had prediabetes
dibev_c,ever had diabetes
adhdev_c,ever had add/adhd
adhdnw_c,currently has add/adhd
idev1_c,ever had intellectual disability
idnw1_c,currently has intellectual disability
asdev_c,ever had autism
asdnw_c,currently has autism
ddev_c,ever had developmental delay
ddnw_c,currently has developmental delay
ldev_c,ever had learning disability
ldnw_c,currently has learning disability
heighttc_c,"total height in inches, public use"
weightlbtc_c,"weight without shoes (pounds), public use"
bmicat_c,"body mass index (bmi), public use"
wearglss_c,wear glasses/contact lenses
visiondf_c,difficulty seeing
hearaid_c,use hearing aid
hearingdf_c,difficulty hearing sounds
equip_c,use of equipment for mobility
noeqwlkdf_c,difficulty walking without using equipment
eqwlkdf_c,difficulty walking when using equipment
wlkdf_c,"difficulty walking, for those who do not use equipment"
noeqwlk100_c,difficulty walking 100 yards without using equipment
noeqwlk13m_c,difficulty walking 1/3 mile without using equipment
eqwlk100_c,difficulty walking 100 yards when using equipment
eqwlk13m_c,difficulty walking 1/3 mile when using equipment
wlk100_c,"difficulty walking 100 yards, for those who do not use equipment"
wlk13m_c,"difficulty walking 1/3 mile, for those who do not use equipment"
pickupdf_c,motor skills difficulty
selfcaredf_c,motor skills difficulty
undrstyou_c,child's difficulty understanding respondent
undrstchd_c,respondent's difficulty understanding child
undrstihh_c,difficulty being understood by people inside household
undrstohh_c,difficulty being understood by people outside household
learndf_c,difficulty learning things
rememberdf_c,difficulty remembering things
anxfreq_c,"how often seems anxious, nervous, or worried"
depfreq_c,how often seems sad or depressed
behdfplyg_c,difficulty playing
behkbhyg_c,"kick, bite or hit"
behdfcntr_c,difficulty controlling behavior
behdffcs_c,difficulty concentrating
behdfchg_c,difficulty with changes in routine
behdfmkfr_c,difficulty making friends
disab2_c,"the washington group short set composite disability indicator, children 2-4"
disab5_c,"the washington group short set composite disability indicator, children 5-17"
bscnwppl_c,hard time with new people
bscnwplcs_c,hard time in new places
bscchg_c,hard time with change
bschloppl_c,held by other people
bsccryalt_c,cries a lot
bscclmdwn_c,hard time calming down
bscfussy_c,fussy or irritable
bscsthe_c,hard to comfort
bscschd_c,hard to keep on schedule
bscptslp_c,hard to put to sleep
bscstyslp_c,trouble staying asleep
bscprlksl_c,hard to get sleep due to sc
schdymsstc_c,"days of school missed due to illness/injury past 12 months, top-coded"
schspedev_c,ever received special education
schsped_c,currently receives special education
schspedem_c,currently receives services for mental health
notcov_c,coverage status as used in health united states
cover_c,health insurance hierarchy
sincovde_c,single service plan - dental
sincovvs_c,single service plan - vision
sincovrx_c,single service plan - prescription
medicaid_c,medicaid recode
maxchng_c,medicaid through marketplace
maprem_c,medicaid premium
madeduc_c,medicaid deductible
mahdhp_c,medicaid hdhp
maflg_c,medicaid reassignment flag
private_c,private health insurance recode
exchange_c,"plan through health insurance exchange, nchs algorithm"
polhld1_c,policyholder for private plan 1
prplcov1_c,plan coverage for others - plan 1
prplcov1_a_c,response to prplcov1_a or prplcov2_a from adult - plan 1
plnwrkr1_c,how plan was originally obtained - plan 1
plnexchg1_c,health plan obtained through marketplace - plan 1
pln1pay1_c,paid for by self or family - plan 1
pln1pay2_c,paid for by employer or union - plan 1
pln1pay3_c,paid for by someone outside the household - plan 1
pln1pay5_c,paid for by medicaid - plan 1
pln1pay6r_c,paid for by other government program - plan 1
hicostr1_c,out-of-pocket premium cost - plan 1
prdeduc1_c,deductible - plan 1
prhdhp1_c,high deductible health plan - plan 1
hsahra1_c,health savings accounts / health reimbursement accounts - plan 1
prrxcov1_c,plan pays for prescription drug - plan 1
prdncov1_c,plan pays for dental care - plan 1
prvscov1_c,plan pays for vision care - plan 1
exchpr1_c,"exchange company coding, nchs - plan 1"
prflg_c,private reassignment flag
pxchng1_c,"marketplace or state exchange, reassigned from public to private"
prprem1_c,premium on plan reassigned from public to private
plexchpr1_c,"exchange company coding, nchs, reassigned from public to private"
polhld2_c,policyholder for private plan 2
prplcov2_c,plan coverage for others - plan 2
prplcov2_a_c,response to prplcov1_a or prplcov2_a from adult - plan 2
plnwrkr2_c,how plan was originally obtained - plan 2
plnexchg2_c,health plan obtained through marketplace - plan 2
pln2pay1_c,paid for by self or family - plan 2
pln2pay2_c,paid for by employer or union - plan 2
pln2pay3_c,paid for by someone outside the household - plan 2
pln2pay5_c,paid for by medicaid - plan 2
pln2pay6r_c,paid for by other government program - plan 2
hicostr2_c,out-of-pocket premium cost - plan 2
prdeduc2_c,deductible - plan 2
prhdhp2_c,high deductible health plan - plan 2
hsahra2_c,health savings accounts / health reimbursement accounts - plan 2
prrxcov2_c,plan pays for prescription drug - plan 2
prdncov2_c,plan pays for dental care - plan 2
prvscov2_c,plan pays for vision care - plan 2
exchpr2_c,"exchange company coding, nchs - plan 2"
chip_c,children's health insurance program (chip) recode
chxchng_c,chip through marketplace
chprem_c,pay chip premium
chdeduc_c,chip deductible
