Variable,Description
control,control number
totrooms,total number of rooms
perpovlvl,household income as percent of poverty threshold (rounded)
jacprimary,edit flag for acprimary
jacsecndry,edit flag for acsecndry
jadequacy,edit flag for adequacy
jartaccess,edit flag for artaccess
jartattract,edit flag for artattract
jartaware,edit flag for artaware
jartecon,edit flag for artecon
jartident,edit flag for artident
jartimprove,edit flag for artimprove
jartjobs,edit flag for artjobs
jartnearby,edit flag for artnearby
jartsatis,edit flag for artsatis
jartsoc,edit flag for artsoc
jasth1med,edit flag for asth1med
jasth2med,edit flag for asth2med
jasthemr,edit flag for asthemr
jasthma,edit flag for asthma
jbathexclu,edit flag for bathexclu
jbathrooms,edit flag for bathrooms
jbedrooms,edit flag for bedrooms
jbld,edit flag for bld
jchemstor,edit flag for chemstor
jcold,edit flag for cold
jcoldcost,edit flag for coldcost
jcoldeq,edit flag for coldeq
jcoldeqfreq,edit flag for coldeqfreq
jcoldhtcap,edit flag for coldhtcap
jcoldinsul,edit flag for coldinsul
jcoldother,edit flag for coldother
jcoldutil,edit flag for coldutil
jcondo,edit flag for condo
jcookfuel,edit flag for cookfuel
jcooktype,edit flag for cooktype
jcropsl,edit flag for cropsl
jdining,edit flag for dining
jdishh,edit flag for dishh
jdishwash,edit flag for dishwash
jdryer,edit flag for dryer
jdwnpaypct,edit flag for dwnpaypct
jelecamt,edit flag for elecamt
jentrysys,edit flag for entrysys
jextcord,edit flag for extcord
jfincp,edit flag for fincp
jfinrooms,edit flag for finrooms
jfireplace,edit flag for fireplace
jfirsthome,edit flag for firsthome
jfloorhole,edit flag for floorhole
jfndcrumb,edit flag for fndcrumb
jfoundtype,edit flag for foundtype
jfridge,edit flag for fridge
jfs,edit flag for fs
jfsafford,edit flag for fsafford
jfseatless,edit flag for fseatless
jfshungry,edit flag for fshungry
jfslast,edit flag for fslast
jfslostwgt,edit flag for fslostwgt
jfsmealdays,edit flag for fsmealdays
jfsnodays,edit flag for fsnodays
jfsnofood,edit flag for fsnofood
jfsskipmeal,edit flag for fsskipmeal
jfsstatus,edit flag for fsstatus
jfsworry,edit flag for fsworry
jfuseblow,edit flag for fuseblow
jgarage,edit flag for garage
jgasamt,edit flag for gasamt
jgrandhh,edit flag for grandhh
jgutrehb,edit flag for gutrehb
jhcamt,edit flag for hcamt
jhcavice,edit flag for hcavice
jhchelp,edit flag for hchelp
jhcoorr,edit flag for hcoorr
jhcownbuy,edit flag for hcownbuy
jhcowncon,edit flag for hcowncon
jhcownfore,edit flag for hcownfore
jhcownoth,edit flag for hcownoth
jhcownrefi,edit flag for hcownrefi
jhcpay,edit flag for hcpay
jhcrentevic,edit flag for hcrentevic
jhcrentfair,edit flag for hcrentfair
jhcrentllrd,edit flag for hcrentllrd
jhcrentngh,edit flag for hcrentngh
jhcrentoth,edit flag for hcrentoth
jheatfuel,edit flag for heatfuel
jheattype,edit flag for heattype
jhhadltkids,edit flag for hhadltkids
jhhage,edit flag for hhage
jhhcare,edit flag for hhcare
jhhcitshp,edit flag for hhcitshp
jhherrnd,edit flag for hherrnd
jhhgrad,edit flag for hhgrad
jhhhear,edit flag for hhhear
jhhinusyr,edit flag for hhinusyr
jhhmar,edit flag for hhmar
jhhmemry,edit flag for hhmemry
jhhmove,edit flag for hhmove
jhhnatvty,edit flag for hhnatvty
jhholdkids,edit flag for hholdkids
jhhrace,edit flag for hhrace
jhhraceas,edit flag for hhraceas
jhhracepi,edit flag for hhracepi
jhhsee,edit flag for hhsee
jhhsex,edit flag for hhsex
jhhspan,edit flag for hhspan
jhhwalk,edit flag for hhwalk
jhhyngkids,edit flag for hhyngkids
jhincp,edit flag for hincp
jhmraccess,edit flag for hmraccess
jhmreneff,edit flag for hmreneff
jhmrsale,edit flag for hmrsale
jhoa,edit flag for hoa
jhoaamt,edit flag for hoaamt
jhotwater,edit flag for hotwater
jhowbuy,edit flag for howbuy
jhrate,edit flag for hrate
jhshldtype,edit flag for hshldtype
jhudsub,edit flag for hudsub
jinsuramt,edit flag for insuramt
jkitchens,edit flag for kitchens
jkitchsink,edit flag for kitchsink
jkitexclu,edit flag for kitexclu
jlaundy,edit flag for laundy
jleadinsp,edit flag for leadinsp
jleaki,edit flag for leaki
jleakidk,edit flag for leakidk
jleakioth,edit flag for leakioth
jleakipipe,edit flag for leakipipe
jleakiplum,edit flag for leakiplum
jleakiwath,edit flag for leakiwath
jleako,edit flag for leako
jleakobase,edit flag for leakobase
jleakooth,edit flag for leakooth
jleakoroof,edit flag for leakoroof
jleakowall,edit flag for leakowall
jlotamt,edit flag for lotamt
jlotsize,edit flag for lotsize
jmaintamt,edit flag for maintamt
jmarketval,edit flag for marketval
jmgronsite,edit flag for mgronsite
jmhanchor,edit flag for mhanchor
jmhmove,edit flag for mhmove
jmhwide,edit flag for mhwide
jmilhh,edit flag for milhh
jmoldbasem,edit flag for moldbasem
jmoldbath,edit flag for moldbath
jmoldbedrm,edit flag for moldbedrm
jmoldkitch,edit flag for moldkitch
jmoldlroom,edit flag for moldlroom
jmoldother,edit flag for moldother
jmonlstocc,edit flag for monlstocc
jmortamt,edit flag for mortamt
jmovforce,edit flag for movforce
jmultigen,edit flag for multigen
jmust,edit flag for must
jmvg1cost,edit flag for mvg1cost
jmvg1loc,edit flag for mvg1loc
jmvg1per,edit flag for mvg1per
jmvg1stat,edit flag for mvg1stat
jmvg1ten,edit flag for mvg1ten
jmvg1type,edit flag for mvg1type
jmvg2cost,edit flag for mvg2cost
jmvg2loc,edit flag for mvg2loc
jmvg2per,edit flag for mvg2per
jmvg2stat,edit flag for mvg2stat
jmvg2ten,edit flag for mvg2ten
jmvg2type,edit flag for mvg2type
jmvg3cost,edit flag for mvg3cost
jmvg3loc,edit flag for mvg3loc
jmvg3per,edit flag for mvg3per
jmvg3stat,edit flag for mvg3stat
jmvg3ten,edit flag for mvg3ten
jmvg3type,edit flag for mvg3type
jnearaband,edit flag for nearaband
jnearbarcl,edit flag for nearbarcl
jneartrash,edit flag for neartrash
jnhqpcrime,edit flag for nhqpcrime
jnhqpubtrn,edit flag for nhqpubtrn
jnhqrisk,edit flag for nhqrisk
jnhqschool,edit flag for nhqschool
jnhqscrime,edit flag for nhqscrime
jnorc,edit flag for norc
jnostep,edit flag for nostep
jnotoil,edit flag for notoil
jnotoilfreq,edit flag for notoilfreq
jnowat,edit flag for nowat
jnowatfreq,edit flag for nowatfreq
jnowire,edit flag for nowire
jnrate,edit flag for nrate
jnumadults,edit flag for numadults
jnumcare,edit flag for numcare
jnumelders,edit flag for numelders
jnumerrnd,edit flag for numerrnd
jnumhear,edit flag for numhear
jnummemry,edit flag for nummemry
jnumnonrel,edit flag for numnonrel
jnumoldkids,edit flag for numoldkids
jnumpeople,edit flag for numpeople
jnumsecfam,edit flag for numsecfam
jnumsee,edit flag for numsee
jnumsubfam,edit flag for numsubfam
jnumvets,edit flag for numvets
jnumwalk,edit flag for numwalk
jnumyngkids,edit flag for numyngkids
joccapril,edit flag for occapril
joccaugust,edit flag for occaugust
joccdecem,edit flag for occdecem
joccfebru,edit flag for occfebru
joccjanur,edit flag for occjanur
joccjuly,edit flag for occjuly
joccjune,edit flag for occjune
joccmarch,edit flag for occmarch
joccmay,edit flag for occmay
joccnovem,edit flag for occnovem
joccoctob,edit flag for occoctob
joccseptem,edit flag for occseptem
joccyrrnd,edit flag for occyrrnd
joilamt,edit flag for oilamt
jotheramt,edit flag for otheramt
joutlet,edit flag for outlet
jownlot,edit flag for ownlot
jpaintpeel,edit flag for paintpeel
jpartner,edit flag for partner
jpermnear,edit flag for permnear
jperpovlvl,edit flag for perpovlvl
jplugs,edit flag for plugs
jpoolsafe,edit flag for poolsafe
jporch,edit flag for porch
jpovlvlinc,edit flag for povlvlinc
jprotaxamt,edit flag for protaxamt
jradonact,edit flag for radonact
jradonsug,edit flag for radonsug
jradontest,edit flag for radontest
jratinghs,edit flag for ratinghs
jratingnh,edit flag for ratingnh
jremodamt,edit flag for remodamt
jremodjobs,edit flag for remodjobs
jrent,edit flag for rent
jrentcntrl,edit flag for rentcntrl
jrentsub,edit flag for rentsub
jrmchange,edit flag for rmchange
jrmcommute,edit flag for rmcommute
jrmcosts,edit flag for rmcosts
jrmfamily,edit flag for rmfamily
jrmhome,edit flag for rmhome
jrmhood,edit flag for rmhood
jrmjob,edit flag for rmjob
jrmother,edit flag for rmother
jrmownhh,edit flag for rmownhh
jroach,edit flag for roach
