Variable,Description
acceli42,pers eligible for access supplement-r4/2
actdty31,military full-time active duty - r3/1
actdty42,military full-time active duty - r4/2
actdty53,military full-time active duty - r5/3
actlim31,any limitation work/housewrk/schl-rd 3/1
actlim53,any limitation work/housewrk/schl - rd 5/3
adacls42,saq 4wks:accmp less b/c phy prbs vr-12
adage42,saq: survey age
adapptrt42,saq 12 mths: counsel trtment teleph app
adblds42,saq 12 mths: at home blood stool test
adbmi42,adult body mass index (> 17) - rd 4/2
adbndn42,saq: bone density scan
adbpck42,saq 24 mths: dr check blood pressure
adbrst42,saq: have brst cancer\brst removed
adbrtc42,"saq 12 mths: birth control counseling or
info"
adchlc42,saq 5 yrs: dr check cholesterol
adclim42,saq: hlth limits climbing stairs vr-12
adclns42,saq 10 yrs: had colonoscopy
adcmpm42,saq: date completed - month
adcmpy42,saq: date completed - year
adcoln42,saq: had colon cancer/colon removed
addaya42,saq: hlth limits mod activities vr-12
addprs42,saq 2 wks: felt down/depressed/hopeless
addscu42,saq: discuss aspirin preventive use
adefrt42,saq 30 days: how oftn everythng an effort
ademls42,saq 4wks: accmp less b/c mnt prbs vr-12
adengy42,saq 4wks: had a lot of energy vr-12
adflst42,saq 12 mths: flu vaccination
adgenh42,saq: health in general vr-12
adgrptrt42,"saq 12 mths: counsel trtment in person
group"
adhdaddx,adhd/add diagnosis (5-17)
adhdaged,age of diagnosis-adhd/add
adhope42,saq 30 days: how often felt hopeless
adintr42,saq 2 wks: little interest in things
adkalc42,saq 12 mths: asked alcohol consumption
adlang42,saq: language of saq interview
adlhlp31,adl screener - rd 3/1
adlhlp53,adl screener - rd 5/3
admdvt42,saq: last time dr visit
admmgr42,saq 2 yrs: had mammogram
admntrt42,saq 12 mths: get counsel trtment medicine
admood42,saq 12 mths: dr ask anxious/deprssed
admwcf42,saq 4wks:work limt b/c mnt probs vr-12
adnerv42,saq 30 days: how often felt nervous
adnoap42,saq: can't take asprin for med reason
adnumdrk42,saq 12 mths: number drinks typical day
adoftalc42,"saq 12 mths: asked how much or often
alcohol"
adoftb42,saq 12 mths: how often use tobacco
adonltrt42,saq 12 mths: counsel trtment online
adostp42,saq: dx with osteoporosis
adpain42,saq 4wks: pain limits normal work vr-12
adpap42,saq 5 yrs: had pap smear test
adpapg42,saq: age at last pap smear test
adpcfl42,saq 4wks: felt calm/peaceful vr-12
adphontrt42,saq 12 mths: counsel trtment teleph hotline
adpneu42,saq: ever had pneumonia shot
adprobtrt42,"saq 12 mths: problem needed counsel
trtment"
adpros42,saq: had prostate cancer
adprox42,saq: relationship of proxy to adult
adprst42,saq 4wks: felt downhearted/depr vr-12
adpsag42,saq: age last psa test
adqthp42,saq 12 mths: dr advs oth way quit tobac
adqtmd42,saq 12 mths: dr advs meds to quit tobac
adqttb42,saq 12 mths: did dr advise quit tobacco
adratetrt42,"saq 12 mths: rate counsel trtment (0,
worst-10, best)"
adreltrt42,saq 12 mths: counsel trtment relig advisor
adrest42,saq 30 days: how often felt restless
adrnk442,saq 12 mths: had 4+ drinks per day
adrnk542,saq 12 mths: had 5+ drinks per day
adsad42,saq 30 days: how often felt sad
adschtrt42,saq 12 mths: counsel trtment schl resource
adsex42,saq: survey gender
adsgmd42,saq 5 yrs: had sigmoidoscopy
adshng42,saq: ever had shingles vaccine
adsleep42,saq: how often trouble with sleep
adsoca42,saq 4wks: hlth stopped soc activ vr-12
adstal42,saq 12 mths: advised to stop alcohol
adtbac42,saq 12 mths: did dr ask about tobacco
adtrtexp42,saq: worry family finance stability m health
