Variable,Description
mua_source_id,mua/p id; mua/p source id; mua/p source identification number
mua_area_cd,mua/p area code; mua/p area code (component); mua/p service area
mcd_fips_cd,minor civil division fips code; mcd code
mcd_census_cd,minor civil division census code; mcd_cd; minor civil division code
mcd_nm,minor civil division name; mcd name
mua_designation_typ_cd,designation type code; mua/p designation type code
mua_designation_typ_desc,designation type; mua/p designation type; mua/p designation type description
mua_status_cd,mua/p status code
mua_status_desc,mua/p status description; mua/p status; status
census_tract,census tract
mua_designation_dt,designation date; mua/p designation date
mua_designation_dt_txt,designation date; mua/p designation date; mua/p designation date string
mua_score,imu score; index of medical underservice score; mua/p score
mua_service_area_nm,mua/p service area name; mua/p name; service area; service area name
mua_update_dt,mua/p update date; update date
mua_update_dt_txt,mua/p update date; mua/p update date string; update date
us_mexico_border_100km_ind,u.s. - mexico border 100 kilometer indicator; la paz agreement; primary care service area u.s. - mexico border indicator; u.s. - mexico border 100 kilometer status indicator
us_mexico_border_county_ind,u.s. - mexico border county indicator; primary care service area u.s. - mexico border county indicator
state_county_fips_cd,state and county federal information processing standard code; state and county fips code; state county fips code
county_fips_cd,county or county equivalent federal information processing standard code; county fips; county fips code; countyfips
list_box_county_nm,"complete county name; county; county name; county, county name; list box county name"
county_nm,"county equivalent name; component county name; county; county (component); county equivalent; county name; county or county equivalent; county or county equivalent name; county, county equivalent; grantee county name"
county_desc,county description
region_cd,hhs region code; region code
region_nm,hhs region name; component hhs region; hhs region; region name; site hhs region
state_fips_cd,state fips code; state federal information processing standard code; state fips
state_nm,state name; component state; component state name; site state; state; state label; state/territory
state_abbr,state abbreviation; state; state code; state_cd
poverty_100_pct_num,percent of population with incomes at or below 100 percent of the u.s. federal poverty level; % of population with incomes at or below 100% of the u.s. fpl; percent of population with incomes at or below 100 percent of the usfpl
pop_age_65_over_pct,percentage of population age 65 and over; % of population age 65 and over
infant_mortality_rate,infant mortality rate
provider_1000_pop_ratio,ratio of providers per 1000 population
poverty_100_pct_num_imu,percent of population with incomes at or below 100 percent of the u.s. federal poverty level index of medical underservice score; % of population with incomes at or below 100% of the u.s. fpl imu score; percent of population with incomes at or below 100 percent of the usfpl imu score
pop_age_65_over_pct_imu,percentage of population age 65 and over imu score; % of population age 65 and over imu score; percentage of population age 65 and over index of medical underservice score
infant_mortality_rate_imu,infant mortality rate imu score; infant mortality rate index of medical underservice score
provider_1000_pop_ratio_imu,ratio of providers per 1000 population imu score; ratio of providers per 1000 population imu; ratio of providers per 1000 population index of medical underservice score
dw_record_create_dt,data warehouse record create date; data as-of-date; hrsa data warehouse processing date; snap; snapshot; snapshot date
dw_record_create_dt_txt,data warehouse record create date text; hdw processing date; hrsa data warehouse processing date; snap; snapshot date; snapshot date string; snapshot date text
primary_state_fips_cd,primary state fips code; hpsa primary state fips code; mua/p primary state fips code
primary_state_abbr,hpsa primary state abbreviation; mua/p primary state abbreviation; primary state abbreviation; state
primary_state_nm,primary state name; hpsa primary state name; mua/p primary state; primary state; state
primary_region_cd,primary hhs region code; hhs region code; hpsa primary region code; mua/p primary region code; primary region code; region code
primary_region_nm,primary hhs region name; hhs region; hpsa primary region name; mua/p primary region name; primary region
cmn_region_cd,common region code; common hhs region code; hhs region code
cmn_region_nm,common region name; common hhs region name; hhs region; hhs region name; region name
cmn_state_nm,common state name; state; state (component); state name
cmn_state_abbr,common state abbreviation; common state name; state; state abbreviation
cmn_state_fips_cd,common state fips code; state fips code
cmn_state_county_fips_cd,common state county fips code; state county fips; state county fips code
cmn_county_nm_state_abbr,common county name; common county name with state abbreviation; county; county name; proper county name and state abbreviation
break_designation_ind,break in designation; break designation
mua_comp_designation_dt,medically underserved area/population (mua/p) component designation date
mua_comp_designation_dt_txt,medically underserved area/population (mua/p) component designation date
mua_comp_geo_nm,medically underserved area/population (mua/p) component geographic name; component name
mua_comp_geo_typ_cd,medically underserved area/population (mua/p) component geographic type code
mua_comp_geo_typ_desc,medically underserved area/population (mua/p) component geographic type description
mua_comp_geo_typ_id,medically underserved area geography type surrogate key
mua_comp_last_update_dt,medically underserved area/population (mua/p) component last update date
mua_comp_status_cd,medically underserved area/population (mua/p) component status code
mua_comp_status_desc,medically underserved area/population (mua/p) component status description
mua_comp_update_dt_txt,medically underserved area/population (mua/p) component update date
mua_designation_pop,designation population in a medically underserved area/population (mua/p); mua/p population
mua_metro_ind_cd,medically underserved area/population (mua/p) metropolitan indicator
mua_metro_ind_desc,medically underserved area/population (mua/p) metropolitan description
mua_metro_ind_id,medically underserved area/population (mua/p) metropolitan indicator
mua_population_typ_cd,medically underserved area/population (mua/p) population type code; mua/p population type code
mua_population_typ_desc,medically underserved area/population (mua/p) population type; mua/p sub-type; population type
mua_population_typ_id,medically underserved area/population (mua/p) population type id
mua_res_civ_pop,medically underserved area/population (mua/p) total resident civilian population
mua_withdrawal_dt,medically underserved area/population (mua/p) withdrawal date; withdrawn date
mua_withdrawal_dt_txt,medically underserved area/population (mua/p) withdrawal date in text format
rural_status_cd,rural status code
rural_status_desc,rural status description; component rural status; rural status
provider_1000_pop,providers per 1000 population; number of providers per 1000 population
