Variable,Description
geo_id,geography
dp02_0001e,estimate!!households by type!!total households
dp02_0002e,estimate!!households by type!!total households!!family households (families)
dp02_0003e,estimate!!households by type!!total households!!family households (families)!!with own children under 18 years
dp02_0004e,estimate!!households by type!!total households!!family households (families)!!married-couple family
dp02_0005e,estimate!!households by type!!total households!!family households (families)!!married-couple family!!with own children under 18 years
dp02_0006e,"estimate!!households by type!!total households!!family households (families)!!male householder, no wife present, family"
dp02_0007e,"estimate!!households by type!!total households!!family households (families)!!male householder, no wife present, family!!with own children under 18 years"
dp02_0008e,"estimate!!households by type!!total households!!family households (families)!!female householder, no husband present, family"
dp02_0009e,"estimate!!households by type!!total households!!family households (families)!!female householder, no husband present, family!!with own children under 18 years"
dp02_0010e,estimate!!households by type!!total households!!nonfamily households
dp02_0011e,estimate!!households by type!!total households!!nonfamily households!!householder living alone
dp02_0012e,estimate!!households by type!!total households!!nonfamily households!!householder living alone!!65 years and over
dp02_0013e,estimate!!households by type!!households with one or more people under 18 years
dp02_0014e,estimate!!households by type!!households with one or more people 65 years and over
dp02_0015e,estimate!!households by type!!average household size
dp02_0016e,estimate!!households by type!!average family size
dp02_0017e,estimate!!relationship!!population in households
dp02_0018e,estimate!!relationship!!population in households!!householder
dp02_0019e,estimate!!relationship!!population in households!!spouse
dp02_0020e,estimate!!relationship!!population in households!!child
dp02_0021e,estimate!!relationship!!population in households!!other relatives
dp02_0022e,estimate!!relationship!!population in households!!nonrelatives
dp02_0023e,estimate!!relationship!!population in households!!nonrelatives!!unmarried partner
dp02_0024e,estimate!!marital status!!males 15 years and over
dp02_0025e,estimate!!marital status!!males 15 years and over!!never married
dp02_0026e,"estimate!!marital status!!males 15 years and over!!now married, except separated"
dp02_0027e,estimate!!marital status!!males 15 years and over!!separated
dp02_0028e,estimate!!marital status!!males 15 years and over!!widowed
dp02_0029e,estimate!!marital status!!males 15 years and over!!divorced
dp02_0030e,estimate!!marital status!!females 15 years and over
dp02_0031e,estimate!!marital status!!females 15 years and over!!never married
dp02_0032e,"estimate!!marital status!!females 15 years and over!!now married, except separated"
dp02_0033e,estimate!!marital status!!females 15 years and over!!separated
dp02_0034e,estimate!!marital status!!females 15 years and over!!widowed
dp02_0035e,estimate!!marital status!!females 15 years and over!!divorced
dp02_0036e,estimate!!fertility!!number of women 15 to 50 years old who had a birth in the past 12 months
dp02_0037e,"estimate!!fertility!!number of women 15 to 50 years old who had a birth in the past 12 months!!unmarried women (widowed, divorced, and never married)"
dp02_0038e,"estimate!!fertility!!number of women 15 to 50 years old who had a birth in the past 12 months!!unmarried women (widowed, divorced, and never married)!!per 1,000 unmarried women"
dp02_0039e,"estimate!!fertility!!number of women 15 to 50 years old who had a birth in the past 12 months!!per 1,000 women 15 to 50 years old"
dp02_0040e,"estimate!!fertility!!number of women 15 to 50 years old who had a birth in the past 12 months!!per 1,000 women 15 to 19 years old"
dp02_0041e,"estimate!!fertility!!number of women 15 to 50 years old who had a birth in the past 12 months!!per 1,000 women 20 to 34 years old"
dp02_0042e,"estimate!!fertility!!number of women 15 to 50 years old who had a birth in the past 12 months!!per 1,000 women 35 to 50 years old"
