Variable,Description
addepev2,ever told you had a depressive disorder
addown1,"felt down, depressed or hopeless"
adpleas1,had little pleasure doing things
adsleep,days had trouble with sleep
alcday5,days in past 30 had alcoholic beverage
asthma3,ever told had asthma
asthnow,still have asthma
avedrnk2,avg alcoholic drinks per day in past 30
bldstool,ever had blood stool test using home kit
bldsugar,how often check blood for glucose
blind,blind or difficulty seeing
cadult,are you 18 years of age or older?
caregiv1,provided regular care for family or friend
carercvd,satisfied with care received
casthdx2,hlth pro ever said child has asthma
casthno2,child still have asthma?
cclghous,do you live in college housing?
cdassist,need assistance with day-to_day activities due to confusion or memory loss
cddiscus,have you discussed your confusion or memory loss with a health care professional?
cdhelp,when you need help with day-to-day activities are you able to get it
cdhouse,given up day-to-day chores due to confusion or memory loss
cdsocial,does confusion or memory loss interfere with work or social activities
cellfon4,cellular telephone
cellfon5,is this a cell telephone?
chccopd1,"(ever told) you have (copd) chronic obstructive pulmonary disease, emphysema or chronic bronchitis?"
chckdny1,(ever told) you have kidney disease?
chcocncr,(ever told) you had any other types of cancer?
chcscncr,(ever told) you had skin cancer?
checkup1,length of time since last routine checkup
children,number of children in household
chkhemo3,times checked for glycosylated hemoglobin
cimemlos,have you experienced confusion or memory loss that is happening more often or is getting worse?
cncrage,age told had cancer
cncrdiff,how many types of cancer?
cncrtyp1,type of cancer
colghous,do you live in college housing?
copdbrth,did you have shortness of breath?
copdbtst,have you ever been given a breathing test?
copdcogh,did you have a cough?
copdflem,did you cough up phlegm?
copdsmok,how many years have you smoked tobacco products?
cpdemo1b,do you have a cell phone for personal use?
crgvexpt,do you expect to have a relative you will need to provide care for?
crgvhous,managed household tasks
crgvhrs1,how many hours do you provide care for person?
crgvlng1,how long provided care for person.
crgvmst3,which support do you most need that you are not getting?
crgvpers,managed personal care
crgvprb2,"what is the major health problem, illness, disability for care for person?"
crgvrel2,relationship of person to whom you are giving care?
csrvclin,participate in clinical trial as part of cancer treatment?
csrvctl1,is pain under control?
csrvdein,ever denied insurance coverage because of your cancer?
csrvdoc1,what type of doctor provides majority of your care
csrvinsr,did health insurance pay for all of your cancer treatment
csrvinst,instructions written or printed
csrvpain,currently have physical pain from cancer or treatment?
csrvrtrn,ever receive instructions from a doctor for follow-up check-ups
csrvsum,did you receive a summary of cancer treatments received
csrvtrt2,currently receiving treatment for cancer
cstate1,do you currently live in ____(state)____?
ctelenm1,correct telephone number?
ctelnum1,correct phone number?
cvdcrhd4,ever diagnosed with angina or coronary heart disease
cvdinfr4,ever diagnosed with heart attack
cvdstrk3,ever diagnosed with a stroke
deaf,are you deaf or do you have serious difficulty hearing?
decide,difficulty concentrating or remembering
delayme1,delayed getting medical care
diabage2,age when told had diabetes
diabedu,ever taken class in managing diabetes
diabete3,(ever told) you have diabetes
diabeye,ever told diabetes has affected eyes
diffalon,difficulty doing errands alone
diffdres,difficulty dressing or bathing
diffwalk,difficulty walking or climbing stairs
dispcode,final disposition
dlyother,delayed getting medical care other response
doctdiab,times seen health professional for diabetes
drnk3ge5,binge drinking
drnkany5,drink any alcoholic beverages in past 30 days
drnkdri2,did you drive after having too much to drink in the past 30 days?
drocdy3_,computed drink-occasions-per-day
drvisits,doctor visits past 12 months
ecigaret,have you ever used an e-cigarette or other electronic “vaping” product?
ecignow,"do you now use e-cigarettes, every day, some days, or not at all?"
educa,education level
employ1,employment status
exerany2,exercise in past 30 days
eyeexam1,last eye exam where pupils were dilated
fall12mn,had fall past twelve months
fallinj3,injured in fall
feelnerv,"felt nervous, anxious or on edge"
feetchk,times feet check for sores/irritations
feetchk3,how often check feet for sores or irritations
flshtmy2,when received most recent seasonal flu shot/spray
flushot6,adult flu shot/spray past 12 mos
fmonth,file month
genhlth,general health
hadhyst2,had hysterectomy
hadmam,have you ever had a mammogram
hadpap2,ever had a pap test
