Variable,Description
addepev2,ever told you had a depressive disorder
alcday5,days in past 30 had alcoholic beverage
asactlim,activities limited due to asthma during past 12 months
asattack,asthma during past 12 months
asbiadvc,offered advice about what level of drinking is harmful or risky?
asbialch,asked during checkup if you drink alchohol
asbibing,asked whether you drank [5 for men /4 for women] or more alcoholic drinks on an occasion?
asbidrnk,asked in person or by form how much you drink?
asbirduc,were you advised to reduce or quit your drinking?
asdrvist,urgent asthma treatment during past 12 months
aservist,emergency asthma care during past 12 months
asinhalr,times used asthma inhaler during an attack in past 30 days
asnoslep,sleep difficulty due to asthma during past 30 days
asrchkup,routine asthma care during past 12 months
asthma3,ever told had asthma
asthmage,age at asthma diagnosis
asthmed3,days used prescribed preventative asthma med in past 30 days
asthnow,still have asthma
asymptom,asthma symptoms during past 30 days
avedrnk2,avg alcoholic drinks per day in past 30
bldstool,ever had blood stool test using home kit
bldsugar,how often check blood for glucose
blind,blind or difficulty seeing
cadult,are you 18 years of age or older?
carercvd,satisfied with care received
casthdx2,hlth pro ever said child has asthma
casthno2,child still have asthma?
cclghous,do you live in college housing?
cellfon2,is this a cellular telephone?
chccopd1,"(ever told) you have (copd) chronic obstructive pulmonary disease, emphysema or chronic bronchitis?"
chckidny,(ever told) you have kidney disease?
chcocncr,(ever told) you had any other types of cancer?
chcscncr,(ever told) you had skin cancer?
checkup1,length of time since last routine checkup
children,number of children in household
chkhemo3,times checked for glycosylated hemoglobin
cncrage,age told had cancer
cncrdiff,how many types of cancer?
cncrtyp1,type of cancer
colghous,do you live in college housing?
cpdemo1,do you have a cell phone for personal use?
csrvclin,participate in clinical trial as part of cancer treatment?
csrvctl1,is pain under control?
csrvdein,ever denied insurance coverage because of your cancer?
csrvdoc1,what type of doctor provides majority of your care
csrvinsr,did health insurance pay for all of your cancer treatment
csrvinst,instructions written or printed
csrvpain,currently have physical pain from cancer or treatment?
csrvrtrn,ever receive instructions from a doctor for follow-up check-ups
csrvsum,did you receive a summary of cancer treatments received
csrvtrt1,currently receiving treatment for cancer
cstate,are you a resident of [state]?
ctelenum,correct telephone number?
ctelnum1,correct phone number?
cvdcrhd4,ever diagnosed with angina or coronary heart disease
cvdinfr4,ever diagnosed with heart attack
cvdstrk3,ever diagnosed with a stroke
decide,difficulty concentrating or remembering
delaymed,delayed getting medical care
diabage2,age when told diabetic
diabedu,ever taken class in managing diabetes
diabete3,(ever told) you have diabetes
diabeye,ever told diabetes has affected eyes
diffalon,difficulty doing errands alone
diffdres,difficulty dressing or bathing
diffwalk,difficulty walking or climbing stairs
dispcode,final disposition
dlyother,delayed getting medical care other response
doctdiab,times seen health professional for diabetes
dradvise,doctor advised reduced sodium/salt intake
drnk3ge5,binge drinking
drnkany5,drink any alcoholic beverages in past 30 days
drnkdri2,did you drive after having too much to drink in the past 30 days?
drocdy3_,computed drink-occasions-per-day
drvisits,doctor visits past 12 months
educa,education level
employ1,employment status
emtsuprt,how often get emotional support needed
exerany2,exercise in past 30 days
eyeexam,last eye exam where pupils were dilated
fall12mn,had fall past twelve months
fallinj2,injured in fall
feetchk,times feet check for sores/irritations
feetchk2,how often check feet for sores or irritations
flshtmy2,when received most recent seasonal flu shot/spray
flushot6,adult flu shot/spray past 12 mos
fmonth,file month
genhlth,general health
hadhyst2,had hysterectomy
hadmam,have you ever had a mammogram
hadpap2,ever had a pap test
hadsgco1,was last test a sigmoidoscopy or colonoscopy
hadsigm3,ever had sigmoidoscopy/colonoscopy
havarth3,told have arthritis
height3,reported height in feet and inches
hhadult,number of adults in household
hivtst6,ever tested hiv
hivtstd3,month and year of last hiv test
hlthcvr1,primary health insurance coverage
hlthpln1,have any health care coverage
howlong,how long since last mammogram
hplsttst,how long since your last hpv test?
hpvadsht,number of hpv shots received
hpvadvc2,ever had the hpv vaccination?
hpvtest,have you ever had an hpv test?
htin4,computed height in inches
htm4,computed height in meters
idate,interview date
iday,interview day
imfvplac,where did you get your last flu shot/vaccine?
imonth,interview month
income2,income level
insulin,now taking insulin
internet,internet use in the past 30 days?
iyear,interview year
ladult,are you 18 years of age or older?
landline,do you also have a landline telephone?
lastden3,last visited dentist or dental clinic
lastpap2,how long since last pap test
lastsig3,time since last sigmoidoscopy/colonoscopy
lastsmk2,interval since last smoked
lengexam,how long since last breast physical exam
longwtch,how long watching salt/sodium intake
lsatisfy,satisfaction with life
lstblds3,time since last blood stool test
lstcovrg,time since last had health care coverage
marital,marital status
maxdrnks,most drinks on single occasion past 30 days
medbill1,currently have health care bills
medcost,could not see dr. because of cost
medicare,do you have medicare?
medscost,could not get medicine due to cost
menthlth,number of days mental health not good
mscode,metropolitan status code
nocov121,without health care coverage past 12 months
numadult,number of adults in household
numhhol2,household telephones
nummen,number of adult men in household
numphon2,residential phones
numwomen,number of adult women in household
painact2,how many days hard to do usual activities in past 30 days
pcpsaad2,has a health professional ever talked with you about the advantages of the psa test?
pcpsadi1,has a health professional ever talked with you about the disadvantages of the psa test?
pcpsare1,has a doctor ever recommended that you have a psa test?
pcpsars1,what was the main reason you had this psa test?
pdiabtst,had a test for high blood sugar in past three years
persdoc2,multiple health care professionals
physhlth,number of days physical health not good
pneuvac3,pneumonia shot ever
poorhlth,poor physical or mental health
prediab1,ever been told you have pre-diabetes or borderline diabetes
pregnant,pregnancy status
profexam,ever had breast physical exam by doctor
psatest1,ever had psa test
psatime,time since last psa test
pvtresd1,private residence?
pvtresd2,do you live in a private residence?
qlactlm2,activity limitation due to health problems
qlhlth2,how many days full of energy in past 30 days
qlmentl2,how many days depressed in past 30 days
qlstres2,how many days felt anxious in past 30 days
qstlang,language identifier
qstver,questionnaire version identifier
rchisla1,ethnicity of child
rcsbirth,birth date of child
rcsbrac1,race of child
rcsgendr,gender of child
rcsrace1,race of child (multiple possible)
rcsrltn2,relationship to child
renthom1,own or rent home
rmvteth3,number of permanent teeth removed
rratwrk2,how do you feel you were treated at work compared to people of other races in past 12 months?
rrclass2,how do other people usually classify you in this country?
rrcognt2,how often do you think about your race?
rremtsm2,times past 30 days felt emotionally upset because of treatment due to your race
rrhcare3,"when seeking health care past 12 months, was experience worse, same, better than people of other races?"
rrphysm2,times past 30 days felt physical symptoms because of treatment due to your race
scntlpad,how were you generally paid for the work you did
scntlwk1,how many hours per week did you work
scntmel1,times past 12 months worried/stressed about having enough money to buy nutritious meals?
