dataset_name,preset,target_activation_rate,activation_rate,activation_rate_error,ema_activation_rate,threshold,avg_processing_time,total_energy_spent,baseline_energy_cost,actual_energy_cost,absolute_energy_savings,estimated_energy_savings_pct,energy_efficiency,total_inputs,activations,tp,fp,fn,tn,precision,recall,specificity,f1,accuracy,balanced_accuracy,false_positive_rate,false_negative_rate,prevalence,description,override_signature
breast_cancer,custom_health,0.15,0.2460456942003515,0.0960456942003515,0.13597129844360942,0.85,0.0026923174646239713,927.7648165830591,6031.4,1698.5,4332.9,71.83904234506085,0.7183904234506084,569,140,55,85,302,127,0.39285714285714285,0.15406162464985995,0.5990566037735849,0.22132796780684103,0.31985940246045697,0.37655911421172245,0.4009433962264151,0.84593837535014,0.6274165202108963,Breast Cancer Wisconsin (diagnostic features vs anomaly labels),activation_threshold=0.55+target_activation_rate=0.15+energy_pressure=0.02+gate_temperature=0.18+max_threshold=0.85
breast_cancer,custom_health,0.15,0.22847100175746923,0.07847100175746924,0.21397622622938484,0.88,0.002706304901174403,931.2155257105348,6031.4,1597.5,4433.9,73.51361209669396,0.7351361209669396,569,130,42,88,315,124,0.3230769230769231,0.11764705882352941,0.5849056603773585,0.1724845995893224,0.29173989455184535,0.35127635960044395,0.41509433962264153,0.8823529411764706,0.6274165202108963,Breast Cancer Wisconsin (diagnostic features vs anomaly labels),activation_threshold=0.55+target_activation_rate=0.15+energy_pressure=0.02+gate_temperature=0.18+max_threshold=0.88
breast_cancer,custom_health,0.15,0.2179261862917399,0.06792618629173991,0.270608252751479,0.85,0.0027059975242867433,923.7179135986728,6031.4,1536.8999999999999,4494.5,74.51835394767384,0.7451835394767384,569,124,40,84,317,128,0.3225806451612903,0.11204481792717087,0.6037735849056604,0.16632016632016633,0.29525483304042177,0.35790920141641563,0.39622641509433965,0.8879551820728291,0.6274165202108963,Breast Cancer Wisconsin (diagnostic features vs anomaly labels),activation_threshold=0.55+target_activation_rate=0.15+energy_pressure=0.02+gate_temperature=0.15+max_threshold=0.85
breast_cancer,custom_health,0.15,0.19859402460456943,0.048594024604569436,0.23479218817588332,0.88,0.002723311303257706,949.9202007615366,6031.4,1425.8,4605.599999999999,76.36038067447028,0.7636038067447027,569,113,34,79,323,133,0.3008849557522124,0.09523809523809523,0.6273584905660378,0.14468085106382977,0.29349736379613356,0.3612982929020665,0.37264150943396224,0.9047619047619048,0.6274165202108963,Breast Cancer Wisconsin (diagnostic features vs anomaly labels),activation_threshold=0.55+target_activation_rate=0.15+energy_pressure=0.02+gate_temperature=0.15+max_threshold=0.88
breast_cancer,custom_health,0.15,0.2460456942003515,0.0960456942003515,0.13597129844360942,0.85,0.0026923174646239713,927.7648165830591,6031.4,1698.5,4332.9,71.83904234506085,0.7183904234506084,569,140,55,85,302,127,0.39285714285714285,0.15406162464985995,0.5990566037735849,0.22132796780684103,0.31985940246045697,0.37655911421172245,0.4009433962264151,0.84593837535014,0.6274165202108963,Breast Cancer Wisconsin (diagnostic features vs anomaly labels),activation_threshold=0.55+target_activation_rate=0.15+energy_pressure=0.03+gate_temperature=0.18+max_threshold=0.85
breast_cancer,custom_health,0.15,0.22847100175746923,0.07847100175746924,0.21397622622938484,0.88,0.002706304901174403,931.2155257105348,6031.4,1597.5,4433.9,73.51361209669396,0.7351361209669396,569,130,42,88,315,124,0.3230769230769231,0.11764705882352941,0.5849056603773585,0.1724845995893224,0.29173989455184535,0.35127635960044395,0.41509433962264153,0.8823529411764706,0.6274165202108963,Breast Cancer Wisconsin (diagnostic features vs anomaly labels),activation_threshold=0.55+target_activation_rate=0.15+energy_pressure=0.03+gate_temperature=0.18+max_threshold=0.88
breast_cancer,custom_health,0.15,0.2179261862917399,0.06792618629173991,0.270608252751479,0.85,0.0027081520520558624,926.6176037727523,6031.4,1536.8999999999999,4494.5,74.51835394767384,0.7451835394767384,569,124,38,86,319,126,0.3064516129032258,0.10644257703081232,0.5943396226415094,0.15800415800415799,0.28822495606326887,0.35039109983616085,0.4056603773584906,0.8935574229691877,0.6274165202108963,Breast Cancer Wisconsin (diagnostic features vs anomaly labels),activation_threshold=0.55+target_activation_rate=0.15+energy_pressure=0.03+gate_temperature=0.15+max_threshold=0.85
breast_cancer,custom_health,0.15,0.19859402460456943,0.048594024604569436,0.23479218817588332,0.88,0.0027256755638185087,952.8198909356164,6031.4,1425.8,4605.599999999999,76.36038067447028,0.7636038067447027,569,113,32,81,325,131,0.2831858407079646,0.0896358543417367,0.6179245283018868,0.13617021276595745,0.28646748681898065,0.35378019132181177,0.38207547169811323,0.9103641456582633,0.6274165202108963,Breast Cancer Wisconsin (diagnostic features vs anomaly labels),activation_threshold=0.55+target_activation_rate=0.15+energy_pressure=0.03+gate_temperature=0.15+max_threshold=0.88
breast_cancer,custom_health,0.15,0.2460456942003515,0.0960456942003515,0.13597129844360942,0.85,0.002692954640742919,922.1928786429372,6031.4,1698.5,4332.9,71.83904234506085,0.7183904234506084,569,140,55,85,302,127,0.39285714285714285,0.15406162464985995,0.5990566037735849,0.22132796780684103,0.31985940246045697,0.37655911421172245,0.4009433962264151,0.84593837535014,0.6274165202108963,Breast Cancer Wisconsin (diagnostic features vs anomaly labels),activation_threshold=0.55+target_activation_rate=0.15+energy_pressure=0.04+gate_temperature=0.18+max_threshold=0.85
breast_cancer,custom_health,0.15,0.22847100175746923,0.07847100175746924,0.21397622622938484,0.88,0.0027057646004306026,929.1698671064783,6031.4,1597.5,4433.9,73.51361209669396,0.7351361209669396,569,130,44,86,313,126,0.3384615384615385,0.12324929971988796,0.5943396226415094,0.1806981519507187,0.29876977152899825,0.3587944611806987,0.4056603773584906,0.876750700280112,0.6274165202108963,Breast Cancer Wisconsin (diagnostic features vs anomaly labels),activation_threshold=0.55+target_activation_rate=0.15+energy_pressure=0.04+gate_temperature=0.18+max_threshold=0.88
