date,consumption_factor_Vehicle_0,consumption_factor_Vehicle_1,consumption_factor_Vehicle_10,consumption_factor_Vehicle_11,consumption_factor_Vehicle_12,consumption_factor_Vehicle_13,consumption_factor_Vehicle_14,consumption_factor_Vehicle_15,consumption_factor_Vehicle_16,consumption_factor_Vehicle_17,consumption_factor_Vehicle_18,consumption_factor_Vehicle_19,consumption_factor_Vehicle_2,consumption_factor_Vehicle_3,consumption_factor_Vehicle_4,consumption_factor_Vehicle_5,consumption_factor_Vehicle_6,consumption_factor_Vehicle_7,consumption_factor_Vehicle_8,consumption_factor_Vehicle_9
2026-01-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-01-01 01:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-01-01 02:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-01-01 03:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-01-01 04:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-01-01 05:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-01-01 06:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-01-01 07:00:00,1.0,1.0,1.1329772784640002,1.0,1.0,1.0,1.0,1.0,1.1329772784640002,1.0,1.0,1.0,1.0,1.1329772784640002,1.0,1.0,1.0,1.0,1.0,1.0
2026-01-01 08:00:00,1.0,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.0,1.0,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.0,1.1329772784640002,1.0,1.0,1.1329772784640002,1.0,1.1329772784640002,1.0
2026-01-01 09:00:00,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.0,1.1329772784640002,1.1329772784640002
2026-01-01 10:00:00,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002
2026-01-01 11:00:00,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002
2026-01-01 12:00:00,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002,1.1329772784640002
