# freq,amp,phi
5.364289910454785648e+00,2.080287920731414830e-03,2.615879220966719210e-01
2.863406808412200633e+00,1.715668351576663669e-03,-2.984854638880190869e+00
3.104186724911150996e+00,2.583553380399597824e-03,-5.317629359451374604e-01
6.086194555661990080e+00,3.641550283083388670e-03,1.186888096070282117e+00
5.073585351322896564e+00,3.971940336079029382e-03,-1.669494824277976797e+00
3.544265007554478153e+00,2.516487658268998749e-03,1.248028788734954375e+00
3.247645343161088327e+00,3.522549079043905788e-03,2.323085359266174876e-02
2.370611590668467716e+00,4.356667685611134537e-03,-2.979877440206477601e+00
3.884883023875413066e+00,3.259984326465398610e-03,1.723810421155412165e+00
8.276251597003676963e+00,2.830821207416372130e-03,3.793391687446092675e-01
3.409771536529393465e+00,4.847500991537391501e-03,-2.623270687092893461e+00
2.449566689375786588e+00,2.739047458795493880e-03,-1.557348207740911761e-01
6.107212392890151165e+00,5.279852845874927203e-03,-1.336478239965422921e+00
3.974528824217583800e+00,2.315395191736906340e-03,2.385609489795781357e+00
3.196118209718997960e+00,2.623080433503732767e-03,-1.351343181773305924e+00
3.694336369154876287e+00,2.695503913134008646e-03,2.775201714716273749e+00
4.833615383022529244e+00,2.104405848868320418e-03,2.898606128775762514e-01
3.144941993829285298e+00,2.676285065255970368e-03,-1.108267748563951827e+00
5.922985195876186992e+00,4.665150714374345989e-03,1.970061446577489050e+00
3.041581456869606459e+00,4.212734584023105147e-03,1.240303156979471133e+00
3.075783890701491163e+00,3.429090916007578472e-03,-5.405895829100502148e-01
4.404245018931883138e+00,2.919367099431855080e-03,8.144158151076221763e-01
7.307816506515951716e+00,3.643696254182111210e-03,1.750396554553935502e+00
3.501504039847230576e+00,3.026852642666095702e-03,2.208902767666483413e+00
6.189409591819757139e+00,2.922879951819195264e-03,1.988079713813025506e+00
7.304033464813370458e+00,1.863242859182063799e-03,-2.098099530680467062e+00
1.079019494660142620e+01,5.265077636561541277e-03,2.063332411321808557e+00
4.412440703341211190e+00,3.644755495690553231e-03,-2.773215412237509447e+00
6.143300291938812663e+00,2.002211610975257634e-03,-1.883883168343136516e+00
4.661745313509207733e+00,2.885338823533724166e-03,7.723713613784011223e-01
3.741769674371897558e+00,2.438895220144511947e-03,-2.420958262858483145e+00
4.032553401052179964e+00,2.744203302944802671e-03,6.493520907894616556e-01
2.654380267235328716e+00,2.533954974591178314e-03,-1.206587146498846019e+00
4.045944434198410988e+00,3.706273911255250891e-03,-4.431745158215161240e-01
6.098111427964721720e+00,4.465720956755500626e-03,-1.161437357605608733e+00
5.966279888137698606e+00,2.364230757947882993e-03,-2.700679123028655759e+00
2.662574854097114585e+00,2.367922940041866132e-03,4.767385211044583571e-03
4.759144755128888349e+00,2.031125422871363738e-03,2.912881217438576087e+00
3.141959669697892199e+00,2.346251094650617791e-03,7.023554907470512809e-01
3.435370819375307860e+00,3.176831459979614913e-03,-1.256436806159479502e+00
4.079223857950974974e+00,2.044594956977050827e-03,2.866073935640442549e+00
4.536575041799236097e+00,2.749664795610436661e-03,-6.959428711165993597e-01
4.483305730167688630e+00,2.373055281884080530e-03,1.241040523352125113e+00
3.280893070847478832e+00,3.039116840669194540e-03,8.426556053933440538e-01
5.160740513503500715e+00,3.631427030463792519e-03,2.845722785859957860e+00
4.360847887876219353e+00,2.811205952187304478e-03,2.605025558367026761e+00
6.688387060708873122e+00,3.047162579324148076e-03,-2.211655741328297342e+00
8.471060510071552585e+00,2.930219809916151039e-03,-2.603212424457055363e+00
4.359720642254278467e+00,3.308143298996139847e-03,1.945540124506491608e+00
3.824003799692516026e+00,2.308334807943780449e-03,2.544333248028687322e+00
2.869081388512494613e+00,3.731742902469257009e-03,-4.414814859406224201e-02
7.467097735317306473e+00,1.986406916718187060e-03,1.198588432931237513e+00
5.387453708882661729e+00,2.299035719732023166e-03,-2.703099956959423622e+00
3.488210263034627445e+00,2.544219570815157636e-03,-1.760520890524552851e+00
4.688431787455963118e+00,3.783074085243656303e-03,-2.203034342080285146e+00
2.448789615448326185e+00,3.275736873809119258e-03,6.356106922272863891e-01
3.455371200170213708e+00,1.772652731871760890e-03,-1.900412895496772281e+00
3.407361110617260547e+00,2.634826196084812285e-03,-2.765567163031855458e+00
3.305561870511160016e+00,2.665564636293450262e-03,-1.242768294980223454e+00
2.673009848472930106e+00,5.184943333849094220e-03,1.113458530858391526e+00
3.054669862251555124e+00,2.664216513923249943e-03,4.892322082443669728e-01
5.348627196845191278e+00,4.454230953472217841e-03,-1.063586409676421596e+00
6.203990617810278607e+00,3.526922109292987897e-03,2.095309572953868660e+00
6.560006402028594863e+00,2.950705623394759940e-03,-1.405742653300621647e+00
3.393146546130801688e+00,3.927543325349743160e-03,-1.504523560390195858e+00
2.747681724147017945e+00,2.296879589922637584e-03,3.766606906765996854e-01
3.556257156441361644e+00,2.537280307920821917e-03,-1.368751716473308733e-01
3.477518878437196648e+00,2.798686968056064012e-03,-3.394637851018185160e-01
6.454109554003283122e+00,5.942871149875236098e-03,-2.162762741507720854e+00
2.888004124001402939e+00,4.655033879677661704e-03,2.919288300275013626e-02
3.609353066831184176e+00,3.599802138831319307e-03,-1.514128798283157273e+00
4.216506788499435388e+00,2.941217520206071672e-03,-6.774537773465807433e-01
4.245958016488068587e+00,2.308044974450170275e-03,1.467566404995311657e+00
3.231898441399760458e+00,4.023244599914826622e-03,2.744890086807501461e+00
5.521017712991172388e+00,2.778077400374183784e-03,1.720731759058196531e+00
4.193086968759335065e+00,1.622895350475310949e-03,-5.929197267988701725e-01
6.972429267810356990e+00,1.452514954768697932e-03,5.845444541112807535e-01
2.792843678869238122e+00,4.554430118764336843e-03,1.548791454962081815e+00
6.666659307110279542e+00,2.180889176583126251e-03,-5.389650377027881412e-01
3.475735758272060494e+00,3.150801132296619789e-03,-8.780867152018445587e-01
5.173668110097965567e+00,2.753614174416159181e-03,-2.291833963545372832e+00
3.565485233322729375e+00,2.660158213411910680e-03,1.484470396495694899e+00
3.931348043206805976e+00,3.081128134990620930e-03,2.126912204116535143e+00
5.072821177817536942e+00,2.753658147551156163e-03,-1.152434133724290488e+00
4.660991596045431784e+00,2.220695932951736659e-03,1.781331827556491554e+00
6.406222194213551546e+00,2.141268031550006955e-03,6.924890688022862228e-01
